a priori	/ɑ ˈpriori/
pakertaa	/ˈpɑkertɑɑ/
pakertaja	/ˈpɑkerˌtɑjɑ/
paketillinen	/ˈpɑkeˌtillinen/
paketoida	/ˈpɑkeˌtoidɑ/
paketoija	/ˈpɑkeˌtoijɑ/
paketointi	/ˈpɑkeˌtointi/
paketti	/ˈpɑketti/
pakettiauto	/ˈpɑkettiˌɑuto/
pakettihinta	/ˈpɑkettiˌhintɑ/
pakettikortti	/ˈpɑkettiˌkortti/
pakettimallinen	/ˈpɑkettiˌmɑllinen/
pakettimatka	/ˈpɑkettiˌmɑtkɑ/
pakettinaru	/ˈpɑketˌtinɑru/
pakettiosoitekortti	/ˈpɑketˌtioˌsoiteˌkortti/
pakettipelto	/ˈpɑkettiˌpelto/
pakettipommi	/ˈpɑkettiˌpommi/
pakettiratkaisu	/ˈpɑkettiˌrɑtkɑisu/
pakina	/ˈpɑkinɑ/
pakinakokoelma	/ˈpɑkiˌnɑkokoˌelmɑ/
pakinatyyli	/ˈpɑkinɑˌtyyli/
pakinatyylinen	/ˈpɑkinɑˌtyylinen/
pakinoida	/ˈpɑkiˌnoidɑ/
pakinoija	/ˈpɑkiˌnoijɑ/
pakinointi	/ˈpɑkiˌnointi/
pakinoitsija	/ˈpɑkiˌnoitsijɑ/
pakista	/ˈpɑkistɑ/
pakka	/ˈpɑkkɑ/
pakkaaja	/ˈpɑkkɑɑjɑ/
pakkaamo	/ˈpɑkkɑɑmo/
pakkaantua	/ˈpɑkkɑɑnˌtuɑ/
pakkanen	/ˈpɑkkɑnen/
pakkasaamu	/ˈpɑkkɑˌsɑɑmu/
pakkasaste	/ˈpɑkkɑˌsɑste/
pakkasenarka	/ˈpɑkkɑseˌnɑrkɑ/
pakkasenarkuus	/ˈpɑkkɑseˌnɑrkuus/
pakkasenkesto	/ˈpɑkkɑˌsenkesto/
pakkasenkestävyys	/ˈpɑkkɑˌsenkesˌtævyys/
pakkasenkestävä	/ˈpɑkkɑˌsenkesˌtævæ/
pakkasenpurema	/ˈpɑkkɑˌsenpuˌremɑ/
pakkasherra	/ˈpɑkkɑsˌherrɑ/
pakkasilma	/ˈpɑkkɑˌsilmɑ/
pakkaskausi	/ˈpɑkkɑsˌkɑusi/
pakkaskeli	/ˈpɑkkɑsˌkeli/
pakkaslumi	/ˈpɑkkɑsˌlumi/
pakkasneste	/ˈpɑkkɑsˌneste/
pakkaspäivä	/ˈpɑkkɑsˌpæivæ/
pakkasrapautuminen	/ˈpɑkkɑsrɑˌpɑutuˌminen/
pakkassää	/ˈpɑkkɑssææ/
pakkasukko	/ˈpɑkkɑˌsukko/
pakkasvaurio	/ˈpɑkkɑsˌvɑurio/
pakkasvoide	/ˈpɑkkɑsˌvoide/
pakkasyö	/ˈpɑkkɑsyø/
pakkaus	/ˈpɑkkɑus/
pakkausjäte	/ˈpɑkkɑˌusjæte/
pakkauskenno	/ˈpɑkkɑˌuskenno/
pakkauskulut	/ˈpɑkkɑˌuskulut/
pakkauskustannukset	/ˈpɑkkɑˌuskusˌtɑnnukset/
pakkausmateriaali	/ˈpɑkkɑˌusmɑˌteriˌɑɑli/
pakkausmerkintä	/ˈpɑkkɑˌusmerˌkintæ/
pakkauttaa	/ˈpɑkkɑˌuttɑɑ/
pakkautua	/ˈpɑkkɑuˌtuɑ/
pakkeli	/ˈpɑkkeli/
pakki	/ˈpɑkki/
pakkilaatikko	/ˈpɑkkiˌlɑɑtikko/
pakko	/ˈpɑkko/
pakko-ohjaus	/ˈpɑkkoohˌjɑus/
pakko-otto	/ˈpɑkkootto/
pakkoajatus	/ˈpɑkkoˌɑjɑtus/
pakkoavioliitto	/ˈpɑkkoˌɑvioˌliitto/
pakkohoito	/ˈpɑkkoˌhoito/
pakkohuutokauppa	/ˈpɑkkoˌhuutokɑˌuppɑ/
pakkojäsenyys	/ˈpɑkkoˌjæsenyys/
pakkokeino	/ˈpɑkkoˌkeino/
pakkokuolaimet	/ˈpɑkkoˌkuolɑimet/
pakkolaina	/ˈpɑkkoˌlɑinɑ/
pakkolaitos	/ˈpɑkkoˌlɑitos/
pakkolasku	/ˈpɑkkoˌlɑsku/
pakkoliike	/ˈpɑkkoˌliike/
pakkoliitos	/ˈpɑkkoˌliitos/
pakkoloma	/ˈpɑkkoˌlomɑ/
pakkolomauttaa	/ˈpɑkkoˌlomɑˌuttɑɑ/
pakkolomautus	/ˈpɑkkoloˌmɑutus/
pakkolunastaa	/ˈpɑkkoluˌnɑstɑɑ/
pakkolunastus	/ˈpɑkkoluˌnɑstus/
pakkoluovuttaa	/ˈpɑkkoˌluovuttɑɑ/
pakkoluovutus	/ˈpɑkkoˌluovutus/
pakkomielle	/ˈpɑkkoˌmielle/
pakkomyynti	/ˈpɑkkoˌmyynti/
pakkonaiminen	/ˈpɑkkoˌnɑiminen/
pakkoneuroosi	/ˈpɑkkoˌneuroosi/
pakkoneurootikko	/ˈpɑkkoˌneurooˌtikko/
pakkoneuroottinen	/ˈpɑkkoˌneurootˌtinen/
pakkopaita	/ˈpɑkkoˌpɑitɑ/
pakkopeli	/ˈpɑkkoˌpeli/
pakkoperintä	/ˈpɑkkopeˌrintæ/
pakkopulla	/ˈpɑkkoˌpullɑ/
pakkorako	/ˈpɑkkoˌrɑko/
pakkoruokinta	/ˈpɑkkoˌruokintɑ/
pakkoruotsi	/ˈpɑkkoˌruotsi/
pakkosyöttää	/ˈpɑkkoˌsyøttææ/
pakkosyöttö	/ˈpɑkkoˌsyøttø/
pakkotahtinen	/ˈpɑkkoˌtɑhtinen/
pakkoteitse	/ˈpɑkkoˌteitse/
pakkotila	/ˈpɑkkoˌtilɑ/
pakkotilanne	/ˈpɑkkotiˌlɑnne/
pakkotoimi	/ˈpɑkkoˌtoimi/
pakkotoiminen	/ˈpɑkkoˌtoiminen/
pakkotoiminto	/ˈpɑkkoˌtoiminto/
pakkotyö	/ˈpɑkkotyø/
pakkotyöleiri	/ˈpɑkkoˌtyøleiri/
pakkotyövanki	/ˈpɑkkoˌtyøvɑnki/
pakkotäytäntö	/ˈpɑkkoˌtæytæntø/
pakkovalta	/ˈpɑkkoˌvɑltɑ/
paklata	/ˈpɑklɑtɑ/
paklaus	/ˈpɑklɑus/
pako	/ˈpɑko/
pakoilla	/ˈpɑkoillɑ/
pakoilu	/ˈpɑkoilu/
pakokaasu	/ˈpɑkoˌkɑɑsu/
pakokauhu	/ˈpɑkoˌkɑuhu/
pakokauhuinen	/ˈpɑkoˌkɑuhuinen/
pakolainen	/ˈpɑkoˌlɑinen/
pakolaishallitus	/ˈpɑkoˌlɑishɑlˌlitus/
pakolaisleiri	/ˈpɑkoˌlɑisleiri/
pakolaisuus	/ˈpɑkoˌlɑisuus/
pakolaisvirta	/ˈpɑkoˌlɑisvirtɑ/
pakollinen	/ˈpɑkolˌlinen/
pakollistaa	/ˈpɑkolˌlistɑɑ/
pakollisuus	/ˈpɑkolˌlisuus/
pakomatka	/ˈpɑkoˌmɑtkɑ/
pakonalainen	/ˈpɑkonɑˌlɑinen/
pakonomainen	/ˈpɑkonoˌmɑinen/
pakonopeus	/ˈpɑkoˌnopeus/
pakoon	/ˈpɑkoon/
pakopaikka	/ˈpɑkoˌpɑikkɑ/
pakopiste	/ˈpɑkoˌpiste/
pakoputki	/ˈpɑkoˌputki/
pakoreitti	/ˈpɑkoˌreitti/
pakosalla	/ˈpɑkoˌsɑllɑ/
pakosalle	/ˈpɑkoˌsɑlle/
pakosarja	/ˈpɑkoˌsɑrjɑ/
pakostakin	/ˈpɑkosˌtɑkin/
pakote	/ˈpɑkote/
pakotie	/ˈpɑkotie/
pakoton	/ˈpɑkoton/
pakottaa	/ˈpɑkottɑɑ/
pakottamaton	/ˈpɑkotˌtɑmɑton/
pakottautua	/ˈpɑkotˌtɑutuɑ/
pakottava	/ˈpɑkotˌtɑvɑ/
pakottomasti	/ˈpɑkottoˌmɑsti/
pakottomuus	/ˈpɑkotˌtomuus/
pakotus	/ˈpɑkotus/
pakovesi	/ˈpɑkoˌvesi/
paksu	/ˈpɑksu/
paksuinen	/ˈpɑksuinen/
paksukainen	/ˈpɑksuˌkɑinen/
paksukalloinen	/ˈpɑksukɑlˌloinen/
paksukuorinen	/ˈpɑksuˌkuorinen/
paksulehti	/ˈpɑksuˌlehti/
paksulti	/ˈpɑksulti/
paksunahkainen	/ˈpɑksunɑhˌkɑinen/
paksunema	/ˈpɑksuˌnemɑ/
paksunnos	/ˈpɑksunnos/
paksuntaa	/ˈpɑksuntɑɑ/
paksuntua	/ˈpɑksunˌtuɑ/
paksuntuma	/ˈpɑksunˌtumɑ/
paksupohjainen	/ˈpɑksupohˌjɑinen/
paksupäinen	/ˈpɑksuˌpæinen/
paksurunkoinen	/ˈpɑksurunˌkoinen/
paksusti	/ˈpɑksusti/
paksusuoli	/ˈpɑksuˌsuoli/
paksuta	/ˈpɑksutɑ/
paksuuntua	/ˈpɑksuunˌtuɑ/
paksuuntuma	/ˈpɑksuunˌtumɑ/
paksuus	/ˈpɑksuus/
paksuuskasvu	/ˈpɑksuusˌkɑsvu/
pakti	/ˈpɑkti/
pala	/ˈpɑlɑ/
palaa	/ˈpɑlɑɑ/
palailla	/ˈpɑlɑillɑ/
palamaton	/ˈpɑlɑˌmɑton/
palamisjäte	/ˈpɑlɑˌmisjæte/
palamistuote	/ˈpɑlɑmisˌtuote/
palanen	/ˈpɑlɑnen/
palanpaine	/ˈpɑlɑnˌpɑine/
palanpainike	/ˈpɑlɑnˌpɑinike/
palanpainin	/ˈpɑlɑnˌpɑinin/
palapaisti	/ˈpɑlɑˌpɑisti/
palapeli	/ˈpɑlɑˌpeli/
palasaippua	/ˈpɑlɑˌsɑippuɑ/
palasokeri	/ˈpɑlɑˌsokeri/
palata	/ˈpɑlɑtɑ/
palatsi	/ˈpɑlɑtsi/
palatsivallankumous	/ˈpɑlɑtsiˌvɑllɑnˌkumous/
palauma	/ˈpɑlɑumɑ/
palaute	/ˈpɑlɑute/
palauttaa	/ˈpɑlɑˌuttɑɑ/
palautua	/ˈpɑlɑuˌtuɑ/
palautuma	/ˈpɑlɑuˌtumɑ/
palautus	/ˈpɑlɑutus/
palautusmerkki	/ˈpɑlɑuˌtusmerkki/
palautusoikeus	/ˈpɑlɑutuˌsoikeus/
palautuspostimerkki	/ˈpɑlɑuˌtuspostiˌmerkki/
palautuspullo	/ˈpɑlɑuˌtuspullo/
palava	/ˈpɑlɑvɑ/
palavahenkinen	/ˈpɑlɑvɑˌhenkinen/
palavakivi	/ˈpɑlɑˌvɑkivi/
palavapensas	/ˈpɑlɑvɑˌpensɑs/
palavarakkaus	/ˈpɑlɑvɑˌrɑkkɑus/
palavasieluinen	/ˈpɑlɑvɑˌsieluinen/
palaveri	/ˈpɑlɑˌveri/
palavissaan	/ˈpɑlɑˌvissɑɑn/
palella	/ˈpɑlellɑ/
palelluksissa	/ˈpɑlelˌluksissɑ/
palelluksissaan	/ˈpɑlelˌluksissɑɑn/
palelluttaa	/ˈpɑlelˌluttɑɑ/
paleltaa	/ˈpɑleltɑɑ/
paleltua	/ˈpɑlelˌtuɑ/
paleltuma	/ˈpɑlelˌtumɑ/
paleltumisvamma	/ˈpɑleltuˌmisvɑmmɑ/
paleontologia	/ˈpɑleˌontoˌlogiɑ/
paleontologinen	/ˈpɑleˌontoˌloginen/
paleotsooinen	/ˈpɑleotˌsooinen/
paletti	/ˈpɑletti/
palettiveitsi	/ˈpɑlettiˌveitsi/
palho	/ˈpɑlho/
palikka	/ˈpɑlikkɑ/
palikkatesti	/ˈpɑlikkɑˌtesti/
palindromi	/ˈpɑlinˌdromi/
palisanteri	/ˈpɑliˌsɑnteri/
paliskunta	/ˈpɑlisˌkuntɑ/
paljaaksihakkuu	/ˈpɑljɑɑksiˌhɑkkuu/
paljaaltaan	/ˈpɑljɑɑltɑɑn/
paljakka	/ˈpɑljɑkkɑ/
paljas	/ˈpɑljɑs/
paljasjalkainen	/ˈpɑljɑsjɑlˌkɑinen/
paljasjaloin	/ˈpɑljɑsˌjɑloin/
paljasjuurinen	/ˈpɑljɑsˌjuurinen/
paljassiemeninen	/ˈpɑljɑsˌsiemeˌninen/
paljassäärinen	/ˈpɑljɑsˌsæærinen/
paljastaa	/ˈpɑljɑstɑɑ/
paljastaja	/ˈpɑljɑsˌtɑjɑ/
paljastajaiset	/ˈpɑljɑstɑˌjɑiset/
paljastin	/ˈpɑljɑstin/
paljastua	/ˈpɑljɑsˌtuɑ/
paljastuma	/ˈpɑljɑsˌtumɑ/
paljastus	/ˈpɑljɑstus/
paljastuspuhe	/ˈpɑljɑsˌtuspuhe/
paljastustilaisuus	/ˈpɑljɑsˌtustiˌlɑisuus/
palje	/ˈpɑlje/
paljekamera	/ˈpɑljeˌkɑmerɑ/
paljeovi	/ˈpɑljeˌovi/
paljeseinä	/ˈpɑljeˌseinæ/
paljetti	/ˈpɑljetti/
paljin	/ˈpɑljin/
paljo	/ˈpɑljo/
paljoksua	/ˈpɑljokˌsuɑ/
paljolta	/ˈpɑljoltɑ/
paljolti	/ˈpɑljolti/
paljon	/ˈpɑljon/
paljonpuhuva	/ˈpɑljonˌpuhuvɑ/
paljotöinen	/ˈpɑljoˌtøinen/
paljous	/ˈpɑljous/
paljousalennus	/ˈpɑljousɑˌlennus/
paljoustulli	/ˈpɑljoˌustulli/
palju	/ˈpɑlju/
palkallinen	/ˈpɑlkɑlˌlinen/
palkanalennus	/ˈpɑlkɑnɑˌlennus/
palkanansaitsija	/ˈpɑlkɑnɑnˌsɑitsijɑ/
palkankorotus	/ˈpɑlkɑnˌkorotus/
palkankorotusvaatimus	/ˈpɑlkɑnˌkorotusˌvɑɑtimus/
palkanlaskenta	/ˈpɑlkɑnˌlɑskentɑ/
palkanlaskija	/ˈpɑlkɑnˌlɑskijɑ/
palkanlisä	/ˈpɑlkɑnˌlisæ/
palkanmaksaja	/ˈpɑlkɑnˌmɑksɑjɑ/
palkanmaksu	/ˈpɑlkɑnˌmɑksu/
palkanmaksukausi	/ˈpɑlkɑnˌmɑksuˌkɑusi/
palkanmaksupäivä	/ˈpɑlkɑnˌmɑksuˌpæivæ/
palkannauttija	/ˈpɑlkɑnnɑˌuttijɑ/
palkannousu	/ˈpɑlkɑnˌnousu/
palkansaaja	/ˈpɑlkɑnˌsɑɑjɑ/
palkansaajajärjestö	/ˈpɑlkɑnˌsɑɑjɑˌjærjestø/
palkata	/ˈpɑlkɑtɑ/
palkaton	/ˈpɑlkɑton/
palkattomasti	/ˈpɑlkɑttoˌmɑsti/
palkeenkieli	/ˈpɑlkeenˌkieli/
palkinnonsaaja	/ˈpɑlkinnonˌsɑɑjɑ/
palkinto	/ˈpɑlkinto/
palkintojenjako	/ˈpɑlkintoˌjenjɑko/
palkintojenjakotilaisuus	/ˈpɑlkintoˌjenjɑˌkotiˌlɑisuus/
palkintojärjestys	/ˈpɑlkintoˌjærjestys/
palkintokaappi	/ˈpɑlkintoˌkɑɑppi/
palkintokoroke	/ˈpɑlkinˌtokoˌroke/
palkintolautakunta	/ˈpɑlkintoˌlɑutɑˌkuntɑ/
palkintolusikka	/ˈpɑlkinˌtoluˌsikkɑ/
palkintopalli	/ˈpɑlkintoˌpɑlli/
palkintosija	/ˈpɑlkinˌtosijɑ/
palkintosumma	/ˈpɑlkintoˌsummɑ/
palkintotuomari	/ˈpɑlkintoˌtuomɑri/
palkisto	/ˈpɑlkisto/
palkita	/ˈpɑlkitɑ/
palkka	/ˈpɑlkkɑ/
palkka-armeija	/ˈpɑlkkɑɑrˌmeijɑ/
palkka-asteikko	/ˈpɑlkkɑɑsˌteikko/
palkkaetu	/ˈpɑlkkɑˌetu/
palkkahaitari	/ˈpɑlkkɑˌhɑitɑri/
palkkahinnoitteluliite	/ˈpɑlkkɑhinˌnoitteluˌliite/
palkkaindeksi	/ˈpɑlkkɑinˌdeksi/
palkkajoukko	/ˈpɑlkkɑjoˌukko/
palkkakehitys	/ˈpɑlkkɑˌkehitys/
palkkakuoppa	/ˈpɑlkkɑˌkuoppɑ/
palkkakustannukset	/ˈpɑlkkɑˌkustɑnˌnukset/
palkkalainen	/ˈpɑlkkɑˌlɑinen/
palkkalaskelma	/ˈpɑlkkɑˌlɑskelmɑ/
palkkalaskenta	/ˈpɑlkkɑˌlɑskentɑ/
palkkaliite	/ˈpɑlkkɑˌliite/
palkkalista	/ˈpɑlkkɑˌlistɑ/
palkkaliukuma	/ˈpɑlkkɑˌliukumɑ/
palkkaluokka	/ˈpɑlkkɑˌluokkɑ/
palkkamenot	/ˈpɑlkkɑˌmenot/
palkkamurhaaja	/ˈpɑlkkɑmurˌhɑɑjɑ/
palkkanauha	/ˈpɑlkkɑˌnɑuhɑ/
palkkaneuvottelu	/ˈpɑlkkɑˌneuvotˌtelu/
palkkaperuste	/ˈpɑlkkɑpeˌruste/
palkkapolitiikka	/ˈpɑlkkɑˌpoliˌtiikkɑ/
palkkapussi	/ˈpɑlkkɑˌpussi/
palkkapäivä	/ˈpɑlkkɑˌpæivæ/
palkkaraha	/ˈpɑlkkɑˌrɑhɑ/
palkkarakenne	/ˈpɑlkkɑrɑˌkenne/
palkkarenki	/ˈpɑlkkɑˌrenki/
palkkasaatava	/ˈpɑlkkɑˌsɑɑtɑvɑ/
palkkasoturi	/ˈpɑlkkɑˌsoturi/
palkkasulku	/ˈpɑlkkɑˌsulku/
palkkasäännöstely	/ˈpɑlkkɑˌsæænnøsˌtely/
palkkatarjous	/ˈpɑlkkɑˌtɑrjous/
palkkataso	/ˈpɑlkkɑˌtɑso/
palkkataulukko	/ˈpɑlkkɑˌtɑulukko/
palkkatili	/ˈpɑlkkɑˌtili/
palkkatulo	/ˈpɑlkkɑˌtulo/
palkkaturva	/ˈpɑlkkɑˌturvɑ/
palkkatyö	/ˈpɑlkkɑtyø/
palkkatyöläinen	/ˈpɑlkkɑˌtyølæinen/
palkkaus	/ˈpɑlkkɑus/
palkkausjärjestelmä	/ˈpɑlkkɑˌusjærˌjestelmæ/
palkkausluokka	/ˈpɑlkkɑusˌluokkɑ/
palkkavaatimus	/ˈpɑlkkɑˌvɑɑtimus/
palkki	/ˈpɑlkki/
palkkikatto	/ˈpɑlkkiˌkɑtto/
palkkio	/ˈpɑlkkio/
palko	/ˈpɑlko/
palkohedelmä	/ˈpɑlkoheˌdelmæ/
palkokasvi	/ˈpɑlkoˌkɑsvi/
palkollinen	/ˈpɑlkolˌlinen/
palladium	/ˈpɑllɑˌdium/
pallas	/ˈpɑllɑs/
palle	/ˈpɑlle/
pallea	/ˈpɑlleɑ/
palleahengitys	/ˈpɑlleɑˌhengitys/
palleaisku	/ˈpɑlleˌɑisku/
pallero	/ˈpɑllero/
palleroinen	/ˈpɑlleˌroinen/
palleropilvi	/ˈpɑlleroˌpilvi/
palli	/ˈpɑlli/
palliatiivinen	/ˈpɑlliɑˌtiivinen/
pallinaama	/ˈpɑlliˌnɑɑmɑ/
pallo	/ˈpɑllo/
pallo-ohdake	/ˈpɑlloohˌdɑke/
pallobakteeri	/ˈpɑllobɑkˌteeri/
pallograniitti	/ˈpɑllogrɑˌniitti/
palloilija	/ˈpɑlloiˌlijɑ/
palloilla	/ˈpɑlloillɑ/
palloilu	/ˈpɑlloilu/
pallojuusto	/ˈpɑlloˌjuusto/
pallokaktus	/ˈpɑlloˌkɑktus/
pallokartta	/ˈpɑlloˌkɑrttɑ/
pallokas	/ˈpɑllokɑs/
pallokenttä	/ˈpɑlloˌkenttæ/
pallokirjoituskone	/ˈpɑllokirˌjoitusˌkone/
pallolaajennus	/ˈpɑlloˌlɑɑjennus/
pallolaajennushoito	/ˈpɑlloˌlɑɑjennusˌhoito/
palloleikki	/ˈpɑlloˌleikki/
pallomeri	/ˈpɑlloˌmeri/
pallonen	/ˈpɑllonen/
pallonhallinta	/ˈpɑllonˌhɑllintɑ/
pallonheitto	/ˈpɑllonˌheitto/
pallonivel	/ˈpɑlloˌnivel/
pallonkäsittely	/ˈpɑllonkæˌsittely/
pallonmenetys	/ˈpɑllonˌmenetys/
pallonpuolikas	/ˈpɑllonˌpuolikɑs/
pallonpuolisko	/ˈpɑllonˌpuolisko/
pallonriisto	/ˈpɑllonˌriisto/
pallopeli	/ˈpɑlloˌpeli/
palloperuna	/ˈpɑlloˌperunɑ/
pallopinta	/ˈpɑlloˌpintɑ/
pallopintainen	/ˈpɑllopinˌtɑinen/
pallopoika	/ˈpɑlloˌpoikɑ/
pallopullo	/ˈpɑlloˌpullo/
pallorauta	/ˈpɑlloˌrɑutɑ/
pallosalama	/ˈpɑlloˌsɑlɑmɑ/
pallosegmentti	/ˈpɑlloˌsegmentti/
pallosektori	/ˈpɑlloˌsektori/
pallosilla	/ˈpɑlloˌsillɑ/
pallosille	/ˈpɑlloˌsille/
pallotella	/ˈpɑlloˌtellɑ/
pallottaa	/ˈpɑllottɑɑ/
pallottelu	/ˈpɑllotˌtelu/
pallotuoli	/ˈpɑlloˌtuoli/
pallotus	/ˈpɑllotus/
pallotyttö	/ˈpɑlloˌtyttø/
pallukka	/ˈpɑllukkɑ/
palmikko	/ˈpɑlmikko/
palmikkonauha	/ˈpɑlmikkoˌnɑuhɑ/
palmikkoneule	/ˈpɑlmikkoˌneule/
palmikkopunos	/ˈpɑlmikˌkopunos/
palmikkopäinen	/ˈpɑlmikkoˌpæinen/
palmikkopää	/ˈpɑlmikˌkopææ/
palmikoida	/ˈpɑlmiˌkoidɑ/
palmikointi	/ˈpɑlmiˌkointi/
palmu	/ˈpɑlmu/
palmulilja	/ˈpɑlmuˌliljɑ/
palmunlehti	/ˈpɑlmunˌlehti/
palmunlehvä	/ˈpɑlmunˌlehvæ/
palmupuu	/ˈpɑlmupuu/
palmusunnuntai	/ˈpɑlmuˌsunnuntɑi/
palmuviini	/ˈpɑlmuˌviini/
palmuöljy	/ˈpɑlmuˌøljy/
palo	/ˈpɑlo/
palo-ovi	/ˈpɑloovi/
paloa	/ˈpɑloɑ/
paloasema	/ˈpɑloˌɑsemɑ/
paloauto	/ˈpɑloˌɑuto/
palohaava	/ˈpɑloˌhɑɑvɑ/
palohälytin	/ˈpɑloˌhælytin/
palohälytys	/ˈpɑloˌhælytys/
paloilmaisin	/ˈpɑloilˌmɑisin/
paloilmoitin	/ˈpɑloilˌmoitin/
paloilmoitus	/ˈpɑloilˌmoitus/
paloilmoituslaitteisto	/ˈpɑloilˌmoitusˌlɑitteisto/
paloitella	/ˈpɑloiˌtellɑ/
paloittain	/ˈpɑloittɑin/
paloittelu	/ˈpɑloitˌtelu/
palokaasu	/ˈpɑloˌkɑɑsu/
palokaivo	/ˈpɑloˌkɑivo/
palokalusto	/ˈpɑlokɑˌlusto/
palokatu	/ˈpɑloˌkɑtu/
palokello	/ˈpɑloˌkello/
palokirves	/ˈpɑloˌkirves/
palokuja	/ˈpɑloˌkujɑ/
palokunnanpäällikkö	/ˈpɑloˌkunnɑnˌpæællikkø/
palokunnantalo	/ˈpɑloˌkunnɑnˌtɑlo/
palokunta	/ˈpɑloˌkuntɑ/
palokuntalainen	/ˈpɑloˌkuntɑˌlɑinen/
palokypärä	/ˈpɑloˌkypæræ/
palokärki	/ˈpɑloˌkærki/
palolaitos	/ˈpɑloˌlɑitos/
paloletku	/ˈpɑloˌletku/
palolinja	/ˈpɑloˌlinjɑ/
paloluukku	/ˈpɑloˌluukku/
palomestari	/ˈpɑloˌmestɑri/
palomiehistö	/ˈpɑloˌmiehistø/
palomies	/ˈpɑlomies/
palomuuri	/ˈpɑloˌmuuri/
palonalku	/ˈpɑloˌnɑlku/
palonarka	/ˈpɑloˌnɑrkɑ/
palonkestävyys	/ˈpɑlonˌkestævyys/
palonkestävä	/ˈpɑlonˌkestævæ/
palonsammutus	/ˈpɑlonˌsɑmmutus/
palontorjunta	/ˈpɑlonˌtorjuntɑ/
palopaikka	/ˈpɑloˌpɑikkɑ/
palopesäke	/ˈpɑloˌpesæke/
palopommi	/ˈpɑloˌpommi/
paloposti	/ˈpɑloˌposti/
palopuhe	/ˈpɑloˌpuhe/
palopuhuja	/ˈpɑloˌpuhujɑ/
palopurje	/ˈpɑloˌpurje/
palopäällikkö	/ˈpɑloˌpæællikkø/
palopäällystö	/ˈpɑloˌpæællystø/
palorakko	/ˈpɑloˌrɑkko/
palorakkula	/ˈpɑloˌrɑkkulɑ/
paloruisku	/ˈpɑloˌruisku/
palosanko	/ˈpɑloˌsɑnko/
palosireeni	/ˈpɑlosiˌreeni/
palosirkka	/ˈpɑloˌsirkkɑ/
palosotilas	/ˈpɑloˌsotilɑs/
palosuojata	/ˈpɑloˌsuojɑtɑ/
palosuojaus	/ˈpɑloˌsuojɑus/
palosuojelu	/ˈpɑloˌsuojelu/
palotarkastaja	/ˈpɑloˌtɑrkɑsˌtɑjɑ/
palotarkastus	/ˈpɑloˌtɑrkɑstus/
palotikkaat	/ˈpɑloˌtikkɑɑt/
palotila	/ˈpɑloˌtilɑ/
palotoimi	/ˈpɑloˌtoimi/
paloton	/ˈpɑloton/
palotorni	/ˈpɑloˌtorni/
paloturvallinen	/ˈpɑloˌturvɑlˌlinen/
paloturvallisuus	/ˈpɑloˌturvɑlˌlisuus/
palovaara	/ˈpɑloˌvɑɑrɑ/
palovaarallinen	/ˈpɑloˌvɑɑrɑlˌlinen/
palovahinko	/ˈpɑlovɑˌhinko/
palovakuuttaa	/ˈpɑlovɑˌkuuttɑɑ/
palovakuutus	/ˈpɑlovɑˌkuutus/
palovamma	/ˈpɑloˌvɑmmɑ/
palovaroitin	/ˈpɑlovɑˌroitin/
paloviina	/ˈpɑloˌviinɑ/
paloviranomainen	/ˈpɑloˌvirɑnoˌmɑinen/
paloöljy	/ˈpɑloˌøljy/
palpaatio	/ˈpɑlpɑɑˌtio/
palpakko	/ˈpɑlpɑkko/
palpoida	/ˈpɑlpoidɑ/
palpointi	/ˈpɑlpointi/
palsa	/ˈpɑlsɑ/
palsami	/ˈpɑlsɑmi/
palsamoida	/ˈpɑlsɑˌmoidɑ/
palsamointi	/ˈpɑlsɑˌmointi/
palsasuo	/ˈpɑlsɑsuo/
palsta	/ˈpɑlstɑ/
palstalääkäri	/ˈpɑlstɑˌlæækæri/
palstamillimetri	/ˈpɑlstɑˌmilliˌmetri/
palstanpitäjä	/ˈpɑlstɑnˌpitæjæ/
palstantäyte	/ˈpɑlstɑnˌtæyte/
palstatila	/ˈpɑlstɑˌtilɑ/
palstavedos	/ˈpɑlstɑˌvedos/
palsternakka	/ˈpɑlsterˌnɑkkɑ/
palstoittaa	/ˈpɑlstoittɑɑ/
palstoittain	/ˈpɑlstoittɑin/
palstoitus	/ˈpɑlstoitus/
paltata	/ˈpɑltɑtɑ/
palte	/ˈpɑlte/
palttaa	/ˈpɑlttɑɑ/
palttina	/ˈpɑlttinɑ/
palttinasidoksinen	/ˈpɑlttiˌnɑsiˌdoksinen/
palttinasidos	/ˈpɑlttiˌnɑsidos/
palttoo	/ˈpɑlttoo/
palttu	/ˈpɑlttu/
palturi	/ˈpɑlturi/
paluu	/ˈpɑluu/
paluukiekko	/ˈpɑluuˌkiekko/
paluulento	/ˈpɑluuˌlento/
paluuliikenne	/ˈpɑluuˌliikenne/
paluulippu	/ˈpɑluuˌlippu/
paluumatka	/ˈpɑluuˌmɑtkɑ/
paluumuuttaja	/ˈpɑluuˌmuuttɑjɑ/
paluumuutto	/ˈpɑluuˌmuutto/
paluupallo	/ˈpɑluuˌpɑllo/
paluuposti	/ˈpɑluuˌposti/
paluupäivä	/ˈpɑluuˌpæivæ/
paluureitti	/ˈpɑluuˌreitti/
palvata	/ˈpɑlvɑtɑ/
palvaus	/ˈpɑlvɑus/
palvelija	/ˈpɑlveˌlijɑ/
palvelijanhuone	/ˈpɑlveliˌjɑnhuone/
