a	/ɑː/
normal	/nɔrm'ɑːl/
normalt	/nɔrm'ɑːlt/
norm	/nɔrːm/
norpa	/²n'ɔrːpa/
norpar	/²n'ɔrːpar/
Norrbotten	/²n'ɔrːbɔtːɛn/
Norrland	/n'ɔrːland/
norrländsk	/²n'ɔrːlɛnːdsk/, /²n'ɔrːlɛnːsk/
norrman	/²n'ɔrːmanː/
norr	/nɔrː/
norrsken	/²n'ɔrːɧeːn/
norrut	/n'ɔrːʉːt/
norska	/²n'ɔʂːka/
norsk	/nɔʂːk/
nosa	/²n'uːsa/
nosar	/²n'uːsar/
noshörning	/²n'uːshøːɳɪŋ/
nos	/nuːs/
nös	/nøːs/
nostalgi	/nɔstalg'iː/
nostalgisk	/nɔst'alːgɪsk/
nota	/²n'uːta/
nota bene	/²nʊtab'eːnɛ/
notam	/²n'uːtam/
nöta	/n'øːtɛr/
notarie	/nʊt'ɑːrɪɛ/
notarius publicus	/nʊt'ɑːrɪɵs p'ɵbːlɪkɵs/
notera	/nʊt'eːra/
noterar	/nʊt'eːrar/
notering	/nʊt'eːrɪŋ/
notis	/nʊt'iːs/
nötknäckare	/²n'øːtknɛkːarɛ/
nötknäppare	/²n'øːtknɛpːarɛ/
not	/nuːt/
nöt	/nøːt/
notorisk	/nʊt'uːr'ɪsk/
nötskal	/²n'øːtskɑːl/
nougat	/nʊg'ɑːt/
novell	/nʊv'ɛlː/
november	/nʊv'ɛmːbɛr/
novis	/nʊv'iːs/
nr	/n'ɵmːɛr/
nubbe	/²n'ɵbːɛ/
nubb	/nɵbː/
nucka	/²n'ɵkːa/
nudda	/²n'ɵdːa/
nuddar	/²n'ɵdːar/
nudist	/nɵd'ɪsːt/
nudlar	/²n'ʉːdlar/
numera	/n'ʉːmeːra/
numerär	/nɵmɛr'ɛːr/
nummerlapp	/²n'ɵmːɛɭapː/
nummer	/n'ɵmːɛr/
numrera	/nɵmr'eːra/
numrerar	/nɵmr'eːrar/
nuna	/²n'ʉːna/
nunna	/²n'ɵnːa/
nu	/nʉː/
nupit	/²n'ʉːpɪt/
nutida	/²n'ʉːtiːda/
nuvarande	/²n'ʉːvɑːrandɛ/
ny-	/²n'yː/
nyansera	/nʏans'eːra/
nyanserar	/nʏans'eːrar/
nyans	/nʏ'anːs/, /nʏ'aŋːs/
nyår	/²n'yːoːr/
nybakad	/²n'yːbɑːkad/
nybörjare	/²n'yːbœrːjarɛ/
nybyggare	/²n'yːbʏgːarɛ/
nybygge	/²n'yːbʏgːɛ/
nybyggnad	/²n'yːbʏgːnad/
nyckel	/²n'ʏkːɛl/
nyckelben	/²n'ʏkːɛlbeːn/
nyckelpiga	/²n'ʏkːɛlpiːga/
nyck	/nʏkː/
nydana	/²n'yːdɑːna/
nydanar	/²n'yːdɑːnar/
nyfiken	/²n'yːfiːkɛn/
nyhet	/²n'yːheːt/
nyhetsbyrå	/²n'yːheːtsbyːrɔ/
nykomling	/²n'yːkɔmːlɪŋ/
nykterhet	/²n'ʏkːtɛrheːt/
nykterhetsvård	/²n'ʏkːtɛrheːtsvoːɖ/
nykterist	/nʏktɛr'ɪsːt/
nykter	/n'ʏkːtɛr/
nyktra till	/nʏktraʈ'ɪlː/
nyligen	/²n'yːlɪgɛn/
nylle	/²n'ʏlːɛ/
nylon	/nʏl'oːn/
nymodig	/²n'yːmuːdɪg/
nynna	/²n'ʏnːa/
nynnar	/²n'ʏnːar/
ny	/nyː/
nypa	/²n'yːpa/
nypa	/n'yːpɛr/
nypon	/²n'yːpɔn/
nysa	/n'yːsɛr/
nyss	/nʏsː/
nysta	/²nʏsːta/
nystar	/²nʏsːtar/
nystan	/²n'ʏsːtan/
nytta	/²n'ʏtːa/
nyttig	/²n'ʏtːɪg/
nyttja	/²n'ʏtːja/
nyttjar	/²n'ʏtːjar/
nyttjanderätt	/²n'ʏtːjandɛrɛtː/
nyval	/²n'yːvɑːl/
o-	/²'uː/
oä	/²'uːɛː/
o	/ɔkː/, /ɔ/
oäkta	/²'uːɛkːta/
oanad	/²'uːɑːnad/
oändlig	/ʊ'ɛnːdlɪg/
oansenlig	/²'uːanseːnlɪg/
oanständig	/²'uːanstɛnːdɪg/
oansvarig	/²'uːansvɑːrɪg/
oantastlig	/²'uːantasːtlɪg/
oanträffbar	/²'uːantrɛfbɑːr/
oanvänd	/²'uːanvɛnːd/
oas	/ʊ'ɑːs/
oåterkallelig	/²'uːoːtɛrkalːɛlɪg/
oåtkomlig	/²'uːoːtkɔmːlɪg/
oavbruten	/²'uːɑːvbrʉːtɛn/
oavbrutet	/²'uːɑːvbrʉːtɛt/
oäven	/²'uːɛːvɛn/
oavgjord	/²'uːɑːvjuːɖ/
oavhängig	/²'uːɑːvhɛŋːɪg/
oavkortad	/²'uːɑːvkʊʈːad/
oavsett	/²'uːɑːvsɛtː/
OB	/²'uːbeː/
ÖB	/²'øːbeː/
obalans	/²'uːbalanːs/
obalanserad	/²'uːbalanseːrad/
obändig	/²'uːbɛnːdɪg/
obarmhärtig	/²'uːbarmhäʈːɪg/
obducera	/ɔbdɵs'eːra/
obducerar	/ɔbdɵs'eːrar/
obduktion	/ɔbdɵkɧ'uːn/
obeaktad	/²'uːbɛakːtad/
obebodd	/²'uːbɛbʊdː/
obefintlig	/²'uːbɛfɪnːtlɪg/
obefläckad	/²'uːbɛflɛkːad/
obefogad	/²'uːbɛfuːgad/
obegränsad	/²'uːbɛgrɛnːsad/
obegriplig	/²'uːbɛgriːplɪg/
obehag	/²'uːbɛhɑːg/
obehaglig	/²'uːbɛhɑːglɪg/
obehärskad	/²'uːbɛhäʂːkad/
obehindrat	/²'uːbɛhɪnːdrat/
obehörig	/²'uːbɛhøːrɪg/
obekant	/²'uːbɛkanːt/
obekväm	/²'uːbɛkvɛːm/
obelisk	/ʊbɛl'ɪsːk/
obemannad	/²'uːbɛmanːad/
obemärkt	/²'uːbɛmärːkt/
obenägen	/²'uːbɛnɛːgɛn/
oberäknelig	/²'uːbɛrɛːknɛlɪg/
oberoende	/²'uːbɛruːɛndɛ/
oberörd	/²'uːbɛrøːɖ/
obeskrivlig	/²'uːbɛskriːvlɪg/
obeställbar	/²'uːbɛstɛlbɑːr/
obestämd	/²'uːbɛstɛmːd/
obestånd	/²'uːbɛstɔnːd/
obestridd	/²'uːbɛstrɪdː/
obestridlig	/²'uːbɛstriːdlɪg/
obesvärad	/²'uːbɛsvɛːrad/
obetalbar	/²'uːbɛtɑːlbɑːr/
obetänksam	/²'uːbɛtɛŋksamː/
obetingad	/²'uːbɛtɪŋːad/
obetydlig	/²'uːbɛtyːdlɪg/
obevakad	/²'uːbɛvɑːkad/
obevandrad	/²'uːbɛvanːdrad/
obeveklig	/²'uːbɛveːklɪg/
objekt	/ɔbj'ɛkːt/
objektiv	/ɔbjɛkt'iːv/
objektiv	/'ɔbːjɛktiːv/, /ɔbːjɛkt'iːv/
objuden	/²'uːbjʉːdɛn/
oblat	/ʊbl'ɑːt/
oblid	/²'uːbliːd/
obligation	/ɔblɪgaɧ'uːn/
obligatorisk	/ɔblɪgat'uːrɪsk/
oblyg	/²'uːblyːg/
obönhörlig	/²'uːbøːnhøːɭɪg/
oborstad	/²'uːbʊʂʈad/
obotlig	/²'uːbuːtlɪg/
obrottslig	/²'uːbrɔtːslɪg/
obrukbar	/²'uːbrʉːkbɑːr/
obruten	/²'uːbrʉːtɛn/
obs	/ɔbːs/, /ɔbsɛrv'eːra/
obscen	/ɔbs'eːn/
observant	/ɔbsärv'anːt/
observatör	/ɔbsärvat'øːr/
observatorium	/ɔbsärvat'uːrɪɵmː/
observera	/ɔbsärv'eːra/
observerar	/ɔbsärv'eːrar/
obskyr	/ʊbsk'yːr/
obstruktion	/ɔbstrɵkɧ'uːn/
ob-tillägg	/²'uːbeːtɪlɛgː/
obunden	/²'uːbɵnːdɛn/
obygd	/²'uːbʏgːd/
ocean	/ʊsɛ'ɑːn/
och	/ɔkː/, /ɔ/
ock	/ɔkː/
ocker	/'ɔkːɛr/
ockra	/²'ɔkːra/
ockrar	/²'ɔkːrar/
också	/²'ɔkːsɔ/
ockult	/ʊk'ɵlːt/
ockupant	/ɔkɵp'anːt/
ockupera	/ɔkɵp'eːra/
ockuperar	/ɔkɵp'eːrar/
odåga	/²'uːdoːga/
odds	/ɔdːs/
öde	/²'øːdɛ/
odelad	/²'uːdeːlad/
ödelägga	/²'øːdɛlɛgːɛr/
ödemark	/²'øːdɛmarːk/
ödem	/œd'eːm/
odemokratisk	/²'uːdɛmʊkrɑːtɪsk/
ödesdiger	/²'øːdɛsdiːgɛr/
ödesmättad	/²'øːdɛsmɛtːad/
odiskutabel	/²'uːdɪskɵtɑːbɛl/
odjur	/²'uːjʉːr/
ödla	/²'øːdla/
odla	/²'uːdla/
odlar	/²'uːdlar/
odling	/²'uːdlɪŋ/
ödmjuk	/²'øːdmjʉːk/
odödlig	/²'uːdøːdlɪg/
odontologisk	/ʊdɔntʊl'oːgɪsk/
odräglig	/²'uːdrɛːglɪg/
ödsla	/²'øːdsla/
ödslar	/²'øːdslar/
ödslig	/²'øːdslɪg/
oduglig	/²'uːdʉːglɪg/
odugling	/²'uːdʉːglɪŋ/
OECD	/uːeːseːd'eː/
oeftergivlig	/²'uːɛftɛrjiːvlɪg/
oefterhärmlig	/²'uːɛftɛrhärːmlɪg/
oegentlighet	/²'uːɛjɛntlɪgheːt/
oekonomisk	/²'uːɛkʊnoːmɪsk/
oemotsagd	/²'uːɛmuːtsagːd/
oemotståndlig	/²'uːɛmuːtstɔnːdlɪg/
oenig	/²'uːeːnɪg/
oense	/²'uːɛnːsɛ/
oerhörd	/²'uːɛrhøːɖ/
oerhört	/²'uːɛrhøːʈ/
oersättlig	/²'uːɛʂɛtːlɪg/
ofantlig	/ʊf'anːtlɪg/
ofarlig	/²'uːfɑːɭɪg/
ofattbar	/²'uːfatbɑːr/
ofelbar	/²'uːfeːlbɑːr/
ofelbart	/²'uːfeːlbɑːʈ/
offensiv	/ɔfɛns'iːv/
offensiv	/ɔfɛns'iːv/, /'ɔfːɛnsiːv/
offentlig	/ɔf'ɛnːtlɪg/
offentlig försvarare	/ɔf'ɛnːtlɪg fœʂv'ɑːrarɛ/
offentliggöra	/²ɔf'ɛnːtlɪgjøːr/
offentlighet	/ɔf'ɛnːtlɪgheːt/
offentlighetsprincipen	/²ɔf'ɛnːtlɪgheːtsprɪnsiːpɛn/
offentligt	/ɔf'ɛnːtlɪkt/, /ɔf'ɛnːtlɪt/
offentligt biträde	/ɔf'ɛnːtlɪkt ²b'iːtrɛːdɛ/, /ɔf'ɛnːtlɪt ²b'iːtrɛːdɛ/
offer	/'ɔfːɛr/
offert	/ɔf'ɛʈː/
officer	/ɔfɪs'eːr/
officerare	/²ɔfɪseːrarɛ/
officiell	/ɔfɪsɪ'ɛlː/
offra	/²'ɔfːra/
offrar	/²'ɔfːrar/
offset	/ɔfs'ɛtː/, /'ɔfːsɛt/
offshore	/ɔfɧ'oːr/, /²'ɔfːɧoːr/
offside	/ɔfs'ajːd/
ofog	/²'uːfuːg/
oförändrad	/²'uːfœrɛnːdrad/
oförarglig	/²'uːfœrarːjlɪg/
oförbätterlig	/²'uːfœrbɛtːɛɭɪg/
oförenlig	/²'uːfœreːnlɪg/
oförfalskad	/²'uːfœrfalːskad/
oförglömlig	/²'uːfœrglœmːlɪg/
oförhappandes	/²'uːfœrhapːandɛs/
oförklarlig	/²'uːfœrklɑːɭɪg/
oförlåtlig	/²'uːfœɭoːtlɪg/
oförmåga	/²'uːfœrmoːga/
oformlig	/²'uːfɔrːmlɪg/
oförmodad	/²'uːfœrmuːdad/
oförmögen	/²'uːfœrmøːgɛn/
oförrätt	/²'uːfœrɛtː/
oförsiktig	/²'uːfœʂɪkːtɪg/
oförskämd	/²'uːfœrɧɛmːd/
oförsonlig	/²'uːfœʂuːnlɪg/
oförstående	/²'uːfœʂʈoːɛndɛ/
oförställd	/²'uːfœʂʈɛlːd/
oförstånd	/²'uːfœʂʈɔnːd/
oförsvarlig	/²'uːfœʂvɑːɭɪg/
oförsynt	/²'uːfœʂyːnt/
oförtjänt	/²'uːfœrɕɛnːt/
oförtruten	/²'uːfœʈrʉːtɛn/
oförutsedd	/²'uːfœrʉːtsɛdː/
oförvitlig	/²'uːfœrvɪtːlɪg/
ofrånkomlig	/²'uːfroːnkɔmːlɪg/
ofreda	/²'uːfreːda/
ofredar	/²'uːfreːdar/
ofrivillig	/²'uːfriːvɪlːɪg/
ofta	/²'ɔfːta/
oftast	/²'ɔfːtast/
ofullbordad	/²'uːfɵlbuːɖad/
ofullständig	/²'uːfɵlstɛnːdɪg/
öga	/²'øːga/
ogärna	/²'uːjɛːɳa/
ogästvänlig	/²'uːjɛstvänːlɪg/
ogenerad	/²'uːɧɛneːrad/
ogenomtränglig	/²'uːjɛnɔmtrɛŋːlɪg/
ogift	/²'uːjɪfːt/
ogilla	/²'uːjɪlːa/
ogillar	/²'uːjɪlːar/
ogiltig	/²'uːjɪlːtɪg/
ogjord	/²'uːjuːɖ/
ögla	/²'œgːla/
ögna igenom	/²'œŋːnar/
ögonblick	/²'øːgɔnblɪkː/
ögonblickligen	/²'øːgɔnblɪkːlɪgɛn/
ögonbryn	/²'øːgɔnbryːn/
ögonfrans	/²'øːgɔnfranːs/
ögonkast	/²'øːgɔnkasːt/
ögonlock	/²'øːgɔnlɔkː/
ögonskugga	/²'øːgɔnskɵgːa/
ögonsten	/²'øːgɔnsteːn/
ögonvittne	/²'øːgɔnvɪtːnɛ/
ogörlig	/²'uːjøːɭɪg/
ogräs	/²'uːgrɛːs/
ogrundad	/²'uːgrɵnːdad/
ogynnsam	/²'uːjʏnsamː/
ohållbar	/²'uːhɔlbɑːr/
ohämmad	/²'uːhɛmːad/
ohanterlig	/²'uːhanteːɭɪg/
ohejdad	/²'uːhɛjːdad/
oherrans	/²uːh'ɛrːans/
ohjälpligt	/²'uːjɛlːplɪkt/, /²'uːjɛlːplɪt/
ohm	/oːm/
ohoj	/ʊh'ɔjː/
ohyfsad	/²'uːhʏfːsad/
ohygglig	/ʊh'ʏgːlɪg/
ohyra	/²'uːhyːra/
oigenkännlig	/²'uːɪjɛnɕɛnːlɪg/
oinskränkt	/²'uːɪnskrɛŋːkt/
ointressant	/²'uːɪntrɛsanːt/, /²'uːɪntrɛsaŋːt/
ointresserad	/²'uːɪntrɛseːrad/
oj	/ɔjː/
ojämförlig	/²'uːjɛmføːɭɪg/
ojämn	/²'uːjɛmːn/
ojävig	/²'uːjɛːvɪg/
ojust	/²'uːɧʏsːt/
öka	/²'øːka/
ökar	/²'øːkar/
OK	/ɔk'ɛjː/
okänd	/²'uːɕɛnːd/
ökänd	/²'øːɕɛnːd/
okänslig	/²'uːɕɛnːslɪg/
öken	/'øːkɛn/
oklanderlig	/²'uːklanːdɛɭɪg/
oklar	/²'uːklɑːr/
öknamn	/²'øːknamːn/
ökning	/²'øːknɪŋ/
ok	/uːk/
okomplicerad	/²'uːkɔmplɪseːrad/
okonstlad	/²'uːkɔnːstlad/
okonventionell	/²'uːkɔnvɛnɧʊnɛlː/
okristlig	/²'uːkrɪsːtlɪg/
okrönt	/²'uːkrøːnt/
oktantal	/²ɔkt'ɑːntɑːl/
oktanvärde	/²ɔkt'ɑːnvɛːɖɛ/
oktav	/ɔkt'ɑːv/
oktober	/ɔkt'uːbɛr/
okunnig	/²'uːkɵnːɪg/
okunnighet	/²'uːkɵnɪgheːt/
okuvlig	/²'uːkʉːvlɪg/
okvädingsord	/²'uːkvɛːdɪŋsuːrːd/
okynne	/²'uːɕʏnːɛ/
olag	/²'uːlɑːg/
olaga	/²'uːlɑːga/
olägenhet	/²'uːlɛːgɛnheːt/
olaglig	/²'uːlɑːglɪg/
olämplig	/²'uːlɛmːplɪg/
oländig	/²'uːlɛnːdɪg/
Öland	/'øːland/
olater	/²'uːlɑːtɛr/
olidlig	/²'uːliːdlɪg/
olik	/²'uːliːka/
olika	/²'uːliːka/
olikhet	/²'uːliːkheːt/
oliktänkande	/²'uːliːktɛŋːkandɛ/
oliv	/ʊl'iːv/
olja	/²'ɔlːja/
oljar	/²'ɔlːjar/
oljebälte	/²'ɔlːjɛbɛlːtɛ/
oljeplattform	/²'ɔlːjɛplatfɔrːm/
oljud	/²'uːjʉːd/
olle	/²'ʊlːɛ/
ollon	/²'ɔlːɔn/
öl	/øːl/
olöslig	/²'uːløːslɪg/
olöst	/²'uːløːst/
olovlig	/²'uːloːvlɪg/
olust	/²'uːlɵsːt/
olustig	/²'uːlɵsːtɪg/
olycka	/²'uːlʏkːa/
olycklig	/²'uːlʏkːlɪg/
olycksbådande	/²'uːlʏksboːdandɛ/
olycksbarn	/²'uːlʏksbɑːɳ/
olycksfågel	/²'uːlʏksfoːgɛl/
olycksfall	/²'uːlʏksfalː/
olyckshändelse	/²'uːlʏkshɛnːdɛlsɛ/
olyckskorp	/²'uːlʏkskɔrːp/
olydig	/²'uːlyːdɪg/
olympiad	/ʊlʏmpɪ'ɑːd/
olympisk	/ʊl'ʏmːpɪsk/
omaka	/²'uːmɑːka/
om	/ɔmː/
omänsklig	/²'uːmɛnːsklɪg/
omärklig	/²'uːmärːklɪg/
omåttlig	/²'uːmɔtːlɪg/
omättlig	/²'uːmɛtːlɪg/
ombedas	/²'ɔmːbeːdɛs/
ombilda	/²'ɔmːbɪlːda/
ombildar	/²'ɔmːbɪlːdar/
ombonad	/²'ɔmːbuːnad/
ombord	/ɔmb'uːɖ/
ombrytning	/²'ɔmːbryːtnɪŋ/
ombud	/²'ɔmːbʉːd/
ombudsman	/²'ɔmːbʉːdsmanː/
ombyggnad	/²'ɔmːbʏgːnad/
ombyte	/²'ɔmːbyːtɛ/
ombytlig	/²'ɔmːbyːtlɪg/
omdana	/²'ɔmːdɑːna/
omdanar	/²'ɔmːdɑːnar/
omdebatterad	/²'ɔmːdɛbateːrad/
omdöme	/²'ɔmːdœmːɛ/
omdömesgill	/²'ɔmːdœmɛsjɪlː/
omedelbar	/²'uːmeːdɛlbɑːr/
omedelbart	/²'uːmeːdɛlbɑːʈ/
omedgörlig	/²'uːmeːdjøːɭɪg/
omedveten	/²'uːmeːdveːtɛn/
omelett	/ɔmɛl'ɛtː/
omen	/'uːmɛn/
omfamna	/²'ɔmːfamːna/
omfamnar	/²'ɔmːfamːnar/
omfång	/²'ɔmːfɔŋː/
omfatta	/²'ɔmːfatːa/
omfattar	/²'ɔmːfatːar/
omfattande	/²'ɔmːfatːandɛ/
omfattning	/²'ɔmːfatːnɪŋ/
omgående	/²'ɔmːgoːɛndɛ/
omgång	/²'ɔmːgɔŋː/
omge	/²'ɔmːjeːr/
omgift	/²'ɔmːjɪfːt/
omgivning	/²'ɔmːjiːvnɪŋ/
omhänderta	/²ɔmh'ɛnːdɛʈɑːr/
omhulda	/²'ɔmːhɵlːda/
omhuldar	/²'ɔmːhɵlːdar/
om igen	/'ɔmː ɪj'ɛnː/, /ɔmɪj'ɛnː/
omild	/²'uːmɪlːd/
omintetgöra	/²ɔm'ɪnːtɛtjøːr/
omisskännelig	/²'uːmɪsɕɛnːɛlɪg/, /²'uːmɪsɕɛnːlɪg/
omistlig	/²'uːmɪsːtlɪg/
ömka	/²'œmːka/
ömkar	/²'œmːkar/
ömkan	/²'œmːkan/
ömkansvärd	/²'œmːkansvɛːɖ/
omklädd	/²'ɔmːklɛdː/
omklädningsrum	/²'ɔmːklɛːdnɪŋsrɵmː/
ömklig	/²'œmːklɪg/
omkomma	/²'ɔmːkɔmːɛr/
omkörning	/²'ɔmːɕøːɳɪŋ/
omkostnad	/²'ɔmːkɔsːtnad/
omkrets	/²'ɔmːkrɛtːs/
omkring	/ɔmkr'ɪŋː/
omkull	/ɔmk'ɵlː/
omkväde	/²'ɔmːkvɛːdɛ/
omläggning	/²'ɔmːlɛgːnɪŋ/
omlopp	/²'ɔmːlɔpː/
ömma	/²'œmːa/
ömmar	/²'œmːar/
omnämna	/²'ɔmːnɛmːnɛr/
omnejd	/²'ɔmːnɛjːd/
omöblerad	/²'uːmœbleːrad/
omodern	/²'uːmʊdɛːɳ/
omöjlig	/²'uːmœjːlɪg/
omöjliggöra	/²'uːmœjlɪgjøːr/
öm	/œmː/
omorganisera	/²'ɔmːɔrganɪseːra/
omorganiserar	/²'ɔmːɔrganɪseːrar/
omotiverad	/²'uːmʊtɪveːrad/
omplacera	/²'ɔmːplaseːra/
omplacerar	/²'ɔmːplaseːrar/
ompröva	/²'ɔmːprøːva/
omprövar	/²'ɔmːprøːvar/
område	/²'ɔmːroːdɛ/
omringa	/²'ɔmːrɪŋːa/
omringar	/²'ɔmːrɪŋːar/
omröstning	/²'ɔmːrœsːtnɪŋ/
ömsa	/²'œmːsa/
ömsar	/²'œmːsar/
omsätta	/²'ɔmːsɛtːɛr/
omsättning	/²'ɔmːsɛtːnɪŋ/
ömsesidig	/²'œmːsɛsiːdɪg/
omsider	/ɔms'iːdɛr/
omskakad	/²'ɔmːskɑːkad/
omskära	/²'ɔmːɧɛːr/
omskola	/²'ɔmːskuːla/
omskolar	/²'ɔmːskuːlar/
omskriven	/²'ɔmːskriːvɛn/
omslag	/²'ɔmːslɑːg/
ömsom	/²'œmːsɔm/
omsorg	/²'ɔmːsɔrːj/
omsorgsfull	/²'ɔmːsɔrjsfɵlː/
omsorgsnämnd	/²'ɔmːsɔrjsnɛmːd/
omspel	/²'ɔmːspeːl/
omställning	/²'ɔmːstɛlːnɪŋ/
omständighet	/²'ɔmːstɛndɪgheːt/
omständlig	/²'ɔmːstɛnːdlɪg/
omstörta	/²'ɔmːstœʈːa/
omstörtar	/²'ɔmːstœʈːar/
omstridd	/²'ɔmːstrɪdː/
omsusad	/²'ɔmːsʉːsad/
omsvängning	/²'ɔmːsvɛŋːnɪŋ/
omsvärmad	/²'ɔmːsvärːmad/
omtala	/²'ɔmːtɑːla/
omtalar	/²'ɔmːtɑːlar/
omtalad	/²'ɔmːtɑːlad/
ömtålig	/²'œmːtoːlɪg/
omtanke	/²'ɔmːtaŋːkɛ/
omtänksam	/²'ɔmːtɛŋksamː/
omtöcknad	/²'ɔmːtœkːnad/
omtumlad	/²'ɔmːtɵmːlad/
omtvistad	/²'ɔmːtvɪsːtad/
omtyckt	/²'ɔmːtʏkːt/
omutlig	/²'uːmʉːtlɪg/
omväg	/²'ɔmːvɛːg/
omval	/²'ɔmːvɑːl/
omvälva	/²'ɔmːvɛlːvɛr/
omvända sig	/²'ɔmːvɛnːdɛʂɛj/
omvandla	/²'ɔmːvanːdla/
omvandlar	/²'ɔmːvanːdlar/
omvänt	/²'ɔmːvɛnːt/
omvänt snedstreck	/²'ɔmːvɛnːt ²sn'eːdstrɛkː/
bakstreck	/²bɑːkstrɛkː/
omvärdera	/²'ɔmːväɖeːra/
omvärderar	/²'ɔmːväɖeːrar/
omvårdnad	/²'ɔmːvoːɖɳad/
omvärld	/²'ɔmːvɛːɖ/
omväxlande	/²'ɔmːvɛkːslandɛ/
omväxling	/²'ɔmːvɛkːslɪŋ/
omvittnad	/²'ɔmːvɪtːnad/
omyndig	/²'uːmʏnːdɪg/
onåd	/²'uːnoːd/
onanera	/ʊnan'eːra/
onanerar	/ʊnan'eːrar/
onani	/ʊnan'iː/
onaturlig	/²'uːnatʉːɭɪg/
ondgöra sig	/²'ʊnːdjøːʂɛj/
ond	/ʊnːd/
ondsint	/²'ʊnːdsɪnːt/
ondska	/²'ʊnːdska/
onekligen	/²'uːneːklɪgɛn/
onödan	/²'uːnøːdan/
onödig	/²'uːnøːdɪg/
onormal	/²'uːnɔrmɑːl/
onsdag	/'ʊnːsdɑːg/, /'ʊnːsda/
önska	/²'œnːska/
önskar	/²'œnːskar/
önskan	/²'œnːskan/
önskedröm	/²'œnːskɛdrœmː/
önskelista	/²'œnːskɛlɪsːta/
önskemål	/²'œnːskɛmoːl/
önsketänkande	/²'œnːskɛtɛŋːkandɛ/
önskning	/²'œnːsknɪŋ/
önskvärd	/²'œnːskvɛːɖ/
ont	/ʊnːt/
onumrerad	/²'uːnɵmreːrad/
onykter	/²'uːnʏkːtɛr/
onyttig	/²'uːnʏtːɪg/
ö	/øː/
oomtvistlig	/²'uːɔmtvɪsːtlɪg/
oordning	/²'uːoːɖɳɪŋ/
oorganiserad	/²'uːɔrganɪseːrad/
oöverkomlig	/²'uːøːvɛrkɔmːlɪg/
oöverskådlig	/²'uːøːvɛʂkoːdlɪg/
oöverstiglig	/²'uːøːvɛʂʈiːglɪg/
oöverträffad	/²'uːøːvɛʈrɛfːad/
oöverträfflig	/²'uːøːvɛʈrɛfːlɪg/
oövervinnelig	/²'uːøːvɛrvɪnːɛlɪg/, /²'uːøːvɛrvɪnːlɪg/
opålitlig	/²'uːpoːliːtlɪg/
opartisk	/²'uːpɑːʈɪsk/
opassande	/²'uːpasːandɛ/
opasslig	/²'uːpasːlɪg/
opera	/²'uːpɛra/, /'uːpɛra/
operation	/ʊpɛraɧ'uːn/
operatör	/ʊpɛrat'øːr/
operera	/ʊpɛr'eːra/
opererar	/ʊpɛr'eːrar/
operett	/ʊpɛr'ɛtː/
opersonlig	/²'uːpɛʂuːnlɪg/
opinion	/ɔpɪnɪ'uːn/
opium	/'uːpɪɵm/
opp	/ɔpː/
oppe	/²'ɔpːɛ/
öppen	/²'œpːɛn/
öppen förskola	/²'œpːɛn ²f'øːʂkuːla/
öppenhet	/²'œpːɛnheːt/
öppenhjärtig	/²'œpːɛnjäʈːɪg/
öppenvård	/²'œpːɛnvoːɖ/
öppethållande	/²'œpːɛthɔlːandɛ/
öppet köp	/²'œpːɛt ɕ'øːp/
öppna	/²'œpːna/
öppnar	/²'œpːnar/
öppnare	/²'œpːnarɛ/
öppning	/²'œpːnɪŋ/
opponent	/ɔpʊn'ɛnːt/
opponera sig	/ɔpʊn'eːraʂɛj/
opportun	/ɔpʊʈ'ʉːn/
opportunist	/ɔpʊʈɵn'ɪsːt/
opposition	/ɔpʊsɪɧ'uːn/
opraktisk	/²'uːprakːtɪsk/
optik	/ɔpt'iːk/
optiker	/'ɔpːtɪkɛr/
optimera	/ɔptɪm'eːra/
optimerar	/ɔptɪm'eːrar/
optimism	/ɔptɪm'ɪsːm/
optimist	/ɔptɪm'ɪsːt/
optimistisk	/ɔptɪm'ɪsːtɪsk/
option	/ɔpɧ'uːn/
optisk	/'ɔpːtɪsk/
öra	/²'øːra/
orakel	/ʊr'ɑːkɛl/
oräknelig	/²'uːrɛːknɛlɪg/
orange	/ʊr'anːɧ/
orätt	/²'uːrɛtː/
orättfärdig	/²'uːrɛtfɛːɖɪg/
orättmätig	/²'uːrɛtmɛːtɪg/
orättvis	/²'uːrɛtviːs/
orättvisa	/²'uːrɛtviːsa/
orda	/²'uːɖa/
ordar	/²'uːɖar/
ordagrann	/²'uːɖagranː/
ordalag	/²'uːɖalɑːg/
ordbehandlare	/²'uːɖbɛhanːdlarɛ/
ordbehandling	/²'uːɖbɛhanːdlɪŋ/
ordblind	/²'uːɖbliːnd/
ordbok	/²'uːɖbuːk/
orden	/'oːɖɛn/
ordentlig	/ɔɖ'ɛnːtlɪg/
order	/'oːɖɛr/
ordföljd	/²'uːɖfœlːjd/
ordförande	/²'uːɖføːrandɛ/
ordförråd	/²'uːɖfœroːd/
ordinär	/ɔɖɪn'ɛːr/
ordinarie	/ɔɖɪn'ɑːrɪɛ/
ordination	/ɔɖɪnaɧ'uːn/
ordinera	/ɔɖɪn'eːra/
ordinerar	/ɔɖɪn'eːrar/
ordklass	/²'uːɖklasː/
ordknapp	/²'uːɖknapː/
ordlek	/²'uːɖɭeːk/
ordna	/²'oːɖɳa/
ordnar	/²'oːɖɳar/
ordnad	/²'oːɖɳad/
ordning	/²'oːɖɳɪŋ/
ordningsvakt	/²'oːɖɳɪŋsvakːt/
