آی	/ɒːj/
سازمان ملل متّحد	/sɒːzmɒːne melæle mottæhed/
سازه	/sɒːzæ/, /sɒːze/
سازواره	/sɒːzvɒːɾe/
ساس	/sɒːs/
سیاست	/siːjɒːsæt/
سیاست‌مدار	/siːjɒːsætmædɒːɾ/
ساعت	/sɒːʔæt/
ساعت	/sɒːæt/
ساعت یک	/sɒːʔæt jek/
ساعت یک و ربع	/sɒːʔæt jek o ɾobʔ/
ساعت یک و نیم	/sɒːʔæt jek o niːm/
ساعد	/sɒːed/
ساق	/sɒːɢ/
ساكت	/sɒːket/
ساکت شدن	/sɒːket ʃodæn/
ساک زدن	/sɒːk zædæn/
ساکسوفون	/sɒːksofon/
ساکورا	/sɒːkuːɾɒː/
سایگون	/sɒːjɡon/
سال	/sɒːl/
سالار	/sɒːlɒːɾ/
سال آینده	/sɒːle ɒːjænde/
سالم	/sɒːlem/
سالن	/sɒːlon/
سال نو	/sɒːl nouː/
سال نوری	/sɒːle nuːɾiː/
سیام	/sjɒːm/
سامانی	/sɒːmɒːniː/
سامانه	/sɒːmɒːne/
سامانه خورشیدی	/sɒːmɒːnexuːɾʃiːdiː/
ساموآ	/sɒːmoɒː/
سانتریفوژ	/sɒːntɾiːfuːʒ/
سانتو دومینگو	/sɒːnto domiːnɡo/
ساندویچ	/sɒːndeviːt͡ʃ/
سان فرانسیسکو	/sɒːn fɾɒːnsiːsko/
سیاه	/siːjɒːh/
سایه	/sɒːje/
سیاه‌چاله	/siːjɒːht͡ʃɒːle/
سیاه‌چاله فضایی	/siːjɒːht͡ʃɒːle fæzɒːjiː/
سیاه خروس	/siːjɒːhe xoɾuːs/
سیاه‌زخم	/siːjɒːhzæxm/
سیاه‌سرفه	/siːjɒːhsoɾfe/
سیاه‌کاج	/siːɒːhkɒːd͡ʒ/
سیاهه	/siːɒːhe/
ساوانا	/sɒːvɒːnɒː/
سایوز	/sɒːjuːz/
سائیگون	/sɒːiːɡon/
سیب	/siːb/
سبد	/sæbæd/
سیبریه	/siːbeɾiːje/
سبز	/sæbz/
سبزی	/sæbziː/
سبزآبی	/sæbzæbiː/
سیب‌زمینی	/siːbzæmiːniː/
سیب‌زمینی سرخ‌کرده	/siːbzæmiːniːje soɾxkæɾde/
سبزینه	/sebziːne/
سبزه	/sæbze/
سبقت	/sebɢæt/
سبقت گرفتن	/sebɢætɡeɾeftæn/
سبک	/sæbok/
سبیل	/sebiːl/
سپاس	/sepɒːs/
سپاسگزار	/sepɒːsɡozɒːɾ/
سپاسگزاری	/sepɒːsɡozɒːɾiː/
سپاسگزارم	/sepɒːsɡozɒːɾæm/
سپتامبر	/septɒːmbɾ/
سپید	/sepiːd/
سپیدار	/sæpiːdɒːɾ/, /sepiːdɒːɾ/
سپر	/sepæɾ/
سپردن	/sepoɾdæn/
سپرز	/sepoɾz/
سپری شدن	/sepæɾiː ʃodæn/
سپس	/sepæs/
سپهر	/sepehɾ/
سپوتنیک	/spuːtniːk/
ست	/set/
ستاد	/setɒːd/
ستادن	/setɒːdæn/
ستارک	/sejɒːɾæk/
ستاره	/setɒːɾe/
ستاره داوود	/setɒːɾeje dævuːd/
ستاره‌ی دریایی	/setɒːɾeje dæɾjɒːjiː/
ستاره دریایی	/siːtɒːɾeje dæɾjɒːjiː/
ستاره سینما	/setɒːɾe je siːnæmɒː/
ستاره سینما	/setɒːɾeje siːnæmɒː/
ستاره‌شناس	/setɒːɾeʃenɒːs/
ستایش	/setɒːjeʃ/
ستخوان	/sotxɒːn/
ستوان	/sotvɒːn/
ستون	/sotuːn/
سیخ	/siːx/
سخت	/sæxt/
سخت‌پوست	/sæxtpuːst/
سیخ زدن	/siːxzædæn/
سیخ‌زن	/siːxzæn/
سیخ کردن	/siːxkæɾdæn/
سیخ کشیدن	/siːxkeʃiːdæn/
سخن	/soxæn/
سخنرانی	/soxænɾɒːniː/
سخن گفتن	/soxænɡoftæn/
سد	/sæd/
سید	/sejjed/
سی‌دی	/siːdiː/
سداب	/sodɒːb/
سد زدن	/sædzædæn/
سد کشیدن	/sædkeʃiːdæn/
سده	/sæde/
سر	/sæɾ/
سر	/seɾ/
سیر	/siːɾ/
سر	/soɾ/
سراب	/sæɾɒːb/
سیرابی	/siːɾɒːbiː/
سراسر	/sæɾɒːsæɾ/
سرآشپز	/sæɾɒːʃpæz/
سراغ	/soɾɒːɢ/
سراغ داشتن	/soɾɒːɢdɒːʃtæn/
سراغ گرفتن	/soɾɒːɢɡeɾeftæn/
سرانجام	/sæɾænd͡ʒɒːm/
سرایوو	/sæɾɒːjevo/
سرب	/soɾb/
سرباز	/sæɾbɒːz/
سرباز نیزه‌دار	/sæɾbɒːze nejzedɒːɾ/
سرجوخه	/sæɾd͡ʒuːxe/
سرچشمه	/sæɾt͡ʃæʃmæ/
سرخ	/soɾx/
سرخابی سیر	/soɾxɒːbiː siːɾ/
سرخس	/sæɾæxs/
سرخک	/soɾxæk/
سرخواجه	/sæɾxɒːd͡ʒe/
سر خوردن	/soɾxoɾdæn/
سرد	/sæɾd/
سرداب	/sæɾdɒːb/
سردابه	/sæɾdɒːbe/
سر دادن	/soɾdɒːdæn/
سردبیر	/sæɾdæbiːɾ/
سر درآوردن	/sæɾdæɾɒːvæɾdæn/
سردرد	/sæɾdæɾd/
سرده	/sæɾde/
سریر	/sæɾiːɾ/
سر رفتن	/sæɾɾæftæn/
سر زدن	/sæɾzædæn/
سرزمین	/sæɾzæmiːn/
سر سخت	/sæɾ sæxt/
سرسرا	/sæɾsæɾɒː/
سرشاخه	/sæɾʃɒːxe/
سرشیر	/sæɾʃiːɾ/
سرطان	/sæɾætɒːn/
سرعت	/soɾʔæt/
سرعت گری	/soɾʔɒːt ɡɒːɾiː/
سرعت نور	/soɾʔæte nuːɾ/
سرفیدن	/soɾfiːdæn/
سرفه	/soɾfe/
سرفه افتادن	/soɾfeoftɒːdæn/
سرفه انداختن	/soɾfeændɒːxtæn/
سرفه کردن	/soɾfe kæɾdæn/
سرفه کردن	/soɾfekæɾdæn/
سرفه گرفتن	/soɾfeɡeɾeftæn/
سرک	/sæɾæk/
سیرک	/siːɾk/
سر کیر	/sæɾe kiːɾ/
سرکرده	/sæɾkæɾde/
سرکش	/sæɾkeʃ/
سر کشیدن	/sæɾkeʃiːdæn/
سرک کشیدن	/sæɾækkeʃiːdæn/
سرکه	/seɾke/
سیر کوب	/sîɾkob/
سرکوفت	/sæɾkuːft/
سرکوفت خوردن	/sæɾkuːftxoɾdæn/
سرکوفت زدن	/sæɾkuːftzædæn/
سر گرفتن	/sæɾɡeɾeftæn/
سرگرمی	/sæɾɡæɾmiː/
سری‌لانکا	/sɾiːlɒːnkɒː/
سیریلیک	/siːɾiːliːk/
سریم	/seɾiːom/
سرم	/seɾom/
سرما	/sæɾmɒː/
سرماخوردگی	/sæɾmɒːxoɾdeɡiː/
سرماخوردگی زدن	/sæɾmɒːxoɾdeɡiːzædæn/
سرما خوردن	/sæɾmɒːxoɾdæn/
سرما زدن	/sæɾmɒːzædæn/
سرمایه‌گذاری	/sæɾmɒːjeɡozɒːɾiː/
سرمایه‌گذاری کردن	/sæɾmɒːjeɡozɒːɾiːkæɾdæn/
سرم زدن	/seɾomzædæn/
سرمه	/soɾme/
سرمه‌ای	/soɾmejiː/
سرنا	/soɾnɒː/
سرنای	/soɾnɒːj/
سرنیزه	/sæɾnejze/
سرهنگ	/sæɾhænɡ/
سرو	/sæɾv/
سرود ملی	/suːɾuːde melliː/
سرودن	/soɾuːdæn/
سرور	/sæɾvæɾ/
سرور	/soɾuːɾ/
سرویس	/seɾviːs/
سرویس زدن	/seɾviːszædæn/
سیزده	/siːzdæh/
سزیم	/seziːom/
سس	/sos/
سیستم	/siːstem/
سیسیل	/siːsiːl/
سیسیلی	/siːsiːliː/
سیصد	/siːsæd/
سطح	/sætæh/
سعی	/sæʔj/
سعی داشتن	/sæʔjdɒːʃtæn/
سعی کردن	/sæʔjkæɾdæn/
سفارت	/sefɒːɾæt/
سفارتخانه	/sefɒːɾæt xɒːne/
سفارش	/sefɒːɾeʃ/
سفارش دادن	/sefɒːɾeʃ dɒːdæn/
سفارش دادن	/sefɒːɾeʃdɒːdæn/
سفارش کردن	/sefɒːɾeʃkæɾdæn/
سفت	/seft/
سفتر	/seftæːɾ/
سفید	/sefiːd/
سفیدار	/sæfiːdɒːɾ/, /sefiːdɒːɾ/
سفر	/sæfæɾ/
سفیر	/sefiːɾ/
سفر به خير	/sæfæɾ be xeiːɾ/
سفر خوش	/sæfæɾ xoʃ/
سفر کردن	/sæfæɾ kæɾdæn/
سفر کردن	/sæfæɾkæɾdæn/
سقرلات	/sæɢeɾlɒːt/
سقیط	/sæɢiːt/
سقط	/seɢt/
سقط کردن	/seɢtkæɾdæn/
سقف	/sæɢf/
سقلمه	/soɢolme/
سقلمه زدن	/soɢolmezædæn/
سقوط	/soɢuːt/
سقوط کردن	/soɢuːtkæɾdæn/
سكوت	/sokuːt/
سكوت کردن	/sokuːtkæɾdæn/
سیکتیوکار	/siːktiːvkɒːɾ/
سکس دهنی	/sekse dæhæniː/
سکس مقعدی	/sekse mæɢʔædiː/
سکندر کبیر	/eskændæɾ kæbiːɾ/
سکه	/sekke/
سکوت	/sokuːt/
سکون	/sokuːn/
سگ	/sæɡ/
سگ آبی	/sæɡe ɒːbiː/
سیگارت	/siːɡɒːɾet/
سیگار‌فروش	/siːɡɒːɾfoɾuːʃ/
سگدو	/sæɡdo/
سگدو زدن	/sæɡdozædæn/
سیگما	/siːɡmɒː/
سیل	/sæiːl/
سل	/sell/
سیلی	/siːliː/
سلاح	/selɒːh/
سلاح هسته‌ای	/selɒːhe hæsteʔiː/
سلام	/sælɒːm/
سلامت	/sælɒːmæt/
سلام دادن	/sælɒːmdɒːdæn/
سلام دنیا	/sælɒːm donjɒː/
سلام علیکم	/sælɒːmo ælejkom/
سیلی خوردن	/siːliːxoɾdæn/
سیلی زدن	/siːliːzædæn/
سلطان	/soltɒːn/
سلطنت	/sæltænæt/
سلما	/sælmɒː/
سیم	/siːm/
سیما	/siːmɒː/
سمارا	/sɒːmɒːɾɒː/
سمارت‌ فون	/smɒːɾt fon/
سماق	/somɒːɢ/
سیمان	/siːmɒːn/
سماور	/sæmɒːvæɾ/
ﺱیﺲﺘﻣ ﻉﺎﻤﻟ	/siːstem ɒːmæl/
سیمرغ	/siːmoɾɢ/
سمرقند	/sæmæɾɢænd/
سمفونی	/semfuːniː/, /siːmfuːniː/
سیمین	/siːmiːn/
سمور	/sæmuːɾ/
سن	/senn/
سینی	/siːniː/
سنا	/senɒː/
سنباده	/sombɒːde/
سنباده خوردن	/sombɒːdexoɾdæn/
سنباده زدن	/sombɒːdezædæn/
سنباده کشیدن	/sombɒːdekeʃiːdæn/
سنبل	/sombol/
سن پترزبورگ	/sæn peteɾzbuːɾɡ/
سنت	/sonnæt/
سنجاب	/sænd͡ʒɒːb/
سنجاق	/sænd͡ʒɒːɢ/
سنجاق زدن	/sænd͡ʒɒːɢzædæn/
سنجاقک	/sænd͡ʒɒːɢæk/
سنجش	/sænd͡ʒeʃ/
سنجه	/sænd͡ʒe/
سند	/sænæd/
سند	/send/
سندی	/sendiː/
سندیکا	/sendiːkɒː/
سنقر	/sonɢoɾ/
سنگ	/sænɡ/
سنگاپور	/senɡɒːpuːɾ/
سنگال	/seneɡɒːl/
سنگ آهک	/sænɡ ɒːhæk/
سنگ جادو	/sænɡe d͡ʒɒːduː/
سنگر	/sænɡæɾ/
سنگ رشید	/sænɡe ɾæʃiːd/
سنگ زدن	/sænɡzædæn/
سنگسار	/sænɡsɒːɾ/
سنگین	/sænɡiːn/
سنگینی	/sænɡiːniː/
سینما	/siːnemɒː/
سینه	/siːne/
سینه زدن	/siːnezædæn/
سه	/se/
سه‌تار	/setɒːɾ/
سه‌چهارم‌خط	/set͡ʃæhɒːɾomxæt/
سه‌شنبه	/seʃænbe/
سه‌گوش	/seɡuːʃ/
سهل	/sæhl/
سه نفری	/se næfæɾiː/
سه‌نقطه	/senoɢte/
سویا	/sojɒː/
سواحیلی	/swɒːhiːliː/
سواری کردن	/sævɒːɾiː kæɾdæn/
سؤال	/soʔɒːl/
سوپ	/suːp/
سوپرمارکت	/suːpeɾmɒːɾket/
سوت	/suːt/
سوت زدن	/suːtzædæn/
سوت کشیدن	/suːtkeʃiːdæn/
سوچی	/sot͡ʃiː/
سوختن	/suːxtæn/
سود	/suːd/
سودان	/suːdɒːn/
سودان جنوبی	/suːdɒːne d͡ʒænuːbiː/
سود سهام	/suːde sæhɒːm/
سودمند	/suːdmænd/
سورابایا	/suːɾɒːbɒːjɒː/
سوراخ	/suːɾɒːx/
سوراخ کس	/suːɾɒːxe kos/
سوراخ کون	/suːɾɒːxe kuːn/
سورانی	/soɾɒːniː/
سورپرایز	/suːɾpeɾɒːjz/
سورنای	/suːɾnɒːj/
سورینام	/suːɾiːnɒːm/
سوره	/suːɾe/
سوریه	/suːɾiːje/
سوزن	/suːzæn/
سوزن ته‌گرد	/suːzæne tæhɡeɾd/
سوزن زدن	/suːzænzædæn/
سوزن منگنه	/suːzæne mænɡæne/
سوزوکی	/suːzuːkiː/
سویس	/suːviːs/
سوسیالیست	/sosiːjɒːliːst/
سوسیالیستی	/sosiːjɒːliːstiː/
سوسیالیسم	/sosjɒːliːsm/
سوسیس	/sosiːs/
سوسک	/suːsk/
سوسمار	/suːsmɒːɾ/
سوسن	/souːsæn/
سوسو	/suːsuː/
سوسو زدن	/suːsuːzædæn/
سوفیه	/sofiːje/
سوم	/som/
سومالی	/suːmɒːliː/
سونامی	/suːnɒːmiː/
سوهان	/soʊhɒːn/
سوهان زدن	/sohɒːnzædæn/
سوهان کردن	/sohɒːnkæɾdæn/
سوئد	/suːʔed/
سوئز	/suːez/
سوئیس	/suːʔiːs/
سئول	/seʔuːl/
سياه	/siːɒːh/
سياه	/siːjɒːh/
سيمگون	/siːmɡuːn/
شی	/ʃiː/
شیء	/ʃejʔ/
شاتل فضایی	/ʃɒːtele fæzɒːjiː/
شاتوت	/ʃɒːtuːt/
شاخ	/ʃɒːx/
شاخاب	/ʃɒːxɒːb/
شاخاب پارس	/ʃɒːxɒːbe pɒːɾs/
شاخ آفریقا	/ʃɒːxe æfɾiːɢɒː/
شاخ زدن	/ʃɒːxzædæn/
شاخص	/ʃɒːxes/
شاخه	/ʃɒːxe/
شادی	/ʃɒːdiː/
شاید	/ʃɒːjæd/
شاد	/ŝɒːd/
شادکام	/ʃɒːdkɒːm/
شاذ	/ʃɒːzz/
شیار	/ʃiːɒːɾ/
شیار زدن	/ʃiːɒːɾzædæn/
شاش	/ʃɒːʃ/
شاشیدن	/ʃɒːʃiːdæn/
شایع	/ʃɒːjeʔ/
شال	/ʃɒːl/
شالیزار	/ʃɒːliːzɒːɾ/
شالوده	/ʃɒːluːdæ/
شالوم	/ʃɒːluːm/, /ʃɒːlom/
شام	/ʃɒːm/
شامپاین	/ʃɒːmpɒːiːn/
شامپو	/ʃæmpuː/
شامپو	/ʃɒːmpuː/
شامپو زدن	/ʃæmpuːzædæn/
شامپو کردن	/ʃæmpuːkæɾdæn/
شامگاه	/ʃɒːmɡɒːh/
شامل کردن	/ʃɒːmel kæɾdæn/
شامه	/ʃɒːmme/
شانزده	/ʃɒːnzdæh/
شانگهای	/ʃɒːnɡhɒːiː/
شانه	/ʃɒːne/
شانه زدن	/ʃɒːnezædæn/
شانه کردن	/ʃɒːne kæɾdæn/
شانه کردن	/ʃɒːnekæɾdæn/
شانه کشیدن	/ʃɒːnekeʃiːdæn/
شاه	/ʃɒːh/
شاه‌اثر	/ʃɒːhæsæɾ/
شاه‌بلوط	/ʃɒːhbæluːt/
شاه‌توت	/ʃɒːhtuːt/
شاهد	/ʃɒːhed/
شاه‌دانه	/ʃɒːhdɒːne/
شاهدخت	/ʃɒːhdoxt/
شاهزاده	/ʃɒːhzɒːde/
شاهزاده‌خانم	/ʃɒːhzɒːdexɒːnom/
شاهکار	/ʃɒːhkɒːɾ/
شاه مات	/ʃɒːh mɒːt/
شاهین	/ʃɒːhiːn/
شاهنشاهی	/ʃɒːhænʃɒːhiː/
شاهنشاهی ایران	/ʃɒːhænʃɒːhiːje iːɾɒːn/
شاهوار	/ʃɒːhvɒːɾ/
شب	/ʃæb/
شبان	/ʃobɒːn/, /ʃæbɒːn/
شبانه	/ʃæbɒːne/
شبح	/ʃæbæh/
شبیخون	/ʃæbiːxuːn/
شبیخون زدن	/ʃæbiːxuːnzædæn/
شبکیه	/ʃæbækiːje/
شبنم	/ʃæbnæm/
شبنم زدن	/ʃæbnæmzædæn/
شبیه	/ʃæbiːh/
شبه‌جزیره	/ʃebed͡ʒæziːɾe/
شپش	/ʃepeʃ/
شیپور	/ʃejpuːɾ/
شیپور زدن	/ʃejpuːɾzædæn/
شتر	/ʃotoɾ/
شتر بیکوهان	/ʃotoɾe biːkohɒːn/
شترگاوپلنگ	/ʃotoɾɡɒːvpælænɡ/
شترمرغ	/ʃotoɾ moɾɢ/
شترمرغ	/ʃotoɾmoɾɢ/
شتک	/ʃætæk/
شتک زدن	/ʃætækzædæn/
شجاع	/ʃod͡ʒɒːʔ/
شجر	/ʃæd͡ʒæɾ/
شیخ	/ʃejx/
شخص	/ʃæxs/
شخم	/ʃoxm/
شخم خوردن	/ʃoxmxoɾdæn/
شخم زدن	/ʃoxmzædæn/
شخم کردن	/ʃoxmkæɾdæn/
شدت	/ʃeddæt/
شدت گرفتن	/ʃeddætɡeɾeftæn/
شدن	/ʃodæn/
شیر	/ʃiːɾ/
شیری	/ʃiːɾiː/
شراب	/ʃæɾɒːb/
شرابی	/ʃæɾɒːbiː/
شیراز	/ʃiːɾɒːz/
شربت	/ʃæɾbæt/
شیرجه	/ʃiːɾd͡ʒe/
شیرجه زدن	/ʃiːɾd͡ʒezædæn/
شیر دادن	/ʃiːɾdɒːdæn/
شیردال	/ʃiːɾdɒːl/
شیردل	/ʃiːɾdel/
شرط	/ʃæɾt/
شیرفروش	/ʃiːɾfoɾuːʃ/
شرق	/ʃæɾɢ/
شرقی	/ʃæɾɢiː/
شرق تیمور	/ʃæɾɢe tiːmoɾ/
شریک	/ʃæɾiːk/
شرکت	/ʃeɾkæt/
شرکت کردن	/ʃeɾkætkæɾdæn/
شرکت هواپیمایی	/ʃeɾkæte hævɒːpejmɒːjiː/
شیر کوهی	/ʃiːɾe kuːhiː/
شیرگاه	/ʃiːɾɡɒːh/
شرم	/ʃæɾm/
شیرین	/ʃiːɾiːn/
شیرین کردن	/ʃiːɾiːn kæɾdæn/
شروع	/ʃoɾuːʔ/
شروع کردن	/ʃoɾuːʔ kæɾdæn/
شروع کردن	/ʃoɾuːʔkæɾdæn/
شست	/ʃæst/
شستی	/ŝæstiː/
شستشو	/ʃosteʃuː/
شستشو دادن	/ʃosteʃuːdɒːdæn/
شستن	/ʃostæn/
شش	/ʃeʃ/
شش	/ʃoʃ/
ششصد	/ʃeʃsæd/
ششم	/ʃeʃom/
شیشه	/ʃiːʃe/
شصت	/ʃæst/
شصت و نه	/ʃæst o noh/
شیطان	/ʃejtɒːn/
شیطان بزرگ	/ʃejtɒːne bozoɾɡ/
شطرنج	/ʃætɾænd͡ʒ/
شطرنج زدن	/ʃætɾænd͡ʒzædæn/
شیعی	/ʃiːʔiː/
شعاع	/ʃoʔɒːʔ/
شعر	/ʃʔeɾ/
شعله	/ʃo’le/
شعله	/ʃoʔle/
شعله زدن	/ʃo’lezædæn/
شعله کشیدن	/ʃo’lekeʃiːdæn/
شیعه	/ʃiːʔe/
شغال	/ʃoɢɒːl/
شغل	/ʃoɢl/
شفا	/ʃæfɒː/
شفا دادن	/ʃæfɒːdɒːdæn/
شفتالو	/ʃæftɒːluː/
شیفتگی	/ʃiːftæɡiː/, /ʃiːfteɡiː/
شق کردن	/ʃæɢ kæɾdæn/
شک	/ʃæk/
شکار	/ʃekɒːɾ/
شکارچی	/ʃekɒːɾt͡ʃiː/
شکار کردن	/ʃekɒːɾ kæɾdæn/
شیکاگو	/ʃiːkɒːɡo/
شکر	/ʃekæɾ/
شکر	/ʃekæɾ/, /ʃækæɾ/, /ʃækkæɾ/
شکری	/ʃekæɾiː/
شکر	/ʃokɾ/
شکرک	/ʃekæɾæk/
شکر کردن	/ʃokɾkæɾdæn/
شکرک زدن	/ʃekæɾækzædæn/
شکست دادن	/ʃekæst dɒːdæn/
شکستن	/ʃekæstæn/
شکفتن	/ʃekoftæn/
شک کردن	/ʃækkæɾdæn/
شکل	/ʃækl/
شکلاتی	/ʃokolɒːtiː/
شکلات داغ	/ʃokolɒːte dɒːɢ/
شکلک	/ʃeklæk/
شکم	/ʃekæm/
شکمبند	/ʃekæmbænd/
شکمبه	/ʃekæmbe/
شکم دریدن	/ʃekæm dæɾiːdæn/
شکنجه	/ʃekænd͡ʒe/
شکنجه دادن	/ʃekænd͡ʒedɒːdæn/
شکوفه	/ʃokuːfe/
شکوفه زدن	/ʃokuːfezædæn/
شکوفه کردن	/ʃokuːfekæɾdæn/
شکوه	/ʃokuːh/
شگرد	/ʃeɡeɾd/
شگرد زدن	/ʃeɡeɾdzædæn/
شگرف	/ʃeɡæɾf/
شگفت	/ʃeɡæft/
شل	/ʃæl/
شیلی	/ʃiːliː/
شلاق	/ʃællɒːɢ/
شلاق خوردن	/ʃællɒːɢxoɾdæn/
شلاق زدن	/ʃællɒːɢzædæn/
شیلر	/ʃiːleɾ/
شل زدن	/ʃælzædæn/
شلغم	/ʃælɢæm/
شلیک	/ʃeliːk/
شلیک کردن	/ʃeliːkkæɾdæn/
شلیک کردن	/ʃelliːk kæɾdæn/
شلیل	/ʃæliːl/
شلیل.شبرنگ	/ʃæliːl.ʃæbɾænɡ/
شلوار	/ʃælvɒːɾ/
شلوغ	/ʃoluːɢ/
شیمی	/ʃiːmiː/
یشمی	/jæʃmiː/
شما	/ʃomɒː/
شمار	/ʃomɒːɾ/
شما را	/ʃomɒː ɾɒː/
شم ارا	/ʃomɒːɾɒː/
شمار آمدن	/ʃomɒːɾɒːmædæn/
شمار آوردن	/ʃomɒːɾɒːvæɾdæn/
شمارشگر	/ʃomɒːɾeʃɡæɾ/
شماره	/ʃomɒːɾe/
شماره تلفن	/ʃomɒːɾeje telefon/
شماره‌گذاری	/ʃomɒːɾeɡozɒːɾiː/
شماره‌گذاری شدن	/ʃomɒːɾeɡozɒːɾiːʃodæn/
شماره‌گذاری کردن	/ʃomɒːɾeɡozɒːɾiːkæɾdæn/
شماره گرفتن	/ʃomɒːɾeɡeɾeftæn/
شمال	/ʃæmɒːl/, /ʃemɒːl/, /ʃomɒːl/
شمال	/ʃomɒːl/
شمال شرقی	/ʃæmɒːle ʃæɾɢiː/
شمال شرقی	/ʃomɒːle ʃæɾɢiː/
شمال غربی	/ʃæmɒːle ɢæɾbiː/
شمال غربی	/ʃomɒːle ɢæɾbiː/
شمالگان	/ʃomæleɡɒːn/
شمپانزه	/ʃæmpɒːnze/
شمردن	/ʃemoɾdæn/
شمردن	/ʃomoɾdæn/
شمس	/ʃæms/
شمشیر	/ʃæmʃiːɾ/
شمشیرزن	/ʃæmʃiːɾzæn/
شمشیرماهی	/ʃæmʃiːɾmɒːhiː/
شمع	/ʃæmʔ/
شمعدان	/ʃæmʔædɒːn/
شیمیل	/ʃiːmejl/
شیمی هسته‌ای	/ʃiːmiːje hæsteʔiː/
شن	/ʃen/
شناخت	/ʃenɒːxt/
شناختن	/ʃenɒːxtæn/
شناریدن	/ʃenɒːɾiːdæn/
شناس	/ʃenɒːs/
شناسایی	/ʃenɒːsɒːjiː/
شنا کردن	/ʃenɒː kæɾdæn/
شناگر	/ʃenɒːɡæɾ/
شناویدن	/ʃenɒːviːdæn/
شناوری کردن	/ʃenɒːvæɾiː kæɾdæn/
شنبلیله	/ʃænbeliːle/
شنبه	/ʃænbe/
شنیدن	/ʃeniːdæn/
شن‌کش	/ʃenkeʃ/
شنگرف	/ʃænɡæɾf/
شهادت	/ʃæhɒːdæt/
شهادت دادن	/ʃæhɒːdætdɒːdæn/
شهامت	/ʃæhɒːmæt/
شهباز	/ʃæhbɒːz/
شهبانو	/ʃæhbɒːnuː/
شهد	/ʃæhd/
شهید	/ʃæhiːd/
شهر	/ʃæhɾ/
شهری	/ʃæhɾiː/
شهرآورد	/ʃæhɾɒːvæɾd/
شهرت	/ʃæhɾæt/
شهردار	/ʃæhɾdɒːɾ/
شهرزاد	/ʃæhɾzɒːd/
شهر فرنگ	/ʃæhɾe fæɾænɡ/
شهرک	/ʃæhɾæk/
شهر مراکش	/ʃæhɾ mæɾɒːkeʃ/
شهریور	/ʃæhɾiːvæɾ/
شهسوار	/ʃæhsævɒːɾ/
شهمات	/ʃɒːhmɒːt/
شهمات کردن	/ʃæhmɒːt kæɾdæn/
شهنگانه	/ʃæhænɡɒːne/
شیهه	/ʃejhe/
شیهه زدن	/ʃejhezædæn/
شیهه کشیدن	/ʃejhekeʃiːdæn/
شهوتی	/ʃæhvætiː/
شو	/ʃuː/
شوی	/ʃuːj/
شوارزنگر	/ʃvɒːɾzeneɡeɾ/
شوالیه	/ʃovɒːliːje/
شوالیه كردن	/ʃovɒːlje kæɾdæn/
شوان	/ʃovɒːn/, /ʃævɒːn/
شوپرک	/ʃoʊpæɾæk/
شوت	/ʃuːt/
شوت زدن	/ʃuːtzædæn/
شوخی	/ʃuːxiː/
شوخی کردن	/ʃuːxiːkæɾdæn/
شوید	/ʃeviːd/
شوریدن	/ʃuːɾiːdæn/
شورش	/ʃuːɾeʃ/
شورشی	/ʃuːɾeʃiː/
شورش کردن	/ʃuːɾeʃkæɾdæn/
شورش‌ها	/ʃuːɾeʃhɒː/
شوروی	/ʃuːɾæviː/
شوش	/ʃuːʃ/
شوفان	/ʃuːfɒːn/
شوکولات	/ʃuːkuːlɒːt/
شوم	/ʃuːm/
شیون	/ʃiːvæn/
شیون زدن	/ʃiːvænzædæn/
شیون کردن	/ʃiːvænkæɾdæn/
شیون کشیدن	/ʃiːvænkeʃiːdæn/
شیوه	/ʃiːve/
شوهر	/ʃoʊhæɾ/
شوهرخاله	/ʃoʊhæɾxɒːle/
شوهر دادن	/ʃohæɾdɒːdæn/
شوهر	/شوهر/
شوهرعمه	/ʃoʊhæɾæmme/
شوهر کردن	/ʃohæɾkæɾdæn/
شوونیسم	/ʃouːvæniːsm/
صابون	/sɒːbuːn/
صابون زدن	/sɒːbuːnzædæn/
صاحبخانه	/sɒːhebxɒːne/
صاریغ	/sɒːɾiːɢ/
صاعقه	/sɒːʔeɢe/
صاعقه	/sɒːeɢe/
صافی	/sɒːfiː/
صبح	/sobh/
صبحانه	/sobhɒːne/
صبح بخیر	/sobh bexejɾ/
صبح زود	/sobhe zuːd/
صبر	/sæbɾ/
صبر کردن	/sæbɾ kæɾdæn/
صبر کردن	/sæbɾkæɾdæn/
صبور	/sæbuːɾ/
صحبت	/sohbæt/
صحبت کردن	/sohbæt kæɾdæn/
صحبت کردن	/sohbætkæɾdæn/
صحت	/sehæt/
صحیح	/sæhiːh/
صحرا	/sæhɾɒː/
صحرای غربی	/sæhɒːɾæ ɢæɾbiː/
صحنه	/sæhne/
صحنه رقص	/sæhneje ɾæɢs/
صد	/sæd/
صید	/sæiːd/
صدا	/sedɒː/
صدا دادن	/sedɒː dɒːdæn/
صدا زدن	/sedɒː zædæn/
صدا زدن	/sedɒːzædæn/
صدا کردن	/sedɒːkæɾdæn/
صدام	/sæddɒːm/
صدپا	/sædpɒː/
صدف	/sædæf/
صید کردن	/sæiːd kæɾdæn/
صدمه	/sædæme/
صدمه خوردن	/sædæmexoɾdæn/
صدمه دیدن	/sædæmediːdæn/
صدمه زدن	/sædæmezædæn/
صربی	/sæɾbiː/
صربی	/seɾbiː/
