ก ข ไม่กระดิกหู	/mâj kràʔ dìk hǔː/
ผู้ถือหุ้น	/pʰûː tʰɯ̌ː hûn/
ผู้ถือหุ้นของบริษัท	/pʰûː tʰɯ̌ː hûn kʰɔ̌ːŋ bɔː ríʔ sàt/
ผู้ถืออเทวนิยม	/pʰûː tʰɯ̌ː ʔàʔ tʰeː wáʔ níʔ jom/
ผู้ถูกกระทำ	/pʰûː tʰùːk kràʔ tʰam/
ผู้ถูกกล่าวหา	/pʰûː tʰùːk klàːw hǎː/
ผู้ถูกนัดหมาย (เพศตรงข้าม)	/pʰûː tʰùːk nát mǎːj pʰêːt troŋ kʰâːm/
ผู้ถูกเนรเทศ	/pʰûː tʰùːk neː rá tʰêːt/
ผู้ทรงคุณวุฒิ	/pʰûː soŋ kʰun ná wút/
ผู้ทรยศประชาชน	/pʰûː tʰɔː rá jót pràʔ tɕʰaː tɕʰon/
ผู้ท้าชิง	/pʰûː tʰáː tɕʰiŋ/
ผู้ทำงาน	/pʰûː tʰam ŋaːn/
ผู้ทำพิธีไล่ผี	/pʰûː tʰam pʰíʔ tʰiː lâj pʰǐː/
ผู้ทำสงคราม	/pʰûː tʰam sǒŋ kʰraːm/
ผู้ที่	/pʰûː tʰîː/
โดนตี	/doːn tiː/
โดนฝ่ามือตบ	/doːn fàː mɯː tòp/
โดนแมลงกัด	/doːn má lɛːŋ kàt/
โดนแมลงต่อย	/doːn má lɛːŋ tɔ̀ːj/
โดนวางยาพิษ	/doːn waːŋ jaː pʰít/
โดนหางเลข	/doːn hǎːŋ lêːk/
โดนัต	/doː nát/
โดนัลด์	/doː nan/
โดนัลด์ ทรัมป์	/doː nan tʰá ram/
โดพามีน	/doː pʰaː miːn/
โดม	/doːm/
โดมน้ำแข็ง	/doːm nám kʰɛ̌ŋ/
โดมินิกัน	/doː míʔ níʔ kan/
โดมินิกา	/doː míʔ níʔ kaː/
โดมินิค	/doː míʔ ník/
โดย	/doːj/
โดยกะทันหัน	/doːj kàʔ tʰan hǎn/
โดยกำเนิด	/doːj kam nɤ̀ːt/
โดยง่าย	/doːj ŋâːj/
โดยจำนน	/doːj tɕam non/
โดยเจตนา	/doːj tɕèːt tà naː/
โดยฉับพลัน	/doːj tɕʰàp pʰlan/
โดยเฉพาะ	/doːj tɕʰà pʰɔ́ʔ/
โดยเฉพาะอย่างยิ่ง	/doːj tɕʰà pʰɔ́ʔ jàːŋ jîŋ/
โดยเฉลี่ย	/doːj tɕʰà lìːa/
โดยชอบด้วยกฎหมาย	/doːj tɕʰɔ̂ːp dûaj kòt mǎːj/
พล้ำ	/pʰláːm/
พลิก	/pʰlík/
พลิกกลับ	/pʰlík klàp/
พลิกคว่ำ	/pʰlík kʰwâm/
พลิกชีวิตหน้ามือเป็นหลังมือ	/pʰlík tɕʰiː wít nâː mɯː pen lǎŋ mɯː/
พลิกตะแคง	/pʰlík tàʔ kʰɛːŋ/
พลิกผัน	/pʰlík pʰǎn/
พลิกแผ่นดิน	/pʰlík pʰɛ̀n din/
พลิกฝ่ามือ	/pʰlík fàː mɯː/
พลิกพลิ้ว	/pʰlík pʰlíw/
พลิกแพลง	/pʰlík pʰlɛːŋ/
พลิกแพลง	/pʰlík pʰlɛːŋ/
พลิกฟ้าคว่ำแผ่นดิน	/pʰlík fáː kʰwâm pʰɛ̀n din/
พลิกลิ้น	/pʰlík lín/
พลิกวิกฤตเป็นโอกาส	/pʰlík wíʔ krìt pen ʔoː kàːt/
พลิกศพ	/pʰlík sòp/
พลิกหงาย	/pʰlík ŋǎːj/
พลิกหน้าต่อไป	/pʰlík nâː tɔ̀ː paj/
พลิกหน้ามือเป็นหลังมือ	/pʰlík nâː mɯː pen lǎŋ mɯː/
พลิกด้าน	/pʰlík dâːn/
พลิ้ว	/pʰlíw/
พลิ้วไหว	/pʰlíw wǎj/
พลี	/pʰliː/
พลี	/pʰá liː/
พลีกรรม	/pʰliː kam/
พลีชีพ	/pʰliː tɕʰîːp/
พลุ	/pʰlúʔ/
พลุกพล่าน	/pʰlúk pʰlâːn/
พลุ่ง	/pʰlûŋ/
พลุ่งพล่าน	/pʰlûŋ pʰlâːn/
พลุ่มพล่าม	/pʰlûm pʰlâːm/
พลุ่ย	/pʰlûj/
พลุ้ย	/pʰlúj/
พลู	/pʰluː/
พลูโทเนียม	/pʰluː tʰoː niːam/
พวก	/pʰûːak/
พวกกบฎ	/pʰûːak kà bòt/
พวกก่อกวน	/pʰûːak kɔ̀ː kuːan/
พวกกามวิตถารประเภทชอบเด็ก	/pʰûːak kaːm wít tʰǎːn pràʔ pʰêːt tɕʰɔ̂ːp dèk/
พวกกินสินบน	/pʰûːak kin sǐn bon/
พวกขบถ	/pʰûːak kʰà bòt/
เจ๊ต	/tɕét/
เจตคติ	/tɕeː tà kʰá tìʔ/
เจตจำนง	/tɕèːt tɕam noŋ/
เจตจำนงเสรี	/tɕèːt tɕam noŋ sěː riː/
เจตนา	/tɕèːt tà naː/
เจตนาดี	/tɕèːt tà naː diː/
เจตนาทางอาญา	/tɕèːt tà naː tʰaːŋ ʔaː jaː/
เจตนาที่แอบแฝง	/tɕèːt tà naː tʰîː ʔɛ̀ːp fɛ̌ːŋ/
เจตนาบริสุทธิ์	/tɕèːt tà naː bɔː ríʔ sùt/
เจตนาร้าย	/tɕèːt tà naː ráːj/
เจตนาเล็งเห็นผล	/tɕèːt tà naː leŋ hěn pʰǒn/
เจตนารมณ์	/tɕèːt tà naː rom/
เจตนารมณ์ร่วม	/tɕèːt tà naː rom rûːam/
เจ็ตแล็ก	/tɕèt lɛ́k/
เจ็ท	/tɕèt/
เจ๊ท	/tɕét/
เจ๊ทเล็ก	/tɕét lék/
เจน	/tɕeːn/
เจนจัด	/tɕeːn tɕàt/
เจนจัด	/tɕeːn tɕàt/
เจนตา	/tɕeːn taː/
เจ็น	/tɕen/
เจนจบ	/tɕeːn tɕòp/
เจนเซ่น	/tɕeːn sên/
เจนนิเฟอร์	/tɕeːn níʔ fɤː/
เจนนี่	/tɕeːn nîː/
เจเนอรัล	/tɕeː nɤː ran/
เจเนอเรชั่น	/tɕeː nɤː reː tɕʰân/
เจ็บ	/tɕèp/
เจ็บกระดองใจ	/tɕèp kràʔ dɔːŋ tɕaj/
เจ็บไข้ได้ป่วย	/tɕèp kʰâj dâj pùaj/
เจ็บคอ	/tɕèp kʰɔː/
เจ็บแค้น	/tɕèp kʰɛ́ːn/
เจ็บใจ	/tɕèp tɕaj/
เจ็บช้ำ	/tɕèp tɕʰám/
เจ็บช้ำน้ำใจ	/tɕèp tɕʰám nám tɕaj/
เจ็บตา	/tɕèp taː/
เจ็บเนื้อเจ็บตัว	/tɕèp nɯ́ːa tɕèp tuːa/
เจ็บปวด	/tɕèp pùːat/
เจ็บป่วย	/tɕèp pùaj/
เจ็บแปล๊บ	/tɕèp plɛ́ːp/
เจ็บอยู่เรื่อย	/tɕèp jùː rɯ̂ːaj/
เจฟ	/tɕèːf/
รอรั้ง	/rɔː ráŋ/
รอลุ้น	/rɔː lún/
รอ หัน	/rɔː hǎn/
รอ.	/krom râːt tɕʰá ʔoŋ rák/
รอ.	/rɔ́ːj ʔèt/
รอก	/rɔ̂ːk/
ร๊อก	/rɔ́ːk/
รอกกี	/rɔ̂ːk kiː/
ร็อกแซนน์	/rɔ́k sɛːn/
ร็อค	/rɔ́k/
ร็อคแอนด์โรล	/rɔ́k ʔɛːn roːn/
รอง	/rɔːŋ/
รองจาก	/rɔːŋ tɕàːk/
รองทรง	/rɔːŋ soŋ/
รองเทศมนตรี	/rɔːŋ tʰêːt sà mon triː/
รองเท้า 	/rɔːŋ tʰáːw/
รองเท้ากีฬา	/rɔːŋ tʰáːw kiː laː/
รองเท้าข้างหนึ่ง	/rɔːŋ tʰáːw kʰâːŋ nɯ̀ŋ/
รองเท้าคู่หนึ่ง	/rɔːŋ tʰáːw kʰûː nɯ̀ŋ/
รองเท้าติดลูกล้อสำหรับวิ่งบนพื้นกระดาน	/rɔːŋ tʰáːw tìt lûːk lɔ́ː sǎm ràp wîŋ bon pʰɯ́ːn kràʔ daːn/
รองเท้าเต้นสเกตน้ำแข็ง	/rɔːŋ tʰáːw tên sàʔ két nám kʰɛ̌ŋ/
รองเท้าแตะ	/rɔːŋ tʰáːw tɛ̀ʔ/
รองเท้าแตะสวมเดินเล่น	/rɔːŋ tʰáːw tɛ̀ʔ sǔːam dɤːn lên/
รองเท้าแตะสวมในบ้าน	/rɔːŋ tʰáːw tɛ̀ʔ sǔːam naj bâːn/
รองเท้าที่แล่นไถลไปบนหิมะ	/rɔːŋ tʰáːw tʰîː lɛ̂ːn tʰà lǎj paj bon hìʔ máʔ/
รองเท้าบัลเลต์	/rɔːŋ tʰáːw ban leː/
รองเท้าบู๊ต	/rɔːŋ tʰáːw búːt/
รองเท้าบู๊ตทหาร	/rɔːŋ tʰáːw búːt tʰá hǎːn/
รองเท้าบู๊ตสกีหิมะ	/rɔːŋ tʰáːw búːt sà kiː hìʔ máʔ/
รองเท้าบู๊ตสำหรับเดินทางไกล	/rɔːŋ tʰáːw búːt sǎm ràp dɤːn tʰaːŋ klaj/
รองเท้าผ้าใบ	/rɔːŋ tʰáːw pʰâː baj/
รองเท้ามนุษย์กบ	/rɔːŋ tʰáːw má nút kòp/
รองเท้ายาง	/rɔːŋ tʰáːw jaːŋ/
รองเท้าวิ่งบนน้ำแข็ง	/rɔːŋ tʰáːw wîŋ bon nám kʰɛ̌ŋ/
รองเท้าสเกต	/rɔːŋ tʰáːw sàʔ két/
รองเท้าส้นเตารีด	/rɔːŋ tʰáːw sôn taw rîːt/
รองเท้าส้นสูง	/rɔːŋ tʰáːw sôn sǔːŋ/
รองเท้าหนัง	/rɔːŋ tʰáːw nǎŋ/
รองเท้าหนังสวมเดินเล่น	/rɔːŋ tʰáːw nǎŋ sǔːam dɤːn lên/
รองเท้าหนึ่งคู่	/rɔːŋ tʰáːw nɯ̀ŋ kʰûː/
รองเท้าหุ้มข้อ	/rɔːŋ tʰáːw hûm kʰɔ̂ː/
เชือน	/tɕʰɯːan/
เชือนแช	/tɕʰɯːan tɕʰɛː/
เชื้อฟู	/tɕʰɯ́ːa fuː/
เชื่อม	/tɕʰɯ̂ːam/
เชื่อมกัน	/tɕʰɯ̂ːam kan/
เชื่อมแก๊ส	/tɕʰɯ̂ːam kɛ́ːt/
เชื่อมซึม	/tɕʰɯ̂ːam sɯm/
เชื่อมโยง	/tɕʰɯ̂ːam joːŋ/
เชื่อมสัมพันธ์	/tɕʰɯ̂ːam sǎm pʰan/
เชื้อหมัก	/tɕʰɯ́ːa màk/
แช่	/tɕʰɛ̂ː/
แช่เกลือ	/tɕʰɛ̂ː klɯːa/
แช่แข็ง	/tɕʰɛ̂ː kʰɛ̌ŋ/
แช่แข็ง	/tɕʰɛ̂ː kʰɛ̌ŋ/
แช่แข็ง	/tɕʰɛ̂ː kʰɛ̌ŋ/
แช่แข็ง	/tɕʰɛ̂ː kʰɛ̌ŋ/
แช่เย็น	/tɕʰɛ̂ː jen/
แช่เยือกแข็ง	/tɕʰɛ̂ː jɯ̂ːak kʰɛ̌ŋ/
แช่ง	/tɕʰɛ̂ːŋ/
แช่งชักหักกระดูก	/tɕʰɛ̂ːŋ tɕʰák hàk kràʔ dùːk/
แช่งด่า	/tɕʰɛ̂ːŋ dàː/
แชเชือน	/tɕʰɛː tɕʰɯːan/
แชด	/tɕʰɛ̂ːt/
แชต	/tɕʰɛ̂ːt/
แช็ต	/tɕʰɛ́t/
แชนดร้า	/tɕʰɛːn drâː/
แชนเทล	/tɕʰɛːn tʰeːn/
แชนเทลล์	/tɕʰɛːn tʰeːn/
แชนนอน	/tɕʰɛːn nɔːn/
แช่ม	/tɕʰɛ̂ːm/
แช่มช้อย	/tɕʰɛ̂ːm tɕʰɔ́ːj/
แช่มช้า	/tɕʰɛ̂ːm tɕʰáː/
แช่มชื่น	/tɕʰɛ̂ːm tɕʰɯ̂ːn/
แชมป์	/tɕʰɛ́ːm/
แชมเปญ	/tɕʰɛːm peːn/
แชมเปี้ยน	/tɕʰɛːm pîːan/
แชมพู	/tɕʰɛːm pʰuː/
แชร์	/tɕʰɛː/
แชร์แวร์	/tɕʰɛː wɛː/
โชก	/tɕʰôːk/
โชกโชน	/tɕʰôːk tɕʰoːn/
โชกุน	/tɕʰoː kun/
มันเปลว	/man pleːw/
มันฝรั่ง	/man fà ràŋ/
มันฝรั่งทอด 	/man fà ràŋ tʰɔ̂ːt/
มันฝรั่งทอด	/man fà ràŋ tʰɔ̂ːt/
มันฝรั่งที่ใช้สำหรับอบ	/man fà ràŋ tʰîː tɕʰáj sǎm ràp ʔòp/
มันฝรั่งบางทอดกรอบ	/man fà ràŋ baːŋ tʰɔ̂ːt krɔ̀ːp/
มันฝรั่งแผ่นทอดกรอบ	/man fà ràŋ pʰɛ̀n tʰɔ̂ːt krɔ̀ːp/
มันฝรั่งอบ	/man fà ràŋ ʔòp/
มันวับ	/man wáp/
มันวาว	/man waːw/
มันสมอง	/man sà mɔ̌ːŋ/
มันสำปะหลัง 	/man sǎm pàʔ lǎŋ/
ตัวดี	/tuːa diː/
ตัวเดิม	/tuːa dɤːm/
ตัวตน	/tuːa ton/
ตัวตน	/tuːa ton/
ตัวตรง	/tuːa troŋ/
ตัวตรง	/tuːa troŋ/
ตัวตลก	/tuːa tà lòk/
ตัวต่อ	/tuːa tɔ̀ː/
ตัวต่อตัว	/tuːa tɔ̀ː tuːa/
ตัวต่อปลั๊กไฟ	/tuːa tɔ̀ː plák faj/
ตัวตั้ง	/tuːa tâŋ/
ตัวตั้ง	/tuːa tâŋ/
ตัวตั้งตัวตี	/tuːa tâŋ tuːa tiː/
ตัวต้านทาน	/tuːa tâːn tʰaːn/
ตัวตุ่น	/tuːa tùn/
ตัวเต็ม	/tuːa tem/
ตัวถ่วง	/tuːa tʰùːaŋ/
ตัวถัง	/tuːa tʰǎŋ/
ตัวถูกดำเนินการ	/tuːa tʰùːk dam nɤːn kaːn/
ตัวแทน	/tuːa tʰɛːn/
ตัวแทนขาย	/tuːa tʰɛːn kʰǎːj/
ตัวแทนโฆษณา	/tuːa tʰɛːn kʰôːt sà naː/
ตัวแทนจำหน่าย	/tuːa tʰɛːn tɕam nàːj/
ตัวนาง	/tuːa naːŋ/
ตัวนำ	/tuːa nam/
ตัวนิ่ม	/tuːa nîm/
ตัวโน้ต	/tuːa nóːt/
ตัวบทกฎหมาย	/tuːa bòt kòt mǎːj/
ตัวบรรจง	/tuːa ban tɕoŋ/
ตัวบริการ	/tuːa bɔː ríʔ kaːn/
ตัวบุ้ง	/tuːa bûŋ/
ตัวแบบ	/tuːa bɛ̀ːp/
ตัวประกอบ	/tuːa pràʔ kɔ̀ːp/
ตัวประกอบ	/tuːa pràʔ kɔ̀ːp/
ตัวประกัน	/tuːa pràʔ kan/
ตัวป่วน	/tuːa pùːan/
ตัวปั๊มน้ำมัน	/tuːa pám nám man/
ตัวเป็น ๆ	/tuːa pen/
ตัวเป็นเกลียว	/tuːa pen kliːaw/
ตัวเป็นขน	/tuːa pen kʰǒn/
ตัวเปล่า	/tuːa plàːw/
ตัวเปล่า	/tuːa plàːw/
ตัวแปร	/tuːa prɛː/
ตัวแปลงเป็นดิจิตอล	/tuːa plɛːŋ pen dìʔ tɕìʔ tɔːn/
ยังอ่านหนังสือพิมพ์อยู่	/jaŋ ʔàːn nǎŋ sɯ̌ː pʰim jùː/
ยั้ง	/jáŋ/
ยั้งคิด	/jáŋ kʰít/
ยังงี้	/jaŋ ŋíː/
ยั่งยืน	/jâŋ jɯːn/
ยัชโญปวีต	/ját tɕʰá joː pwìːt/
ยัญ	/jan/
ยัญกรรม	/jan náʔ kam/
ยัญพิธี	/jan náʔ pʰíʔ tʰiː/
ยัด	/ját/
ยัดเข้าไป	/ját kʰâw paj/
ยัดทะนาน	/ját tʰáʔ naːn/
ยัดไส้	/ját sâj/
ยัดเยียด	/ját jîːat/
ยัติภังค์	/ját tìʔ pʰaŋ/
ยัน	/jan/
ยันป้าย	/jan pâːj/
ยันต์	/jan/
ยับ	/jáp/
ยับย่น	/jáp jôn/
ยับยู่ยี่	/jáp jûː jîː/
ยับเยิน	/jáp jɤːn/
ยับย่อย	/jáp jɔ̂ːj/
ยับยั้ง	/jáp jáŋ/
ยับยั้งใจ	/jáp jáŋ tɕaj/
ยับยั้งชั่งใจ	/jáp jáŋ tɕʰâŋ tɕaj/
ยับยั้งศึก	/jáp jáŋ sɯ̀k/
ยัย	/jaj/
ยัยคน	/jaj kʰon/
ยัยบ้า	/jaj bâː/
ยั่ว	/jûːa/
ยั่วโมโห	/jûːa moː hǒː/
ยั่วยวน	/jûːa juːan/
ยั่วยวนใจ	/jûːa juːan tɕaj/
ยั่วยุให้เกิดความรุนแรง	/jûːa júʔ hâj kɤ̀ːt kʰwaːm run rɛːŋ/
ยั่วเย้า	/jûːa jáːw/
ยั้วเยี้ย	/júːa jíːa/
ยัวะ	/júaʔ/
ยา	/jaː/
ยากระตุ้น	/jaː kràʔ tûn/
ยากระตุ้นประสาท	/jaː kràʔ tûn pràʔ sàːt/
ยากระตุ้นระบบประสาทส่วนกลาง	/jaː kràʔ tûn ráʔ bòp pràʔ sàːt sùːan klaːŋ/
ยากล่อมประสาท	/jaː klɔ̀ːm pràʔ sàːt/
ยากันแมลง	/jaː kan má lɛːŋ/
ยากันยุง	/jaː kan juŋ/
ทำให้หมดมลทิน	/tʰam hâj mòt mon tʰin/
ทำให้หมดราคี	/tʰam hâj mòt raː kʰiː/
ทำให้หลงใหล	/tʰam hâj lǒŋ lǎj/
ทำให้เหินห่าง	/tʰam hâj hɤ̌ːn hàːŋ/
ทำให้ให้	/tʰam hâj hâj/
ทำให้ใหญ่ขึ้น	/tʰam hâj jàj kʰɯ̂n/
ทำให้ไหม้	/tʰam hâj mâj/
ทำให้อ่าน	/tʰam hâj ʔàːn/
ทำให้อุ่น	/tʰam hâj ʔùn/
ทำใหม่	/tʰam màj/
ทำอย่างสุกเอาเผากิน	/tʰam jàːŋ sùk ʔaw pʰǎw kin/
ทำออรัล	/tʰam ʔɔː ran/
ทำอะไร	/tʰam ʔàʔ raj/
ทำอะไร	/tʰam ʔàʔ raj/
ทำอะไรก็ทำ	/tʰam ʔàʔ raj kɔ̂ː tʰam/
ทำอันตราย	/tʰam ʔan tà raːj/
ทำอาหาร	/tʰam ʔaː hǎːn/
ทำเอา	/tʰam ʔaw/
ทำโอ	/tʰam ʔoː/
ทำไฮไลท์	/tʰam haj laj/
ทำซ้ำ	/tʰam sáːm/
ทำนบ	/tʰam nóp/
ทำนอง	/tʰam nɔːŋ/
ทำนองเดียวกัน	/tʰam nɔːŋ diːaw kan/
ทำนองแต่ง	/tʰam nɔːŋ tɛ̀ŋ/
ทำนองเพลง	/tʰam nɔːŋ pʰleːŋ/
ทำนองเพลง	/tʰam nɔːŋ pʰleːŋ/
ทำนองเสนาะ	/tʰam nɔːŋ sà nɔ̀ʔ/
ทำนองเสียง	/tʰam nɔːŋ sǐːaŋ/
ทำนองคลองธรรม	/tʰam nɔːŋ kʰlɔːŋ tʰam/
ทำนาย	/tʰam naːj/
ทำนายใจ	/tʰam naːj tɕaj/
ทำนายทายทัก	/tʰam naːj tʰaːj tʰák/
ทำนายฝัน	/tʰam naːj fǎn/
ทำนุ	/tʰam núʔ/
ทำนุบำรุง	/tʰam núʔ bam ruŋ/
ลมสลาตัน	/lom sà lǎː tan/
ลมหนาว	/lom nǎːw/
ลมหายใจ	/lom hǎːj tɕaj/
ลมหายใจเข้าออก	/lom hǎːj tɕaj kʰâw ʔɔ̀ːk/
