a	/a/
mijoarcă	/miʒŏarkə/
mikado	/mikado/
mâl	/mɨl/
milă	/milə/
milacop	/milakop/
milanez	/milanez/
mâlc	/mɨlk/
mâlci	/mɨltʃi/
mâlcire	/mɨltʃire/
mâlcit	/mɨltʃit/
milcoiu	/milkoju/
milcoveanu	/milkovĕanu/
milcu	/milku/
mildiograf	/mildioɡraf/
mile	/mile/
milea	/milĕa/
milenar	/milenar/
milenii	/milenij/
mileniu	/milenju/
mileniului	/mileniuluj/
milepor	/milepor/
milescu	/milesku/
milesian	/milesian/
milesim	/milesim/
milezian	/milezian/
milezimă	/milezimə/
miliamper	/miliamper/
miliampermetru	/miliampermetru/
miliar	/miliar/
miliard	/miliard/
miliardar	/miliardar/
miliarde	/milijarde/
miliardelea	/miliardelĕa/
miliardime	/miliardime/
miliardulea	/miliardulĕa/
miliariu	/miliarju/
milibar	/milibar/
milieu	/miliew/
miligram	/miliɡram/
mililambert	/mililambert/
mililitru	/mililitru/
milimetric	/milimetrik/
milimetru	/milimetru/
milimicron	/milimikron/
milino	/milino/
milioanele	/miliŏanele/
milioanelea	/miliŏanelĕa/
milioersted	/milio̩rsted/
milion	/milion/
mâlire	/mɨlire/
miliroentgen	/miliro̩ntgʲen/
milisecundă	/milisekundə/
mâlit	/mɨlit/
milita	/milita/
militant	/militant/
militantism	/militantism/
militar	/militar/
militară	/militarə/
militare	/militare/
milităresc	/militəresk/
militărește	/militəreʃte/
militari	/militarʲ/
militărie	/militərije/
militarism	/militarism/
militarist	/militarist/
militariza	/militariza/
militarizare	/militarizare/
militarizat	/militarizat/
milităroi	/militəroj/
milităros	/militəros/
militaru	/militaru/
milițea	/militsĕa/
milițian	/militsijan/
milițiancă	/militsijankə/
miliție	/militsije/
mâlitură	/mɨliturə/
milivolt	/milivolt/
miliwatt	/milivat̩/
millefiori	/mil̩efjorʲ/
millerit	/mil̩erit/
milog	/miloɡ/
milogeală	/milodʒ̩alə/
milogire	/milodʒire/
milogit	/milodʒit/
milord	/milord/
mâlos	/mɨlos/
milosârdie	/milosɨrdije/
milostenie	/milostenije/
milostiv	/milostiv/
milostivire	/milostivire/
miluire	/miluire/
miluit	/miluit/
miluitor	/miluitor/
miluță	/milutsə/
mim	/mim/
mima	/mima/
mimansa	/mimansa/
mimant	/mimant/
mimare	/mimare/
mimat	/mimat/
mimau	/mimaw/
mimetic	/mimetik/
mimetism	/mimetism/
mimetiza	/mimetiza/
mimetizare	/mimetizare/
mimetizat	/mimetizat/
mimeze	/mimeze/
mimic	/mimik/
mimică	/mimikə/
mimodramă	/mimodramə/
mimodramatic	/mimodramatik/
mimograf	/mimoɡraf/
mimologie	/mimolodʒije/
mimoză	/mimozə/
mâna	/mɨna/
mânare	/mɨnare/
minarea	/minarĕa/
minaret	/minaret/
minaretă	/minaretə/
mânaș	/mɨnaʃ/
mânăștergură	/mɨnəʃterɡurə/
mânăstioară	/mɨnəstiŏarə/
mânăstire	/mɨnəstire/
mânăstiresc	/mɨnəstiresk/
mânat	/mɨnat/
mânătarcă	/mɨnətarkə/
mânător	/mɨnətor/
mânătură	/mɨnəturə/
minavet	/minavet/
minavetă	/minavetə/
mânca	/mɨnka/
mâncăcios	/mɨnkətʃ̩os/
mâncam	/mɨnkam/
mâncare	/mɨnkare/
mâncarea	/mɨnkarĕa/
mâncărică	/mɨnkərikə/
mâncărici	/mɨnkəritʃʲ/
mâncărime	/mɨnkərime/
mâncase	/mɨnkase/
mâncat	/mɨnkat/
mâncați	/mɨnkatsʲ/
mâncător	/mɨnkətor/
mâncătorie	/mɨnkətorije/
mâncătură	/mɨnkəturə/
mâncău	/mɨnkəw/
mincinos	/mintʃinos/
minciog	/mintʃ̩oɡ/
minciună	/mintʃ̩unə/
minciunea	/mintʃ̩unĕa/
minciunire	/mintʃ̩unire/
minciunit	/mintʃ̩unit/
mincu	/minku/
minculescu	/minkulesku/
minda	/minda/
mândălac	/mɨndəlak/
mindir	/mindir/
mândra	/mɨndra/
mândrește	/mɨndreʃte/
mândrețe	/mɨndretse/
mândria	/mɨndrija/
mândrie	/mɨndrije/
mândrim	/mɨndrim/
mândrire	/mɨndrire/
mândrișor	/mɨndriʃor/
mândru	/mɨndru/
mândruleană	/mɨndrulĕanə/
mândrulică	/mɨndrulikə/
mândruliță	/mɨndrulitsə/
mândruț	/mɨndruts/
mândruță	/mɨndrutsə/
mine	/mine/
mânea	/mɨnĕa/
mâneca	/mɨneka/
mânecar	/mɨnekar/
mânecare	/mɨnekare/
mânecat	/mɨnekat/
mânecuță	/mɨnekutsə/
minei	/minej/
mâner	/mɨner/
mineral	/mineral/
minerala	/minerala/
minerale	/minerale/
mineralier	/mineralijer/
mineraliza	/mineraliza/
mineralizabil	/mineralizabil/
mineralizare	/mineralizare/
mineralizat	/mineralizat/
mineralizație	/mineralizatsije/
mineralizator	/mineralizator/
mineralog	/mineraloɡ/
mineralogic	/mineralodʒik/
mineralogie	/mineralodʒije/
mineraloid	/mineraloid/
mineralurgie	/mineralurdʒije/
mânere	/mɨnere/
minereu	/minerew/
mineriadă	/mineriadə/
minerire	/minerire/
minerit	/minerit/
mineriță	/mineritsə/
mânezi	/mɨnezʲ/
minge	/mindʒe/
mingea	/mindʒ̩a/
minghinea	/mingʲ̩inĕa/
mingie	/mindʒije/
mângâia	/mɨnɡɨja/
mângâiat	/mɨnɡɨjat/
mângâiere	/mɨnɡɨjere/
mângâierea	/mɨnɡɨjerĕa/
mângâietor	/mɨnɡɨjetor/
mângâios	/mɨnɡɨjos/
mânia	/mɨnia/
mâniat	/mɨniat/
miniatelier	/miniatelijer/
miniatură	/miniaturə/
miniatural	/miniatural/
miniaturală	/minijaturalə/
miniaturism	/miniaturism/
miniaturist	/miniaturist/
miniaturistică	/miniaturistikə/
miniaturiza	/miniaturiza/
miniaturizare	/miniaturizare/
miniaturizat	/miniaturizat/
miniautomobil	/miniautomobil/
minibaschet	/minibaskʲ̩et/
mânică	/mɨnikə/
minicalculator	/minikalkulator/
minicameră	/minikamerə/
minicar	/minikar/
minicasetă	/minikasetə/
minicasetofon	/minikasetofon/
minicomputer	/minikomputer/
minicontainer	/minikontajner/
minicronică	/minikronikə/
mânicuță	/mɨnikutsə/
mânie	/mɨnije/
mâniei	/mɨnijej/
minier	/minier/
miniere	/miniere/
minifoileton	/minifoileton/
minifotbal	/minifotbal/
minifrigider	/minifridʒider/
minigolf	/miniɡolf/
miniinterviu	/miniinterviw/
minijupă	/miniʒupə/
minijupistă	/miniʒupistə/
minilaborator	/minilaborator/
minim	/minim/
minimagazin	/minimaɡazin/
minimagnetofon	/minimaɡnetofon/
minimal	/minimal/
minimaliza	/minimaliza/
minimalizare	/minimalizare/
minimalizat	/minimalizat/
minimalizator	/minimalizator/
minimarket	/minimarkʲet/
minimetru	/minimetru/
minimiza	/minimiza/
minimizare	/minimizare/
minimizat	/minimizat/
minimizez	/minimizez/
minimotoretă	/minimotoretə/
minimum	/minimum/
minioină	/minioinə/
miniordinator	/miniordinator/
mânios	/mɨnios/
minirecital	/miniretʃital/
minirugbi	/miniruɡbi/
miniș	/miniʃ/
miniscaf	/miniskaf/
minister	/minister/
ministeriabil	/ministerijabil/
ministerial	/ministerijal/
ministeriat	/ministerijat/
ministrant	/ministrant/
ministru	/ministru/
ministrul	/ministrul/
minitelevizor	/minitelevizor/
miniu	/minju/
minivacanță	/minivakantsə/
mânjeală	/mɨnʒĕalə/
mânjire	/mɨnʒire/
mânjit	/mɨnʒit/
mânjitură	/mɨnʒiturə/
minnesinger	/min̩ezingʲer/
minoian	/minojan/
minolă	/minolə/
minor	/minor/
minorat	/minorat/
minorit	/minorit/
minoritar	/minoritar/
minoritate	/minoritate/
minotaur	/minotaur/
mintă	/mintə/
mintal	/mintal/
minte	/minte/
mintea	/mintĕa/
mintean	/mintĕan/
minten	/minten/
mintenaș	/mintenaʃ/
minteuan	/mintewan/
minți	/mintsi/
mintie	/mintije/
minții	/mintsij/
mințile	/mintsile/
minților	/mintsilor/
mințim	/mintsim/
mințire	/mintsire/
mințit	/mintsit/
mințitor	/mintsitor/
mintos	/mintos/
mântui	/mɨntui/
mântuială	/mɨntujalə/
mântuință	/mɨntuintsə/
mântuire	/mɨntuire/
mântuirea	/mɨntuirĕa/
mântuit	/mɨntuit/
mântuitor	/mɨntuitor/
mântuleasa	/mɨntulĕasa/
mântuș	/mɨntuʃ/
mânuire	/mɨnuire/
mânuit	/mɨnuit/
mânuitor	/mɨnuitor/
minuna	/minuna/
minunare	/minunare/
minunat	/minunat/
minunată	/minunatə/
minunate	/minunate/
minunăție	/minunətsije/
minune	/minune/
minuni	/minunʲ/
mânuriță	/mɨnuritsə/
minus	/minus/
mânușă	/mɨnuʃə/
mânușar	/mɨnuʃar/
minuscul	/minuskul/
minuscule	/minuskule/
mânușiță	/mɨnuʃitsə/
minut	/minut/
mânuță	/mɨnutsə/
minutaj	/minutaʒ/
minutar	/minutar/
minute	/minute/
minuterie	/minuterije/
minuție	/minutsije/
minuțios	/minutsios/
minuțiozitate	/minutsiozitate/
mânz	/mɨnz/
mânzărar	/mɨnzərar/
mânzare	/mɨnzare/
mânzat	/mɨnzat/
mânzește	/mɨnzeʃte/
mânzișor	/mɨnziʃor/
mânzoc	/mɨnzok/
mânzuc	/mɨnzuk/
mânzuleț	/mɨnzulets/
mio	/mjo/
mioară	/miŏarə/
mioarcă	/miŏarkə/
mioblast	/mioblast/
mioc	/miok/
miocard	/miokard/
miocardic	/miokardik/
miocardită	/miokarditə/
miocardopatie	/miokardopatije/
miocel	/miotʃel/
miocen	/miotʃen/
miocenic	/miotʃenik/
miocit	/miotʃit/
mioclonie	/mioklonije/
miocrom	/miokrom/
miodinie	/miodinije/
miofibrilă	/miofibrilə/
miofilament	/miofilament/
miogen	/miodʒen/
mioglobină	/mioɡlobinə/
miograf	/mioɡraf/
miografic	/mioɡrafik/
miografie	/mioɡrafije/
miogramă	/mioɡramə/
miologic	/miolodʒik/
miologie	/miolodʒije/
miom	/miom/
miomalacie	/miomalatʃije/
miomer	/miomer/
miop	/miop/
miopatic	/miopatik/
miopatie	/miopatije/
miopie	/miopije/
miopism	/miopism/
mioplasmă	/mioplasmə/
mior	/mior/
miorar	/miorar/
miorea	/miorĕa/
mioriță	/mioritsə/
mioritic	/mioritik/
miorlâire	/mjorlɨire/
miotomie	/miotomije/
miotonie	/miotonije/
miotonometru	/miotonometru/
mioveni	/miovenʲ/
mioză	/miozə/
miozină	/miozinə/
miozită	/miozitə/
miozotis	/miozotis/
mâr	/mɨr/
mira	/mira/
mirabil	/mirabil/
mirabilit	/mirabilit/
miracol	/mirakol/
miracul	/mirakul/
miraculos	/mirakulos/
mirador	/mirador/
miraj	/miraʒ/
mirare	/mirare/
mirăslău	/mirəsləw/
mirat	/mirat/
miraz	/miraz/
mârc	/mɨrk/
mircea	/mirtʃ̩a/
mârced	/mɨrtʃed/
mircescu	/mirtʃesku/
mircia	/mirtʃ̩a/
mircică	/mirtʃikə/
mircioagă	/mirtʃ̩ŏaɡə/
mircioi	/mirtʃ̩oj/
mirciu	/mirtʃ̩w/
mirciulescu	/mirtʃ̩ulesku/
mire	/mire/
mirea	/mirĕa/
mirean	/mirĕan/
mireancă	/mirĕankə/
mireasă	/mirĕasə/
mireasmă	/mirĕasmə/
mireneg	/mireneɡ/
mirenesc	/mirenesk/
miresma	/miresma/
miresmare	/miresmare/
miresmat	/miresmat/
miresme	/miresme/
miri	/mirʲ/
miriadă	/miriadə/
miriagram	/miriaɡram/
mirialitru	/mirialitru/
miriametru	/miriametru/
miriapod	/miriapod/
mirific	/mirifik/
mârâială	/mɨrɨjalə/
mârâie	/mɨrɨje/
mârâieli	/mɨrɨjelʲ/
mârâitul	/mɨrɨjtul/
miriște	/miriʃte/
mârlan	/mɨrlan/
mârlănesc	/mɨrlənesk/
mârlănește	/mɨrləneʃte/
mârlănie	/mɨrlənije/
mârlire	/mɨrlire/
mârlit	/mɨrlit/
mirmecofag	/mirmekofaɡ/
mirmecofil	/mirmekofil/
mirmecologie	/mirmekolodʒije/
mirmidon	/mirmidon/
mirobolant	/mirobolant/
mirodenie	/mirodenije/
mirodenii	/mirodenij/
mirodie	/mirodije/
miroiu	/miroju/
miron	/miron/
mironescu	/mironesku/
mironosiță	/mironositsə/
mironov	/mironov/
miros	/miros/
miroseau	/mirosĕaw/
mirosire	/mirosire/
mirosit	/mirosit/
mirositor	/mirositor/
mirosul	/mirosul/
miroznă	/miroznə/
mârșav	/mɨrʃav/
mârșăvi	/mɨrʃəvi/
mârșăvie	/mɨrʃəvije/
mârșăvire	/mɨrʃəvire/
mârșăvit	/mɨrʃəvit/
mirt	/mirt/
mirtacee	/mirtatʃee/
mârtan	/mɨrtan/
mârțoagă	/mɨrtsŏaɡə/
miruială	/mirujalə/
miruire	/miruire/
miruit	/miruit/
miruitor	/miruitor/
miruță	/mirutsə/
mârza	/mɨrza/
mârzac	/mɨrzak/
mârzescu	/mɨrzesku/
misă	/misə/
misadă	/misadə/
misandrie	/misandrije/
misanscenă	/misanstʃenə/
mișc	/miʃk/
mișca	/miʃka/
mișcară	/miʃkarə/
mișcarăm	/miʃkarəm/
mișcare	/miʃkare/
mișcarea	/miʃkarĕa/
mișcat	/miʃkat/
mișcător	/miʃkətor/
miscelaneu	/mistʃelanew/
miscellanea	/mistʃel̩anĕa/
mischet	/miskʲ̩et/
mischie	/miskʲ̩ije/
miscibil	/mistʃibil/
miscibilitate	/mistʃibilitate/
misdiviziune	/misdiviziune/
mișel	/miʃel/
mișelesc	/miʃelesk/
mișelește	/miʃeleʃte/
mișelie	/miʃelije/
mișelnic	/miʃelnik/
miserere	/mizerere/
misidie	/misidije/
misie	/misie/
mișină	/miʃinə/
misir	/misir/
misirliu	/misirlju/
misit	/misit/
misitie	/misitije/
misiune	/misiune/
misiunea	/misiunĕa/
misiuni	/misiunʲ/
misiunii	/misiunij/
misiunile	/misiunile/
misiunilor	/misiunilor/
misivă	/misivə/
mislete	/mislete/
mislite	/mislite/
mișmaș	/miʃmaʃ/
miso	/miso/
misofobie	/misofobije/
misogam	/misoɡam/
misogamie	/misoɡamije/
misoghin	/misogʲ̩in/
misogin	/misodʒin/
misoginie	/misodʒinije/
misoginism	/misodʒinism/
misolog	/misoloɡ/
misologie	/misolodʒije/
misoneism	/misoneism/
misopedie	/misopedije/
mispichel	/mispikʲ̩el/
miss	/mis̩/
mistacocet	/mistakotʃet/
mistagog	/mistaɡoɡ/
mistagogic	/mistaɡodʒik/
mistagogie	/mistaɡodʒije/
miște	/miʃte/
mistelă	/mistelə/
mister	/mister/
mistere	/mistere/
misterios	/misterios/
misterioso	/misteriozo/
misteriu	/misterju/
mistic	/mistik/
misticism	/mistitʃism/
misticitate	/mistitʃitate/
mistifica	/mistifika/
mistificabil	/mistifikabil/
mistificare	/mistifikare/
mistificat	/mistifikat/
mistificație	/mistifikatsije/
mistificator	/mistifikator/
mișto	/miʃto/
miștocar	/miʃtokar/
miștocăresc	/miʃtokəresk/
mistral	/mistral/
mistress	/mistres̩/
mistreț	/mistrets/
mistreții	/mistretsij/
mistrie	/mistrije/
mistuială	/mistujalə/
mistuire	/mistuire/
mistuit	/mistuit/
mistuitor	/mistuitor/
mișuială	/miʃujalə/
mișuire	/miʃuire/
mișun	/miʃun/
mișuna	/miʃuna/
mișunare	/miʃunare/
mișuneală	/miʃunĕalə/
mâț	/mɨts/
mită	/mitə/
mâțan	/mɨtsan/
mâtcă	/mɨtkə/
mâtcălău	/mɨtkələw/
mitenă	/mitenə/
mâțesc	/mɨtsesk/
mitescu	/mitesku/
mithraism	/mit̩raism/
mitic	/mitik/
mitică	/mitikə/
mitice	/mititʃe/
miticesc	/mititʃesk/
miticism	/mititʃism/
mitifica	/mitifika/
mitificare	/mitifikare/
mitificat	/mitifikat/
mitigație	/mitiɡatsije/
miting	/mitinɡ/
mitingist	/mitindʒist/
mâțișor	/mɨtsiʃor/
mititel	/mititel/
mititelu	/mititelu/
mititeluț	/mititeluts/
mitiza	/mitiza/
mitizare	/mitizare/
mitizat	/mitizat/
mitoc	/mitok/
mitocan	/mitokan/
mitocancă	/mitokankə/
mitocănesc	/mitokənesk/
mitocănește	/mitokəneʃte/
mitocănie	/mitokənije/
mitocănime	/mitokənime/
mitocănos	/mitokənos/
mitocondrial	/mitokondrijal/
mitocondrie	/mitokondrije/
mitograf	/mitoɡraf/
mitografic	/mitoɡrafik/
mitografie	/mitoɡrafije/
mâțoi	/mɨtsoj/
mitolog	/mitoloɡ/
mitologia	/mitolodʒija/
mitologic	/mitolodʒik/
mitologică	/mitolodʒikə/
mitologie	/mitolodʒije/
mitologism	/mitolodʒism/
mitologiza	/mitolodʒiza/
mitologizant	/mitolodʒizant/
mitologizare	/mitolodʒizare/
mitologizat	/mitolodʒizat/
mitoman	/mitoman/
mitomanie	/mitomanije/
mițos	/mitsos/
mitotic	/mitotik/
mitoză	/mitozə/
mitră	/mitrə/
mitral	/mitral/
mitralia	/mitralia/
mitraliat	/mitraliat/
mitralie	/mitralie/
mitralieră	/mitralijerə/
mitraliere	/mitralijere/
mitralior	/mitralior/
mitrea	/mitrĕa/
mitrică	/mitrikə/
mitridatism	/mitridatism/
mitridatiza	/mitridatiza/
mitridatizare	/mitridatizare/
mitridatizat	/mitridatizat/
mitroacă	/mitrŏakə/
mitrofan	/mitrofan/
mitrofor	/mitrofor/
mitropolie	/mitropolije/
mitropolit	/mitropolit/
mitropolitan	/mitropolitan/
mitruț	/mitruts/
mitu	/mitu/
mâțuc	/mɨtsuk/
mâțucă	/mɨtsukə/
mituială	/mitujalə/
mituire	/mituire/
mituit	/mituit/
mituitor	/mituitor/
mitul	/mitul/
mitulescu	/mitulesku/
miu	/miu/
miulescu	/miulesku/
mixa	/miksa/
mixaj	/miksaʒ/
mixare	/miksare/
mixat	/miksat/
mixedem	/miksedem/
mixer	/mikser/
mixezi	/miksezʲ/
mixobacterie	/miksobakterije/
mixom	/miksom/
mixomicetă	/miksomitʃetə/
mixotrof	/miksotrof/
mixoviroză	/miksovirozə/
mixovirus	/miksovirus/
mixt	/mikst/
mixta	/miksta/
mixtare	/mikstare/
mixtat	/mikstat/
mixte	/mikste/
mixtiune	/mikstiune/
mixtum	/mikstum/
mixtură	/miksturə/
miza	/miza/
mizanscenă	/mizanstʃenə/
mizantrop	/mizantrop/
mizantropic	/mizantropik/
mizantropie	/mizantropije/
mizare	/mizare/
mizat	/mizat/
mizelic	/mizelik/
mizenă	/mizenə/
mizer	/mizer/
mizerabil	/mizerabil/
mizericordie	/mizerikordije/
mizericordios	/mizerikordios/
mizerie	/mizerije/
mizez	/mizez/
mâzgă	/mɨzɡə/
mâzgăleală	/mɨzɡəlĕalə/
mâzgălire	/mɨzɡəlire/
mâzgălit	/mɨzɡəlit/
mâzgălitură	/mɨzɡəliturə/
mâzgos	/mɨzɡos/
mizid	/mizid/
mizil	/mizil/
mizilic	/mizilik/
mlacă	/mlakə/
mladă	/mladə/
mlădiat	/mlədiat/
mlădiere	/mlədiere/
mlădior	/mlədior/
mlădios	/mlədios/
mlădiță	/mləditsə/
mlădiu	/mlədiu/
mlajă	/mlaʒə/
mlaștină	/mlaʃtinə/
mlăștiniș	/mləʃtiniʃ/
mlăștiniță	/mləʃtinitsə/
mlăștinos	/mləʃtinos/
mlecin	/mletʃin/
mnemonic	/mnemonik/
mnemotehnic	/mnemotehnik/
mnemotehnie	/mnemotehnije/
mnezic	/mnezik/
moale	/mŏale/
moalele	/mŏalele/
moar	/mŏar/
moară	/mŏarə/
moaraj	/mŏaraʒ/
moarcăș	/mŏarkəʃ/
moare	/mŏare/
moartă	/mŏartə/
moarte	/mŏarte/
moartea	/mŏartĕa/
moașă	/mŏaʃə/
moaște	/mŏaʃte/
moaza	/mŏaza/
moazare	/mŏazare/
mobil	/mobil/
mobila	/mobila/
mobilare	/mobilare/
mobilat	/mobilat/
mobilată	/mobilatə/
mobile	/mobile/
mobilextra	/mobilekstra/
mobiliar	/mobilijar/
mobilier	/mobilijer/
mobilitate	/mobilitate/
mobiliza	/mobiliza/
mobilizabil	/mobilizabil/
mobilizare	/mobilizare/
mobilizat	/mobilizat/
mobilizator	/mobilizator/
mobilometru	/mobilometru/
moc	/mok/
moca	/moka/
mocăială	/mokəjalə/
mocăire	/mokəire/
mocăit	/mokəit/
mocan	/mokan/
mocănaș	/mokənaʃ/
mocancă	/mokankə/
mocăncuță	/mokənkutsə/
mocănesc	/mokənesk/
mocănește	/mokəneʃte/
mocănime	/mokənime/
mocăniță	/mokənitsə/
mocanu	/mokanu/
mocasin	/mokasin/
mocheta	/mokʲ̩eta/
mochetare	/mokʲ̩etare/
mochetat	/mokʲ̩etat/
mocirlă	/motʃirlə/
mocirlos	/motʃirlos/
mocârțan	/mokɨrtsan/
mocles	/mokles/
mocneală	/moknĕalə/
mocnire	/moknire/
mocnit	/moknit/
mocofan	/mokofan/
mocoșeală	/mokoʃĕalə/
mocoși	/mokoʃi/
mocoșire	/mokoʃire/
mocoșit	/mokoʃit/
mod	/mod/
modă	/modə/
modal	/modal/
modalitate	/modalitate/
model	/model/
modela	/modela/
modelaj	/modelaʒ/
modelar	/modelar/
modelare	/modelare/
modelărie	/modelərije/
modelat	/modelat/
modelator	/modelator/
modele	/modele/
modelele	/modelele/
modeler	/modeler/
modeleu	/modelew/
modelier	/modelijer/
modelism	/modelism/
modelist	/modelist/
modeliza	/modeliza/
modelizare	/modelizare/
modelizat	/modelizat/
modelling	/model̩inɡ/
modelor	/modelor/
modelul	/modelul/
modelului	/modeluluj/
modem	/modem/
modenatură	/modenaturə/
modera	/modera/
moderant	/moderant/
moderantism	/moderantism/
moderantist	/moderantist/
moderare	/moderare/
moderat	/moderat/
moderație	/moderatsije/
moderațiune	/moderatsiune/
moderato	/moderato/
moderator	/moderator/
modern	/modern/
modernă	/modernə/
moderne	/moderne/
modernism	/modernism/
modernist	/modernist/
modernitate	/modernitate/
moderniza	/moderniza/
modernizare	/modernizare/
modernizat	/modernizat/
modernizator	/modernizator/
modest	/modest/
modestie	/modestije/
modic	/modik/
modicitate	/moditʃitate/
modific	/modifik/
modifica	/modifika/
modificabil	/modifikabil/
modificăm	/modifikəm/
modificare	/modifikare/
modificări	/modifikərʲ/
modificat	/modifikat/
modificație	/modifikatsije/
modificator	/modifikator/
modâlcă	/modɨlkə/
modârlan	/modɨrlan/
modo	/modo/
modoran	/modoran/
modru	/modru/
modul	/modul/
modula	/modula/
modular	/modular/
modulare	/modulare/
modulat	/modulat/
modulație	/modulatsije/
modulator	/modulator/
modulometru	/modulometru/
modus	/modus/
mofetă	/mofetə/
mofetic	/mofetik/
mofluz	/mofluz/
mofluzi	/mofluzi/
mofluzire	/mofluzire/
mofluzit	/mofluzit/
moft	/moft/
moftolog	/moftoloɡ/
moftologic	/moftolodʒik/
moftologie	/moftolodʒije/
mofturos	/mofturos/
moga	/moɡa/
mogâldeață	/moɡɨldĕatsə/
moglan	/moɡlan/
mogoanță	/moɡŏantsə/
mogorogi	/moɡorodʒi/
mogorogire	/moɡorodʒire/
mogorogit	/moɡorodʒit/
mogul	/moɡul/
mohair	/mohair/
mohican	/mohikan/
mohor	/mohor/
mohoreală	/mohorĕalə/
mohorî	/mohorɨ/
mohorâre	/mohorɨre/
mohorât	/mohorɨt/
mohoriu	/mohoriw/
moinești	/mojneʃtʲ/
moiș	/mojʃ/
moise	/mojse/
moisescu	/mojsesku/
mojar	/moʒar/
mojdrean	/moʒdrĕan/
mojic	/moʒik/
mojicesc	/moʒitʃesk/
mojicește	/moʒitʃeʃte/
mojicie	/moʒitʃije/
mojicime	/moʒitʃime/
mojicos	/moʒikos/
mol	/mol/
molă	/molə/
molal	/molal/
molălău	/molələw/
molalitate	/molalitate/
molan	/molan/
molar	/molar/
molare	/molare/
molaritate	/molaritate/
molasă	/molasə/
molasic	/molasik/
molat	/molat/
molătate	/molətate/
molatec	/molatek/
molatic	/molatik/
molcom	/molkom/
molcomeală	/molkomĕalə/
molcomi	/molkomi/
molcomire	/molkomire/
molcomit	/molkomit/
molcomitor	/molkomitor/
molcotit	/molkotit/
molcum	/molkum/
molcuț	/molkuts/
moldă	/moldə/
moldav	/moldav/
moldavit	/moldavit/
moldova	/moldova/
moldovalah	/moldovalah/
moldovan	/moldovan/
moldovean	/moldovĕan/
moldoveancă	/moldovĕankə/
moldoveanu	/moldovĕanu/
moldovenesc	/moldovenesk/
moldovenește	/moldoveneʃte/
moldoveni	/moldovenʲ/
moldovenism	/moldovenism/
moldoveniza	/moldoveniza/
moldovenizare	/moldovenizare/
moldovenizat	/moldovenizat/
moldovlah	/moldovlah/
moleculă	/molekulə/
molecular	/molekular/
moleschin	/moleskʲ̩in/
moleșeală	/moleʃĕalə/
moleșire	/moleʃire/
moleșit	/moleʃit/
moleșitor	/moleʃitor/
molesta	/molesta/
molestare	/molestare/
molestat	/molestat/
molet	/molet/
moleta	/moleta/
moletare	/moletare/
moletat	/moletat/
molete	/molete/
moletieră	/moletijerə/
molfăială	/molfəjalə/
molfăiască	/molfəjaskə/
molfăire	/molfəire/
molfăit	/molfəit/
molfăitură	/molfəiturə/
molibdat	/molibdat/
molibden	/molibden/
molibdenic	/molibdenik/
molibdenit	/molibdenit/
molibdenită	/molibdenitə/
molibdit	/molibdit/
molicel	/molitʃel/
moliciune	/molitʃ̩une/
molid	/molid/
molidiș	/molidiʃ/
molidv	/molidv/
molidviș	/molidviʃ/
molie	/molije/
molift	/molift/
moliftă	/moliftə/
molifți	/moliftsʲ/
molimă	/molimə/
molipseală	/molipsĕalə/
molipsi	/molipsi/
molipsire	/molipsire/
molipsit	/molipsit/
molipsitor	/molipsitor/
molișor	/moliʃor/
molitfă	/molitfə/
molitfelnic	/molitfelnik/
molitvă	/molitvə/
molitvelnic	/molitvelnik/
molitvenic	/molitvenik/
molâu	/molɨw/
