가	/ka̠/
비약	/pija̠k̚/
비어	/piʌ̹/
비엔티안	/pie̞ntʰia̠n/
비엘스코비아와	/pie̞ɭsʰɯkʰo̞bia̠wa̠/
비역	/pijʌ̹k̚/
비열	/pijʌ̹ɭ/
비열하다	/pijʌ̹ɾɦa̠da̠/
비예하다	/ˈpiːje̞ɦa̠da̠/
비옥	/pio̞k̚/
비옷	/pio̞t̚/
비와꼬	/piwa̠k͈o̞/
비용	/pijoŋ/
비우다	/piuda̠/
비웃다	/piut̚t͈a̠/
비원	/piwʌ̹n/
비위	/piɥi/, /piy/
비위난정	/piɥina̠nd͡ʑʌ̹ŋ/, /piyna̠nd͡ʑʌ̹ŋ/
비위난정하다	/piɥina̠nd͡ʑʌ̹ŋɦa̠da̠/, /piyna̠nd͡ʑʌ̹ŋɦa̠da̠/
비위생적	/piɥisʰɛ̝ŋd͡ʑʌ̹k̚/, /piysʰɛ̝ŋd͡ʑʌ̹k̚/
비유	/piju/
비유되다	/pijudø̞da̠/, /pijudwe̞da̠/
비유법	/pijubʌ̹p̚/
비유하다	/pijuɦa̠da̠/
비육	/pijuk̚/
비육불포	/pijuk̚p͈uɭpʰo̞/
비육불포하다	/pijuk̚p͈uɭpʰo̞ɦa̠da̠/
비육우	/pijuɡu/
비육지탄	/pijuk̚t͡ɕ͈itʰa̠n/
비율	/pijuɭ/
비율빈	/pijuɭbin/
비음	/piɯm/
비음화	/piɯmβwa̠/
비읍	/piɯp̚/
비읍 불규칙 활용	/piɯp̚ puɭɡjut͡ɕʰik̚ ɸwa̠ɾjoŋ/
비읍시옷	/piɯpɕ͈io̞t̚/
비의	/piɰi/
비이성적	/piisʰʌ̹ŋd͡ʑʌ̹k̚/
비익	/piik̚/
비익연리	/piiɡjʌ̹ɭʎi/
비익조	/piik̚t͡ɕ͈o̞/
비인	/piin/
비인도적	/piindo̞d͡ʑʌ̹k̚/
비일비재	/piiɭbid͡ʑɛ̝/
비일비재하다	/piiɭbid͡ʑɛ̝ɦa̠da̠/
비자	/pid͡ʑa̠/
비자금	/pid͡ʑa̠ɡɯm/
비장	/pid͡ʑa̠ŋ/
비장미	/pid͡ʑa̠ŋmi/
비장하다	/pid͡ʑa̠ŋɦa̠da̠/
비재	/pid͡ʑɛ̝/
비저항	/pid͡ʑʌ̹ɦa̠ŋ/
비적	/pid͡ʑʌ̹k̚/
비적성	/pid͡ʑʌ̹ks͈ʌ̹ŋ/
비전선 스콜선	/pid͡ʑʌ̹nsʰʌ̹n sʰɯkʰo̞ɭsʰʌ̹n/
비주얼	/pid͡ʑuʌ̹ɭ/
비죽	/pid͡ʑuk̚/
비준	/pid͡ʑun/
비중	/pid͡ʑuŋ/
비집다	/ˈpiːd͡ʑip̚t͈a̠/
비참	/ˈpiːt͡ɕʰa̠m/
비참하다	/pit͡ɕʰa̠mɦa̠da̠/
비척	/pit͡ɕʰʌ̹k̚/
비천	/pit͡ɕʰʌ̹n/
비천하다	/pit͡ɕʰʌ̹nɦa̠da̠/
비추다	/pit͡ɕʰuda̠/
비치다	/pit͡ɕʰida̠/
비치발리볼	/pit͡ɕʰiba̠ɭʎibo̞ɭ/
비치적	/pit͡ɕʰid͡ʑʌ̹k̚/
비칠	/pit͡ɕʰiɭ/
비키니	/pikçini/
비키다	/pikçida̠/
비타민	/pitʰa̠min/
비탈	/pitʰa̠ɭ/
비탈각	/pitʰa̠ɭɡa̠k̚/
비탈도	/pitʰa̠ɭdo̞/
비탈면	/pitʰa̠ɭmjʌ̹n/
비통	/pitʰo̞ŋ/
비트박스	/pitʰɯba̠ks͈ɯ/
비틀	/pitʰɯɭ/
비틀다	/ˈpiːtʰɯɭda̠/
비판	/pipʰa̠n/
비판적	/pipʰa̠nd͡ʑʌ̹k̚/
비판하다	/pipʰa̠nɦa̠da̠/
비평	/pipʰjʌ̹ŋ/
비표준어	/pipʰjod͡ʑunʌ̹/
비하다	/piɦa̠da̠/
비행	/piɦɛ̝ŋ/
비행구름	/piɦɛ̝ŋɡuɾɯm/
비행기	/piɦɛ̝ŋɡi/
비행기관측	/piɦɛ̝ŋɡiɡwa̠nt͡ɕʰɯk̚/
비행기록장치	/piɦɛ̝ŋɡiɾo̞k̚t͡ɕ͈a̠ŋt͡ɕʰi/
비행장	/piɦɛ̝ŋd͡ʑa̠ŋ/
비행장 기상예보	/piɦɛ̝ŋd͡ʑa̠ŋ kisʰa̠ŋje̞bo̞/
비행장경보	/piɦɛ̝ŋd͡ʑa̠ŋɡjʌ̹ŋbo̞/
비행정보구역	/piɦɛ̝ŋd͡ʑʌ̹ŋbo̞ɡujʌ̹k̚/
비행하다	/piɦɛ̝ŋɦa̠da̠/
비형	/piʝjʌ̹ŋ/
비호	/piβo̞/
비화가야	/ˈpiːβwa̠ɡa̠ja̠/
비환	/piβwa̠n/
비활동전선	/piβwa̠ɭdo̞ŋd͡ʑʌ̹nsʰʌ̹n/
빈	/pin/
빈가	/pinɡa̠/
빈개념	/pinɡɛ̝ɲjʌ̹m/
빈객	/pinɡɛ̝k̚/
빈격	/pinɡjʌ̹k̚/
빈계	/pinɡje̞/, /pinɡe̞/
빈계사신	/pinɡje̞sʰa̠ɕʰin/, /pinɡe̞sʰa̠ɕʰin/
빈곤	/pinɡo̞n/
빈곤망상	/pinɡo̞nma̠ŋsʰa̠ŋ/
빈곤하다	/pinɡo̞nɦa̠da̠/
빈광	/pinɡwa̠ŋ/
빈광대	/pinɡwa̠ŋdɛ̝/
빈국	/pinɡuk̚/
빈궁	/pinɡuŋ/
빈궁하다	/pinɡuŋɦa̠da̠/
빈농	/pinno̞ŋ/
빈뇨증	/pinɲjod͡ʑɯŋ/
빈도수	/pindo̞sʰu/
빈둥	/pinduŋ/
빈둥거리다	/pinduŋɡʌ̹ɾida̠/
빈둥대다	/pinduŋdɛ̝da̠/
빈록	/piɭɭo̞k̚/
빈말	/pinma̠ɭ/
빈말하다	/pinma̠ɾɦa̠da̠/
빈모	/pinmo̞/
빈민	/pinmin/
빈민가	/pinminɡa̠/
빈민층	/pinmint͡ɕʰɯŋ/
빈발	/pinba̠ɭ/
빈발하다	/pinba̠ɾɦa̠da̠/
빈배합	/pinbɛ̝ɦa̠p̚/
빈번	/pinbʌ̹n/
빈번하다	/pinbʌ̹nɦa̠da̠/
빈번히	/pinbʌ̹nʝi/
빈부	/pinbu/
빈사	/pinsʰa̠/
빈사자	/pinsʰa̠d͡ʑa̠/
빈삭	/pinsʰa̠k̚/
빈상	/pinsʰa̠ŋ/
빈소	/pinsʰo̞/
빈씨	/pinɕ͈i/
빈약	/piɲja̠k̚/
빈약하다	/piɲja̠kʰa̠da̠/
빈영양호	/piɲjʌ̹ŋja̠ŋβo̞/
빈와	/pinwa̠/
빈우	/pinu/
빈익빈	/pinik̚p͈in/
빈자	/pind͡ʑa̠/
빈자소인	/pind͡ʑa̠sʰo̞in/
빈자일등	/pind͡ʑa̠iɭdɯŋ/
빈전	/pind͡ʑʌ̹n/
빈정	/pind͡ʑʌ̹ŋ/
빈조	/pind͡ʑo̞/
빈처	/pint͡ɕʰʌ̹/
빈첩	/pint͡ɕʰʌ̹p̚/
빈청	/pint͡ɕʰʌ̹ŋ/
빈촌	/pint͡ɕʰo̞n/
빈축	/pint͡ɕʰuk̚/
빈축하다	/pint͡ɕʰukʰa̠da̠/
빈타	/pintʰa̠/
빈티지	/pintʰid͡ʑi/
빈핍	/pinpʰip̚/
빈핍하다	/pinpʰipʰa̠da̠/
빈한	/pinɦa̠n/
빈함옥	/pinɦa̠mo̞k̚/
빈혈	/pinʝjʌ̹ɭ/
빈혈증	/pinʝjʌ̹ɭd͡ʑɯŋ/
빌	/piɭ/
빌다	/piɭda̠/
빌딩	/piɭdiŋ/
빌리다	/piɭʎida̠/
빌베리	/piɭbe̞ɾi/
빌빌	/piɭbiɭ/
빌어먹을	/piɾʌ̹mʌ̹ɡɯɭ/
빗	/pit̚/
빗다	/pit̚t͈a̠/
빗대다	/pit̚t͈ɛ̝da̠/
빗물	/pinmuɭ/
빗방울	/pit̚p͈a̠ŋuɭ/
빗살	/pit̚s͈a̠ɭ/
빗자루	/pit̚t͡ɕ͈a̠ɾu/
빗장	/pit̚t͡ɕ͈a̠ŋ/
빗장뼈	/pit̚t͡ɕ͈a̠ŋp͈jʌ̹/
빗줄기	/pit̚t͡ɕ͈uɭɡi/
빙	/piŋ/
빙결고도	/piŋɡjʌ̹ɭɡo̞do̞/
빙공영사	/piŋɡo̞ŋjʌ̹ŋsʰa̠/
빙그레	/piŋɡɯɾe̞/
빙그레하다	/piŋɡɯɾe̞ɦa̠da̠/
빙그르	/piŋɡɯɾɯ/
빙그르르	/piŋɡɯɾɯɾɯ/
빙그르르하다	/piŋɡɯɾɯɾɯɦa̠da̠/
빙글	/piŋɡɯɭ/
빙글거리다	/piŋɡɯɭɡʌ̹ɾida̠/
빙글대다	/piŋɡɯɭdɛ̝da̠/
빙글빙글	/piŋɡɯɭbiŋɡɯɭ/
빙글빙글하다	/piŋɡɯɭbiŋɡɯɾɦa̠da̠/
빙긋	/piŋɡɯt̚/
빙긋거리다	/piŋɡɯt̚k͈ʌ̹ɾida̠/
빙긋대다	/piŋɡɯt̚t͈ɛ̝da̠/
빙긋빙긋	/piŋɡɯt̚p͈iŋɡɯt̚/
빙긋빙긋하다	/piŋɡɯt̚p͈iŋɡɯtʰa̠da̠/
빙긋이	/piŋɡɯɕʰi/
빙긋하다	/piŋɡɯtʰa̠da̠/
빙기옥골	/piŋɡio̞k̚k͈o̞ɭ/
빙끗	/piŋk͈ɯt̚/
빙끗거리다	/piŋk͈ɯt̚k͈ʌ̹ɾida̠/
빙끗대다	/piŋk͈ɯt̚t͈ɛ̝da̠/
빙끗빙끗	/piŋk͈ɯt̚p͈iŋk͈ɯt̚/
빙끗빙끗하다	/piŋk͈ɯt̚p͈iŋk͈ɯtʰa̠da̠/
빙끗이	/piŋk͈ɯɕʰi/
빙끗하다	/piŋk͈ɯtʰa̠da̠/
빙빙	/piŋbiŋ/
빙빙거리다	/piŋbiŋɡʌ̹ɾida̠/
빙빙대다	/piŋbiŋdɛ̝da̠/
빙빙하다	/piŋbiŋɦa̠da̠/
빙산	/piŋsʰa̠n/
빙상경기	/piŋsʰa̠ŋɡjʌ̹ŋɡi/
빙상관	/piŋsʰa̠ŋɡwa̠n/
빙상돛배	/piŋsʰa̠ŋdo̞t̚p͈ɛ̝/
빙상호케이	/piŋsʰa̠ŋβo̞kʰe̞i/
빙설기후	/piŋsʰʌ̹ɭɡiβu/
빙시레	/piŋɕʰiɾe̞/
빙시레하다	/piŋɕʰiɾe̞ɦa̠da̠/
빙식곡	/piŋɕʰik̚k͈o̞k̚/
빙식단구	/piŋɕʰik̚t͈a̠nɡu/
빙식윤회	/piŋɕʰiɡjunɦø̞/, /piŋɕʰiɡjunβwe̞/
빙실	/piŋɕʰiɭ/
빙실거리다	/piŋɕʰiɭɡʌ̹ɾida̠/
빙실대다	/piŋɕʰiɭdɛ̝da̠/
빙실빙실	/piŋɕʰiɭbiŋɕʰiɭ/
빙실빙실하다	/piŋɕʰiɭbiŋɕʰiɾɦa̠da̠/
빙심옥호	/piŋɕʰimo̞kʰo̞/
빙싯	/piŋɕʰit̚/
빙싯거리다	/piŋɕʰit̚k͈ʌ̹ɾida̠/
빙싯대다	/piŋɕʰit̚t͈ɛ̝da̠/
빙싯빙싯	/piŋɕʰit̚p͈iŋɕʰit̚/
빙싯빙싯하다	/piŋɕʰit̚p͈iŋɕʰitʰa̠da̠/
빙싯이	/piŋɕʰiɕʰi/
빙싯하다	/piŋɕʰitʰa̠da̠/
빙자옥질	/piŋd͡ʑa̠o̞k̚t͡ɕ͈iɭ/
빙점	/piŋd͡ʑʌ̹m/
빙점하	/piŋd͡ʑʌ̹mɦa̠/
빙정	/piŋd͡ʑʌ̹ŋ/
빙정구름	/piŋd͡ʑʌ̹ŋɡuɾɯm/
빙정석	/piŋd͡ʑʌ̹ŋsʰʌ̹k̚/
빙정설	/piŋd͡ʑʌ̹ŋsʰʌ̹ɭ/
빙정안개	/piŋd͡ʑʌ̹ŋa̠nɡɛ̝/
빙정옥결	/piŋd͡ʑʌ̹ŋo̞k̚k͈jʌ̹ɭ/
빙정점	/piŋd͡ʑʌ̹ŋd͡ʑʌ̹m/
빙정핵	/piŋd͡ʑʌ̹ŋɦɛ̝k̚/
빙정효과	/piŋd͡ʑʌ̹ŋʝjoɡwa̠/
빙주석	/piŋd͡ʑusʰʌ̹k̚/
빙초산	/piŋt͡ɕʰo̞sʰa̠n/
빙충맞다	/piŋt͡ɕʰuŋma̠t̚t͈a̠/
빙탄간	/piŋtʰa̠nɡa̠n/
빙퇴석	/piŋtʰø̞sʰʌ̹k̚/, /piŋtʰwe̞sʰʌ̹k̚/
빙하	/piŋɦa̠/
빙하계류	/piŋɦa̠ɡje̞ɾju/, /piŋɦa̠ɡe̞ɾju/
빙하곡	/piŋɦa̠ɡo̞k̚/
빙하기	/piŋɦa̠ɡi/
빙하성층	/piŋɦa̠sʰʌ̹ŋt͡ɕʰɯŋ/
빙하시대	/piŋɦa̠ɕʰidɛ̝/
빙하지형	/piŋɦa̠d͡ʑiʝjʌ̹ŋ/
빙하탁	/piŋɦa̠tʰa̠k̚/
빙하토	/piŋɦa̠tʰo̞/
빙하학	/piŋɦa̠ɦa̠k̚/
빙하호	/piŋɦa̠βo̞/
빚	/pit̚/
빛	/pit̚/
빛 현상	/pit̚ çjʌ̹nsʰa̠ŋ/
빛갈	/pit̚k͈a̠ɭ/
빛굽힘성	/pit̚k͈upʰimsʰʌ̹ŋ/
빛깔	/pit̚k͈a̠ɭ/
빛나다	/pinna̠da̠/
빠가	/p͈a̠ɡa̠/
빠구리	/p͈a̠ɡuɾi/
빠근	/p͈a̠ɡɯn/
빠꾸	/p͈a̠k͈u/
빠꾸오라이	/p͈a̠k͈uo̞ɾa̠i/
빠나마	/p͈a̠na̠ma̠/
빠다	/p͈a̠da̠/
빠데	/p͈a̠de̞/
빠드름	/p͈a̠dɯɾɯm/
빠듯	/p͈a̠dɯt̚/
빠뜨리다	/p͈a̠t͈ɯɾida̠/
빠라과이	/p͈a̠ɾa̠ɡwa̠i/
빠루	/p͈a̠ɾu/
빠르다	/p͈a̠ɾɯda̠/
빠르작	/p͈a̠ɾɯd͡ʑa̠k̚/
빠르찌잔스크	/p͈a̠ɾɯt͡ɕ͈id͡ʑa̠nsʰɯkxɯ/
빠른	/p͈a̠ɾɯn/
빠른공때리기	/p͈a̠ɾɯnɡo̞ŋt͈ɛ̝ɾiɡi/
빠름	/p͈a̠ɾɯm/
빠릊	/p͈a̠ɾɯt̚/
빠리	/p͈a̠ɾi/
빠릿빠릿	/p͈a̠ɾit̚p͈a̠ɾit̚/
빠빠	/p͈a̠p͈a̠/
빠삐에떼	/p͈a̠p͈ie̞t͈e̞/
빠삭	/p͈a̠sʰa̠k̚/
빠삭하다	/p͈a̠sʰa̠kʰa̠da̠/
빠스꽈 섬	/p͈a̠sʰɯk͈wa̠ sʰʌ̹m/
빠스뽀르트	/p͈a̠sʰɯp͈o̞ɾɯtʰɯ/
빠작	/p͈a̠d͡ʑa̠k̚/
빠져나가다	/p͈a̠d͡ʑjʌ̹na̠ɡa̠da̠/
빠져나오다	/p͈a̠d͡ʑjʌ̹na̠o̞da̠/
빠지다	/p͈a̠d͡ʑida̠/
빠찌	/p͈a̠t͡ɕ͈i/
빠트리다	/ˈp͈a̠ːtʰɯɾida̠/
빡시다	/p͈a̠kɕ͈ida̠/
빡작지근	/p͈a̠k̚t͡ɕ͈a̠k̚t͡ɕ͈iɡɯn/
빤	/p͈a̠n/
빤들	/p͈a̠ndɯɭ/
빤빤	/p͈a̠np͈a̠n/
빤쓰	/p͈a̠ns͈ɯ/
빤질	/p͈a̠nd͡ʑiɭ/
빤질빤질	/p͈a̠nd͡ʑiɭp͈a̠nd͡ʑiɭ/
빤질빤질하다	/p͈a̠nd͡ʑiɭp͈a̠nd͡ʑiɾɦa̠da̠/
빤쯔	/p͈a̠nt͡ɕ͈ɯ/
빨간	/p͈a̠ɭɡa̠n/
빨간색	/p͈a̠ɭɡa̠nsʰɛ̝k̚/
빨감	/p͈a̠ɭɡa̠m/
빨강	/p͈a̠ɭɡa̠ŋ/
빨갛다	/p͈a̠ɭɡa̠tʰa̠/
빨갱이	/p͈a̠ɭɡɛ̝ŋi/
빨그대대	/p͈a̠ɭɡɯdɛ̝dɛ̝/
빨그대대하다	/p͈a̠ɭɡɯdɛ̝dɛ̝ɦa̠da̠/
빨그댕댕	/p͈a̠ɭɡɯdɛ̝ŋdɛ̝ŋ/
빨그레	/p͈a̠ɭɡɯɾe̞/
빨그름	/p͈a̠ɭɡɯɾɯm/
빨그스레	/p͈a̠ɭɡɯsʰɯɾe̞/
빨그스름	/p͈a̠ɭɡɯsʰɯɾɯm/
빨그족족	/p͈a̠ɭɡɯd͡ʑo̞k̚t͡ɕ͈o̞k̚/
빨긋	/p͈a̠ɭɡɯt̚/
빨다	/p͈a̠ɭda̠/
빨랑	/p͈a̠ɭɭa̠ŋ/
빨랑빨랑	/p͈a̠ɭɭa̠ŋp͈a̠ɭɭa̠ŋ/
빨래	/p͈a̠ɭɭɛ̝/
빨래하다	/p͈a̠ɭɭɛ̝ɦa̠da̠/
빨랫비누	/p͈a̠ɭɭɛ̝t̚p͈inu/
빨리	/p͈a̠ɭʎi/
빨리다	/p͈a̠ɭʎida̠/
빨리하다	/p͈a̠ɭʎiɦa̠da̠/
빨빨	/p͈a̠ɭp͈a̠ɭ/
빨아들이다	/p͈a̠ɾa̠dɯɾida̠/
빨찌산	/p͈a̠ɭt͡ɕ͈isʰa̠n/
빨치산	/p͈a̠ɭt͡ɕʰisʰa̠n/
빳빳	/p͈a̠t̚p͈a̠t̚/
빵	/p͈a̠ŋ/
빵꾸	/p͈a̠ŋk͈u/
빵빵	/p͈a̠ŋp͈a̠ŋ/
빵집	/p͈a̠ŋd͡ʑip̚/
빵카	/p͈a̠ŋkʰa̠/
빵터지다	/p͈a̠ŋtʰʌ̹d͡ʑida̠/
빵통	/p͈a̠ŋtʰo̞ŋ/
빼기	/p͈ɛ̝ɡi/
빼기하다	/p͈ɛ̝ɡiɦa̠da̠/
빼꼼	/p͈ɛ̝k͈o̞m/
빼놓다	/p͈ɛ̝no̞tʰa̠/
빼다	/p͈ɛ̝da̠/
빼딱	/p͈ɛ̝t͈a̠k̚/
빼딱거리다	/p͈ɛ̝t͈a̠k̚k͈ʌ̹ɾida̠/
빼람	/p͈ɛ̝ɾa̠m/
빼먹다	/p͈ɛ̝mʌ̹k̚t͈a̠/
빼물다	/p͈ɛ̝muɭda̠/
빼빠	/p͈ɛ̝p͈a̠/
빼빼하다	/p͈ɛ̝p͈ɛ̝ɦa̠da̠/
빼앗기기술	/p͈ɛ̝a̠t̚k͈iɡisʰuɭ/
빼앗기다	/p͈ɛ̝a̠t̚k͈ida̠/
빼앗다	/p͈ɛ̝a̠t̚t͈a̠/
빼어나다	/p͈ɛ̝ʌ̹na̠da̠/
빼죽	/p͈ɛ̝d͡ʑuk̚/
빼틀	/p͈ɛ̝tʰɯɭ/
빽빽	/p͈ɛ̝k̚p͈ɛ̝k̚/
빽빽하다	/p͈ɛ̝k̚p͈ɛ̝kʰa̠da̠/
뺀질이	/p͈ɛ̝nd͡ʑiɾi/
뺄셈	/p͈ɛ̝ɭsʰe̞m/
뺄셈하다	/p͈ɛ̝ɭsʰe̞mɦa̠da̠/
뺄헤염	/p͈ɛ̝ɾɦe̞jʌ̹m/
뺏다	/p͈ɛ̝t̚t͈a̠/
뺨	/p͈ja̠m/
뺨따귀	/p͈ja̠mt͈a̠ɡɥi/, /p͈ja̠mt͈a̠ɡy/
뻐근	/p͈ʌ̹ɡɯn/
뻐근하다	/p͈ʌ̹ɡɯnɦa̠da̠/
뻐기다	/p͈ʌ̹ɡida̠/
뻐끔	/p͈ʌ̹k͈ɯm/
뻐드름	/p͈ʌ̹dɯɾɯm/
뻐르적	/p͈ʌ̹ɾɯd͡ʑʌ̹k̚/
뻐스	/p͈ʌ̹sʰɯ/
뻐적	/p͈ʌ̹d͡ʑʌ̹k̚/
뻐쭈	/p͈ʌ̹t͡ɕ͈u/
뻑뻑	/p͈ʌ̹k̚p͈ʌ̹k̚/
뻑적지근	/p͈ʌ̹k̚t͡ɕ͈ʌ̹k̚t͡ɕ͈iɡɯn/
뻔	/p͈ʌ̹n/
뻔뻔	/p͈ʌ̹np͈ʌ̹n/
뻔뻔스럽다	/p͈ʌ̹np͈ʌ̹nsʰɯɾʌ̹p̚t͈a̠/
뻔뻔하다	/p͈ʌ̹np͈ʌ̹nɦa̠da̠/
뻔죽	/p͈ʌ̹nd͡ʑuk̚/
뻔지르르	/p͈ʌ̹nd͡ʑiɾɯɾɯ/
뻔질	/p͈ʌ̹nd͡ʑiɭ/
뻔하다	/p͈ʌ̹nɦa̠da̠/
뻗다	/p͈ʌ̹t̚t͈a̠/
뻗치다	/p͈ʌ̹t̚t͡ɕʰida̠/
뻘	/p͈ʌ̹ɭ/
뻘건	/p͈ʌ̹ɭɡʌ̹n/
뻘검	/p͈ʌ̹ɭɡʌ̹m/
뻘그데데	/p͈ʌ̹ɭɡɯde̞de̞/
뻘그데데하다	/p͈ʌ̹ɭɡɯde̞de̞ɦa̠da̠/
뻘그뎅뎅	/p͈ʌ̹ɭɡɯde̞ŋde̞ŋ/
뻘그름	/p͈ʌ̹ɭɡɯɾɯm/
뻘그스레	/p͈ʌ̹ɭɡɯsʰɯɾe̞/
뻘그스름	/p͈ʌ̹ɭɡɯsʰɯɾɯm/
뻘그스름하다	/p͈ʌ̹ɭɡɯsʰɯɾɯmɦa̠da̠/
뻘그죽죽	/p͈ʌ̹ɭɡɯd͡ʑuk̚t͡ɕ͈uk̚/
뻘긋	/p͈ʌ̹ɭɡɯt̚/
뻘긋하다	/p͈ʌ̹ɭɡɯtʰa̠da̠/
뻘꺽	/p͈ʌ̹ɭk͈ʌ̹k̚/
뻘렁	/p͈ʌ̹ɭɭʌ̹ŋ/
뻘쭘	/p͈ʌ̹ɭt͡ɕ͈um/
뻣뻣	/p͈ʌ̹t̚p͈ʌ̹t̚/
뻥	/p͈ʌ̹ŋ/
뻥글	/p͈ʌ̹ŋɡɯɭ/
뻥끗	/p͈ʌ̹ŋk͈ɯt̚/
뻬뜨로빠블롭스크-깜챠쯔끼	/p͈e̞t͈ɯɾo̞p͈a̠bɯɭɭo̞ps͈ɯkxɯ-k͈a̠mt͡ɕʰja̠t͡ɕ͈ɯk͈i/
뻬뜨로자보드스크	/p͈e̞t͈ɯɾo̞d͡ʑa̠bo̞dɯsʰɯkxɯ/
뻬루	/p͈e̞ɾu/
뻬름	/p͈e̞ɾɯm/
뻬빠	/p͈e̞p͈a̠/
뻬치까	/p͈e̞t͡ɕʰik͈a̠/
뻰찌	/p͈e̞nt͡ɕ͈i/
뼁끼	/p͈e̞ŋk͈i/
뼈	/p͈jʌ̹/
뼈다귀	/p͈jʌ̹da̠ɡɥi/, /p͈jʌ̹da̠ɡy/
뼈마디	/p͈jʌ̹ma̠di/
뼈마디아픔	/p͈jʌ̹ma̠dia̠pʰɯm/
뼈부러지기	/p͈jʌ̹buɾʌ̹d͡ʑiɡi/
뼈아프다	/p͈jʌ̹a̠pʰɯda̠/
뼈저린	/p͈jʌ̹d͡ʑʌ̹ɾin/
뼉다구	/p͈jʌ̹k̚t͈a̠ɡu/
뽀그르	/p͈o̞ɡɯɾɯ/
뽀그르르	/p͈o̞ɡɯɾɯɾɯ/
뽀그르르하다	/p͈o̞ɡɯɾɯɾɯɦa̠da̠/
뽀그르하다	/p͈o̞ɡɯɾɯɦa̠da̠/
뽀글	/p͈o̞ɡɯɭ/
뽀글거리다	/p͈o̞ɡɯɭɡʌ̹ɾida̠/
뽀글대다	/p͈o̞ɡɯɭdɛ̝da̠/
뽀글뽀글	/p͈o̞ɡɯɭp͈o̞ɡɯɭ/
뽀글뽀글하다	/p͈o̞ɡɯɭp͈o̞ɡɯɾɦa̠da̠/
뽀닥뽀닥	/p͈o̞da̠k̚p͈o̞da̠k̚/
뽀닥뽀닥하다	/p͈o̞da̠k̚p͈o̞da̠kʰa̠da̠/
뽀도독	/p͈o̞do̞do̞k̚/
뽀도독거리다	/p͈o̞do̞do̞k̚k͈ʌ̹ɾida̠/
뽀도독대다	/p͈o̞do̞do̞k̚t͈ɛ̝da̠/
뽀도독뽀도독	/p͈o̞do̞do̞k̚p͈o̞do̞do̞k̚/
뽀도독뽀도독하다	/p͈o̞do̞do̞k̚p͈o̞do̞do̞kʰa̠da̠/
뽀도독하다	/p͈o̞do̞do̞kʰa̠da̠/
뽀독	/p͈o̞do̞k̚/
뽀독뽀독	/p͈o̞do̞k̚p͈o̞do̞k̚/
뽀독뽀독하다	/p͈o̞do̞k̚p͈o̞do̞kʰa̠da̠/
뽀독하다	/p͈o̞do̞kʰa̠da̠/
뽀드득	/p͈o̞dɯdɯk̚/
뽀드득거리다	/p͈o̞dɯdɯk̚k͈ʌ̹ɾida̠/
뽀드득대다	/p͈o̞dɯdɯk̚t͈ɛ̝da̠/
뽀드득뽀드득	/p͈o̞dɯdɯk̚p͈o̞dɯdɯk̚/
뽀드득뽀드득하다	/p͈o̞dɯdɯk̚p͈o̞dɯdɯkʰa̠da̠/
뽀드득하다	/p͈o̞dɯdɯkʰa̠da̠/
뽀드등	/p͈o̞dɯdɯŋ/
뽀드등거리다	/p͈o̞dɯdɯŋɡʌ̹ɾida̠/
뽀드등대다	/p͈o̞dɯdɯŋdɛ̝da̠/
뽀드등뽀드등	/p͈o̞dɯdɯŋp͈o̞dɯdɯŋ/
뽀드등뽀드등하다	/p͈o̞dɯdɯŋp͈o̞dɯdɯŋɦa̠da̠/
뽀드등하다	/p͈o̞dɯdɯŋɦa̠da̠/
뽀득	/p͈o̞dɯk̚/
뽀득거리다	/p͈o̞dɯk̚k͈ʌ̹ɾida̠/
뽀득대다	/p͈o̞dɯk̚t͈ɛ̝da̠/
뽀득뽀득	/p͈o̞dɯk̚p͈o̞dɯk̚/
뽀득뽀득하다	/p͈o̞dɯk̚p͈o̞dɯkʰa̠da̠/
뽀득하다	/p͈o̞dɯkʰa̠da̠/
뽀로나이스크	/p͈o̞ɾo̞na̠isʰɯkxɯ/
뽀로통	/p͈o̞ɾo̞tʰo̞ŋ/
뽀로통하다	/p͈o̞ɾo̞tʰo̞ŋɦa̠da̠/
뽀로통히	/p͈o̞ɾo̞tʰo̞ŋʝi/
뽀록나다	/p͈o̞ɾo̞ŋna̠da̠/
뽀르또노보	/p͈o̞ɾɯt͈o̞no̞bo̞/
뽀르또쁘랭스	/p͈o̞ɾɯt͈o̞p͈ɯɾɛ̝ŋsʰɯ/
뽀르뚜갈	/p͈o̞ɾɯt͈uɡa̠ɭ/
뽀르르	/p͈o̞ɾɯɾɯ/
뽀르르뽀르르	/p͈o̞ɾɯɾɯp͈o̞ɾɯɾɯ/
뽀르릉	/p͈o̞ɾɯɾɯŋ/
뽀르릉뽀르릉	/p͈o̞ɾɯɾɯŋp͈o̞ɾɯɾɯŋ/
뽀뽀	/p͈o̞p͈o̞/
뽀뽀하다	/p͈o̞p͈o̞ɦa̠da̠/
뽀뿌린	/p͈o̞p͈uɾin/
뽀사삭	/p͈o̞sʰa̠sʰa̠k̚/
뽀사삭거리다	/p͈o̞sʰa̠sʰa̠k̚k͈ʌ̹ɾida̠/
뽀사삭대다	/p͈o̞sʰa̠sʰa̠k̚t͈ɛ̝da̠/
뽀사삭뽀사삭	/p͈o̞sʰa̠sʰa̠k̚p͈o̞sʰa̠sʰa̠k̚/
