a	/aː/
ósnortna	/ouːstnɔr̥tna/
ósnöfurmannlegt	/ouːstnœvʏrmanlɛxt/
ósonlagið	/ouːsɔnlajɪð/
ósóma	/ouːsouma/
óspar	/ouːspar/
óspart	/ouːspar̥t/
óspennandi	/ouːspɛnantɪ/
óspilltra	/ouːspɪl̥tra/
óspurðum	/ouːspʏrðʏm/
óspör	/ouːspœr/
óstjórnlega	/ouːstjourtn̥lɛɣa/
óstjórnlegri	/ouːstourtn̥lɛɣrɪ/
óstudd	/ouːstʏt/
óstuddur	/ouːstʏtʏr/
óstyrk	/ouːstɪr̥k/
óstyrkum	/ouːstɪr̥kʏm/
óstyrkur	/ouːstɪr̥kʏr/
óstýriláta	/ouːstirɪlauta/
óstöðug	/ouːstœðʏɣ/
óstöðugleika	/ouːstœðʏɣleika/
óstöðvandi	/ouːstœðvantɪ/
ósvarað	/ouːsvarað/
ósveigjanlegur	/ouːsveijanlɛɣʏr/
ósvikið	/ouːsvɪcɪð/
ósvikin	/ouːsvɪcɪn/
ósvikinn	/ouːsvɪcɪn/
ósvikna	/ouːsvɪhkna/
ósvinnu	/ouːsvɪnʏ/
ósvipað	/ouːsvɪpað/
ósvipaður	/ouːsvɪpaðʏr/
ósvipuð	/ouːsvɪpʏð/
ósvífið	/ouːsvivɪð/
ósvífin	/ouːsvivɪn/
ósvífinn	/ouːsvivɪn/
ósvífni	/ouːsvipnɪ/
ósvífursdóttur	/ouːsvivʏr̥stouhtʏr/
ósýnileg	/ouːsinɪlɛɣ/
ósýnilega	/ouːsinɪlɛɣa/
ósýnilegan	/ouːsinɪlɛɣan/
ósýnilegir	/ouːsinɪleijɪr/
ósýnilegra	/ouːsinɪlɛɣra/
ósýnilegri	/ouːsinɪlɛɣrɪ/
ósýnilegt	/ouːsinɪlɛxt/
ósýnilegu	/ouːsinɪlɛɣʏ/
ósýnilegur	/ouːsinɪlɛɣʏr/
ósæmilega	/ouːsaimɪlɛɣa/
ósæmilegt	/ouːsaimɪlɛxt/
ósætti	/ouːsaihtɪ/
ótakmarkað	/ouːtʰakmar̥kað/
ótakmarkaða	/ouːtʰakmar̥kaða/
ótal	/ouːtʰal/
ótalin	/ouːtʰalɪn/
ótalmargt	/ouːtʰalmar̥t/
óteljandi	/ouːtʰɛljantɪ/
ótíðindi	/ouːtʰiðɪntɪ/
ótíma	/ouːtʰima/
ótímabær	/ouːtʰimapaiːr/
ótímabært	/ouːtʰimapair̥t/
ótítt	/ouːtʰiht/
ótrauð	/ouːtʰrœið/
ótrauðir	/ouːtʰrœiðɪr/
ótrauður	/ouːtʰrœiðʏr/
ótroðnar	/ouːtʰrɔðnar/
ótrúleg	/ouːtʰrulɛɣ/
ótrúlega	/ouːtʰrulɛɣa/
ótrúlegan	/ouːtʰrulɛɣan/
ótrúlegar	/ouːtʰrulɛɣar/
ótrúlegri	/ouːtʰrulɛɣrɪ/
ótrúlegt	/ouːtʰrulɛxt/
ótrúlegu	/ouːtʰrulɛɣʏ/
ótrúlegum	/ouːtʰrulɛɣʏm/
ótrúlegur	/ouːtʰrulɛɣʏr/
ótrúlegustu	/ouːtʰrulɛɣʏstʏ/
ótrúr	/ouːtʰrur/
ótryggt	/ouːtʰrɪxt/
ótt	/ouht/
ótta	/ouhta/
óttablandinni	/ouhtaplantɪnɪ/
óttablandna	/ouhtaplantna/
óttaðist	/ouhtaðɪst/
óttafullir	/ouhtafʏtlɪr/
óttalausir	/ouhtalœisɪr/
óttaleg	/ouhtalɛɣ/
óttalega	/ouhtalɛɣa/
óttalegt	/ouhtalɛxt/
óttalegur	/ouhtalɛɣʏr/
óttann	/ouhtan/
óttans	/ouhtans/
óttanum	/ouhtanʏm/
Óttar	/ouhtar/
Óttarsdóttir	/ouhtar̥stouhtɪr/
Óttarsson	/ouhtar̥sɔːn/
óttarsstaðavör	/ouhtar̥staðavœːr/
óttaslegið	/ouhtastleijɪð/
óttasleginn	/ouhtastleijɪn/
óttaslegnar	/ouhtastleiknar/
óttast	/ouhtast/
óttastu	/ouhtastʏ/
ótti	/ouhtɪ/
óttinn	/ouhtɪn/
óttist	/ouhtɪst/
óttuðumst	/ouhtʏðʏmst/
óttuðust	/ouhtʏðʏst/
óttumst	/ouhtʏmst/
ótvíræð	/ouːtʰviraiːð/
ótvíræða	/ouːtʰviraiːða/
ótvíræður	/ouːtʰviraiːðʏr/
ótvírætt	/ouːtʰviraiht/
ótækt	/ouːtʰaixt/
ótæmandi	/ouːtʰaimantɪ/
ótæpilega	/ouːtʰaipɪlɛɣa/
óumbúið	/ouːʏmpuɪð/
óumdeilanlega	/ouːʏmteilanlɛɣa/
óumdeilanlegum	/ouːʏmtɛjlanlɛːɣʏm/
óumdeilt	/ouːʏmteil̥t/
óumflýjanleg	/ouːʏmflijanlɛɣ/
óumflýjanlega	/ouːʏmflijanlɛɣa/
óumflýjanlegt	/ouːʏmflijanlɛxt/
óunnið	/ouːʏnɪð/
óútreiknanleg	/ouːutreihknanlɛɣ/
óútreiknanlegur	/ouːutreihknanlɛɣʏr/
óvanalegt	/ouːvanalɛxt/
óvanir	/ouːvanɪr/
óvanur	/ouːvanʏr/
óvarinn	/ouːvarɪn/
óvarkárni	/ouːvar̥kaurtnɪ/
óvart	/ouːvar̥t/
óveðrið	/ouːvɛðrɪð/
óveðrinu	/ouːvɛðrɪnʏ/
óveður	/ouːvɛðʏr/
óvelkomin	/ouːvɛlkʰɔmɪn/
óvenju	/ouːvɛnjʏ/
óvenjufáir	/ouːvenjʏfauːɪr/
óvenjuleg	/ouːvɛnjʏlɛɣ/
óvenjulega	/ouːvɛnjʏlɛɣa/
óvenjulegan	/ouːvɛnjʏlɛɣan/
óvenjulegar	/ouːvɛnjʏlɛɣar/
óvenjulegri	/ouːvɛnjʏlɛɣrɪ/
óvenjulegt	/ouːvɛnjʏlɛxt/
óvenjulegu	/ouːvɛnjʏlɛɣʏ/
óvenjulegum	/ouːvɛnjʏlɛɣʏm/
óvenjulegur	/ouːvɛnjʏlɛɣʏr/
óverjandi	/ouːvɛrjantɪ/
óveruleg	/ouːvɛrʏlɛɣ/
óviðbúin	/ouːvɪðpuɪn/
óviðeigandi	/ouːvɪðeiɣantɪ/
óviðjafnanlega	/ouːvɪðjapnanlɛɣa/
óviðkomandi	/ouːvɪðkʰɔmantɪ/
óviðráðanleg	/ouːvɪðrauðanlɛɣ/
óviðráðanlegum	/ouːvɪðrauðanlɛːɣʏm/
óviðunandi	/ouːvɪðʏnantɪ/
óvild	/ouːvɪlt/
óviljandi	/ouːvɪljantɪ/
óvin	/ouːvɪn/
óvina	/ouːvɪna/
óvinaflugvél	/ouːvɪnaflʏɣvjɛl/
óvinaflugvélar	/ouːvɪnaflʏɣvjɛlar/
óvinaher	/ouːvɪnahɛːr/
óvinanna	/ouːvɪnana/
óvinarins	/ouːvɪnarɪns/
óvini	/ouːvɪnɪ/
óvinina	/ouːvɪnɪna/
óvininn	/ouːvɪnɪn/
óvininum	/ouːvɪnɪnʏm/
óvinir	/ouːvɪnɪr/
óvinnandi	/ouːvɪnantɪ/
óvinum	/ouːvɪnʏm/
óvinur	/ouːvɪnʏr/
óvinurinn	/ouːvɪnʏrɪn/
óvirk	/ouːvɪr̥k/
óviss	/ouːvɪs/
óvissa	/ouːvɪsa/
óvissan	/ouːvɪsan/
óvissu	/ouːvɪsʏ/
óvissuferð	/ouːvɪsʏfɛrð/
óvissuferðina	/ouːvɪsʏfɛrðɪna/
óvissuna	/ouːvɪsʏna/
óvissunni	/ouːvɪsʏnɪ/
óvitandi	/ouːvɪtantɪ/
óvíða	/ouːviða/
óvígur	/ouːviɣʏr/
óvíst	/ouːvist/
óvægin	/ouːvaijɪn/
óvæginn	/ouːvaijɪn/
óvænt	/ouːvain̥t/
óvænta	/ouːvain̥ta/
óvæntan	/ouːvain̥tan/
óvæntar	/ouːvain̥tar/
óvæntir	/ouːvain̥tɪr/
óvæntri	/ouːvain̥trɪ/
óvæntu	/ouːvain̥tʏ/
óvæntum	/ouːvain̥tʏm/
óvæntur	/ouːvain̥tʏr/
óværu	/ouːvairʏ/
óvön	/ouːvœn/
óvörum	/ouːvœrʏm/
óx	/ouks/
óyggjandi	/ouːɪcantɪ/
óþarfa	/ouːθarva/
óþarfar	/ouːθarvar/
óþarfi	/ouːθarvɪ/
óþarflega	/ouːθarvlɛɣa/
óþarft	/ouːθar̥t/
óþarfur	/ouːθarvʏr/
óþef	/ouːθɛv/
óþefur	/ouːθɛvʏr/
óþefurinn	/ouːθɛvʏrɪn/
óþekk	/ouːθɛhk/
óþekkjanlegur	/ouːθɛhcanlɛɣʏr/
óþekkt	/ouːθɛxt/
óþekkta	/ouːθɛxta/
óþekktan	/ouːθɛxtan/
óþekktar	/ouːθɛxtar/
óþekkti	/ouːθɛxtɪ/
óþekktir	/ouːθɛxtɪr/
óþekktum	/ouːθɛxtʏm/
óþekktur	/ouːθɛxtʏr/
óþol	/ouːθɔl/
óþolandi	/ouːθɔlantɪ/
óþolið	/ouːθɔlɪð/
óþolinmóð	/ouːθɔlɪnmouːð/
óþolinmóðir	/ouːθɔlɪnmouːðɪr/
óþolinmóður	/ouːθɔlɪnmouːðʏr/
óþolinmæði	/ouːθɔlɪnmaiːðɪ/
óþreyju	/ouːθreijʏ/
óþreyjufull	/ouːθreijʏfʏtl̥/
óþreyjufullur	/ouːθreijʏfʏtlʏr/
óþreytandi	/ouːθreitantɪ/
óþrjótandi	/ouːθrjoutantɪ/
óþvegið	/ouːθveijɪð/
óþverra	/ouːθvɛra/
óþvingað	/ouːθviŋkað/
óþvinguð	/ouːθviŋkʏð/
óþyrmilega	/ouːθɪrmɪlɛɣa/
óþægileg	/ouːθaijɪlɛɣ/
óþægilega	/ouːθaijɪlɛɣa/
óþægilegar	/ouːθaijɪlɛɣar/
óþægilegt	/ouːθaijɪlɛxt/
óþægilegu	/ouːθaijɪlɛɣʏ/
óþægilegum	/ouːθaijɪlɛɣʏm/
óþæginda	/ouːθaijɪnta/
óþægindi	/ouːθaijɪntɪ/
óþægindin	/ouːθaijɪntɪn/
óþægindum	/ouːθaijɪntʏm/
óþökk	/ouːθœhk/
óþörf	/ouːθœrv/
óþörfu	/ouːθœrvʏ/
óæskileg	/ouːaiscɪlɛɣ/
óæskilegt	/ouːaiscɪlɛxt/
óæskilegum	/ouːaiscɪlɛɣʏm/
óörugg	/ouːœrʏk/
óöruggur	/ouːœrʏkʏr/
óöryggi	/ouːœrɪcɪ/
óöryggis	/ouːœrɪcɪs/
P	/pjɛː/
pabba	/pʰapa/
pabbar	/pʰapar/
pabbarnir	/pʰapatnɪr/
pabbi	/pʰapɪ/
pabbinn	/pʰapɪn/
padda	/pʰata/
pakistan	/pʰaːcɪstan/
pakistana	/pʰaːcɪstana/
pakistanar	/pʰaːcɪstanar/
pakistans	/pʰaːcɪstans/
pakistanska	/pʰaːcɪstanska/
pakk	/pʰahk/
pakka	/pʰahka/
pakkað	/pʰahkað/
pakkaðirðu	/pʰahkaðɪrʏ/
pakkana	/pʰahkana/
pakkann	/pʰahkan/
pakkanum	/pʰahkanʏm/
pakkar	/pʰahkar/
pakkhúsið	/pʰahkhusɪð/
pakki	/pʰahcɪ/
pakkið	/pʰahcɪð/
pakkinn	/pʰahkɪn/
pakkninga	/pʰahkniŋka/
pakkningarstærð	/pʰahkniŋkar̥stajrð/
palestína	/pʰaːlɛstina/
palestínsk	/pʰaːlɛstinsk/
palestínska	/pʰaːlɛstinska/
palestínskir	/pʰaːlɛstinscɪr/
palestínskra	/pʰaːlɛstinskra/
palestínsku	/pʰaːlɛstinskʏ/
palestínskum	/pʰaːlɛstinskʏm/
palestínu	/pʰaːlɛstinʏ/
palestínumaður	/pʰaːlɛstinʏmaːðʏr/
palestínumanna	/pʰaːlɛstinʏmana/
palestínumenn	/pʰaːlɛstinʏmɛn/
palestínumönnum	/pʰaːlɛstinʏmœnʏm/
pall	/pʰatl̥/
palla	/pʰatla/
pallar	/pʰatlar/
pallbíl	/pʰatl̥pil/
pallbílinn	/pʰatl̥pilɪn/
pallborðið	/pʰatl̥pɔrðɪð/
pallborðsumræðum	/pʰatl̥pɔrðsʏmraiðʏm/
pallborðsumræður	/pʰatl̥pɔrðsʏmraiðʏr/
pallhýsi	/pʰatl̥hiːsɪ/
palli	/pʰatlɪ/
pallinn	/pʰatlɪn/
pallinum	/pʰatlɪnʏm/
pamela	/pʰaːmɛla/
pamfíll	/pʰamfitl̥/
panama	/pʰaːnama/
panamabúar	/pʰaːnamapuːar/
pandan	/pʰantan/
panellinn	/pʰaːnɛtlɪn/
panna	/pʰana/
pannan	/pʰanan/
panta	/pʰan̥ta/
pantað	/pʰan̥tað/
pantaði	/pʰan̥taðɪ/
pantanir	/pʰan̥tanɪr/
pantar	/pʰan̥tar/
pantera	/pʰan̥tɛra/
papa	/pʰaːpa/
papar	/pʰaːpar/
papír	/pʰaːpir/
pappa	/pʰahpa/
pappabox	/pʰahpapɔks/
pappakössum	/pʰahpakœsʏm/
pappamöppum	/pʰahpamœhpʏm/
pappaspjald	/pʰahpaspjalt/
pappaþaki	/pʰahpaθaːcɪ/
pappír	/pʰahpir/
pappíra	/pʰahpira/
pappírar	/pʰahpirar/
pappírinn	/pʰahpirɪn/
pappírnum	/pʰahpirtnʏm/
pappírsblað	/pʰahpir̥splaːð/
pappírsbunki	/pʰahpirspuɲ̊cɪ/
pappírsfyrirtækið	/pʰahpir̥sfɪrɪrtʰaːjcɪð/
pappírsmaukið	/pʰahpir̥smœicɪð/
pappírsskeri	/pʰahpir̥scɛːrɪ/
pappírssnifsi	/pʰahpir̥stnɪfsɪ/
pappírsvinnu	/pʰahpir̥svɪnʏ/
pappírsörk	/pʰahpir̥sœr̥k/
pappírunum	/pʰahpirɔnʏm/
paprika	/pʰaːprɪka/
papriku	/pʰaːprɪkʏ/
paprikur	/pʰaːprɪkʏr/
papæja	/pʰaːpaja/
par	/pʰaːr/
para	/pʰaːra/
paradís	/pʰaːratis/
paradísar	/pʰaːratisar/
paradísarheimt	/pʰaːratisarheim̥t/
paragvæ	/pʰaːrakvai/
paraverkefni	/pʰaːravɛr̥kɛpnɪ/
pardus	/pʰartʏs/
pardusinn	/pʰartʏsɪn/
parhús	/pʰaːrhus/
pari	/pʰaːrɪ/
parið	/pʰaːrɪð/
parinu	/pʰaːrɪnʏ/
parís	/pʰaːris/
parísar	/pʰaːrisar/
parísarborgar	/pʰaːrisarpɔrkar/
parket	/pʰar̥kɛt/
parketi	/pʰar̥kɛtɪ/
parkinson	/pʰar̥cɪnsɔn/
parkinsonsamtökin	/pʰar̥cɪnsɔnsamtœcɪn/
parkinsonsveiki	/pʰar̥cɪnsɔnsvɛːjcɪ/
parma	/pʰarma/
part	/pʰar̥t/
parta	/pʰar̥ta/
partasölu	/pʰar̥tasœːlʏ/
partasöluna	/pʰar̥tasœːlʏna/
parti	/pʰar̥tɪ/
partinn	/pʰar̥tɪn/
partíi	/pʰar̥tijɪ/
partíið	/pʰar̥tijɪð/
partíinu	/pʰar̥tijɪnʏ/
partur	/pʰar̥tʏr/
partý	/pʰar̥ti/
pass	/pʰas/
passa	/pʰasa/
passað	/pʰasað/
passaði	/pʰasaðɪ/
passaðir	/pʰasaðɪr/
passaðu	/pʰasaðʏ/
passann	/pʰasan/
passar	/pʰasar/
passi	/pʰasɪ/
passíusálma	/pʰasijʏsaulma/
passlegt	/pʰastlɛxt/
pasta	/pʰasta/
pasturslitlar	/pʰastʏr̥stlɪhtlar/
pat	/pʰaːt/
pata	/pʰaːta/
pati	/pʰaːtɪ/
patreki	/pʰaːtrɛcɪ/
patreks	/pʰaːtrɛks/
patreksfirði	/pʰaːtrɛksfɪrðɪ/
patreksfjarðar	/pʰaːtrɛksfjarðar/
patreksfjörð	/pʰatrɛksfjœrð/
patrekur	/pʰaːtrɛkʏr/
paufast	/pʰœiːvast/
páfa	/pʰauːva/
páfagauk	/pʰauːvakœiːk/
páfagaukum	/pʰauːvakœiːkʏm/
páfagaukur	/pʰauːvakœiːkʏr/
páfann	/pʰauːvan/
páfans	/pʰauːvans/
páfanum	/pʰauːvanʏm/
páfi	/pʰauːvɪ/
páfinn	/pʰauːvɪn/
pál	/pʰauːl/
pála	/pʰauːla/
páli	/pʰauːlɪ/
pálína	/pʰauːlina/
pálínu	/pʰauːlinʏ/
páll	/pʰautl/
pálma	/pʰaulma/
pálmadóttir	/pʰaulmatouhtɪr/
pálmadóttur	/pʰaulmatouhtʏr/
pálmann	/pʰaulman/
pálmar	/pʰaulmar/
pálmason	/pʰaulmasɔːn/
pálmasonar	/pʰaulmasɔːnar/
pálmasunnudag	/pʰaulmasʏnʏtaɣ/
pálmatré	/pʰaulmatrjɛː/
pálmi	/pʰaulmɪ/
pálrún	/pʰaulrun/
páls	/pʰauls/
pálsdóttir	/pʰaulstouhtɪr/
pálsdóttur	/pʰaulstouhtʏr/
pálsson	/pʰaulsɔn/
pálssonar	/pʰaulsɔnar/
pálssyni	/pʰaulsɪnɪ/
páska	/pʰauska/
páskadag	/pʰauskataːɣ/
páskadagur	/pʰauskataːɣʏr/
páskaegg	/pʰauskaɛk/
páskaeggið	/pʰauskaɛcɪð/
páskana	/pʰauskana/
páskar	/pʰauskar/
páskastundinni	/pʰauskastʏntɪnɪ/
páskavaka	/pʰauskavaːka/
páskum	/pʰauskʏm/
páskunum	/pʰauskɔnʏm/
pásu	/pʰauːsʏ/
pC	/pʰjɛː sjɛː/
peð	/pʰɛːð/
peði	/pʰɛːðɪ/
peðið	/pʰɛːðɪð/
pegasus	/pʰɛːkasʏs/
peking	/pʰɛːciŋk/
pela	/pʰɛːla/
pelann	/pʰɛːlan/
pelanum	/pʰɛːlanʏm/
pelastikk	/pʰɛːlastɪhk/
pels	/pʰɛls/
pelsinum	/pʰɛlsɪnʏm/
pen	/pʰɛːn/
pening	/pʰɛːniŋk/
peninga	/pʰɛːniŋka/
peningahliðina	/pʰɛːniŋkal̥ɪːðɪna/
peningalaus	/pʰɛːniŋkalœiːs/
peningalega	/pʰɛːniŋkalɛɣa/
peningalítill	/pʰɛːniŋkaliːtɪtl̥/
peningalykt	/pʰɛːniŋkalɪxt/
peningamála	/pʰɛːniŋkamauːla/
peningamálum	/pʰɛːniŋkamauːlʏm/
peningamillifærslur	/pʰɛːniŋkamɪtlɪfajr̥stlʏr/
peningana	/pʰɛːniŋkana/
peninganna	/pʰɛːniŋkana/
peningar	/pʰɛːniŋkar/
peningarnir	/pʰɛːniŋkatnɪr/
peningaseðla	/pʰɛːniŋkasɛðla/
peningaskáp	/pʰɛːniŋkaskauːp/
peningaskápinn	/pʰɛːniŋkaskauːpɪn/
peningaskápnum	/pʰɛːniŋkaskauhpnʏm/
peningasóun	/pʰɛːniŋkasouːʏn/
peningaupphæð	/pʰɛːniŋkaʏhphaið/
peningaverðlaun	/pʰɛːniŋkavɛrðlœin/
peningavit	/pʰɛːniŋkavɪːt/
peningaþvætti	/pʰɛːniŋkaθvaihtɪ/
peningi	/pʰɛːniɲcɪ/
peningum	/pʰɛːniŋkʏm/
peningunum	/pʰɛːniŋkɔnʏm/
peningur	/pʰɛːniŋkʏr/
peningurinn	/pʰɛːniŋkʏrɪn/
penn	/pʰɛtn̥/
penna	/pʰɛtna/
pennans	/pʰɛnans/
pennanum	/pʰɛnanʏm/
pennar	/pʰɛnar/
pennavini	/pʰɛnavɪːnɪ/
penni	/pʰɛtnɪ/
penninn	/pʰɛnɪn/
pennum	/pʰɛnʏm/
pens	/pʰɛns/
pensilín	/pʰɛnsɪlin/
pensla	/pʰɛnstla/
penslar	/pʰɛnstlar/
pensli	/pʰɛnstlɪ/
penslinum	/pʰɛnstlɪnʏm/
pensluð	/pʰɛnstlʏð/
penslum	/pʰɛnstlʏm/
pent	/pʰɛn̥t/
pentagon	/pʰɛn̥takɔn/
pepsí	/pʰɛpsi/
pepsíi	/pʰɛpsijɪ/
per	/pʰɛːr/
peran	/pʰɛːran/
perla	/pʰɛrtla/
perlaði	/pʰɛrtlaðɪ/
perlan	/pʰɛrtlan/
perlu	/pʰɛrtlʏ/
perlufesti	/pʰɛrtlʏfɛstɪ/
perluhvítan	/pʰɛrtlʏkʰviːtan/
perluklúbb	/pʰɛrtlʏkʰlup/
perluleik	/pʰɛrtlʏleik/
perlum	/pʰɛrtlum/
perluna	/pʰɛrtlʏna/
perlunni	/pʰɛrtlʏnɪ/
perlur	/pʰɛrtlʏr/
perlurnar	/pʰɛrtlʏtnar/
perlusaumur	/pʰɛrtlʏsœiːmʏr/
perra	/pʰɛra/
persaflóa	/pʰɛr̥saflouːa/
persaflóastríðinu	/pʰɛr̥saflouastriːðɪnʏ/
persóna	/pʰɛr̥souna/
persónan	/pʰɛr̥sounan/
persónanna	/pʰɛr̥sounana/
persónu	/pʰɛr̥sounʏ/
persónuafsláttinn	/pʰɛr̥sounʏafstlauhtɪn/
persónueiginleikar	/pʰɛr̥sounʏɛːjɪnlɛjkar/
persónuleg	/pʰɛr̥sounʏlɛɣ/
persónulega	/pʰɛr̥sounʏlɛɣa/
persónulegan	/pʰɛr̥sounʏlɛɣan/
persónulegar	/pʰɛr̥sounʏlɛɣar/
persónulegir	/pʰɛr̥sounʏleijɪr/
persónulegra	/pʰɛr̥sounʏlɛɣra/
persónulegri	/pʰɛr̥sounʏlɛɣrɪ/
persónulegt	/pʰɛr̥sounʏlɛxt/
persónulegu	/pʰɛr̥sounʏlɛɣʏ/
persónulegum	/pʰɛr̥sounʏlɛɣʏm/
persónulegur	/pʰɛr̥sounʏlɛɣʏr/
persónuleika	/pʰɛr̥sounʏleiːka/
persónuleikans	/pʰɛr̥sounʏlɛːjkans/
persónuleikaprófið	/pʰɛr̥sounʏlɛjkaprouːɪð/
persónuleiki	/pʰɛr̥sounʏleiːcɪ/
persónum	/pʰɛr̥sounʏm/
persónuna	/pʰɛr̥sounʏna/
persónunnar	/pʰɛr̥sounʏnar/
persónunni	/pʰɛr̥sounʏnɪ/
persónunum	/pʰɛr̥sounɔnʏm/
persónur	/pʰɛr̥sounʏr/
persónurnar	/pʰɛr̥sounʏtnar/
persónusköpun	/pʰɛr̥sounʏskœːpʏn/
persónuupplýsinga	/pʰɛr̥sounʏʏhplisiŋka/
persónuupplýsingar	/pʰɛr̥sounʏʏhplisiŋkar/
persónuvernd	/pʰɛr̥sounʏvɛnt/
persónuverndar	/pʰɛr̥sounʏvɛntar/
peru	/pʰɛːrʏ/
perum	/pʰɛːrʏm/
perumaukið	/pʰɛːrʏmœicɪð/
perunni	/pʰɛːrʏnɪ/
perur	/pʰɛːrʏr/
perú	/pʰɛːru/
perúönsku	/pʰɛːruœnskʏ/
pesetar	/pʰɛːsɛtar/
pest	/pʰɛst/
pestir	/pʰɛstɪr/
petersen	/pʰɛːtɛr̥sɛn/
petra	/pʰɛːtra/
petrína	/pʰɛːtrina/
petrínhæð	/pʰɛːtrinhaiːð/
petru	/pʰɛːtrʏ/
peugeot	/pʰʏːsjou/
peysa	/pʰeiːsa/
peysan	/pʰeiːsan/
peysu	/pʰeiːsʏ/
peysufötum	/pʰeiːsʏfœːtʏm/
peysum	/pʰɛːjsʏm/
peysuna	/pʰeiːsʏna/
peysunni	/pʰeiːsʏnɪ/
peysur	/pʰeiːsʏr/
pétri	/pʰjɛːtrɪ/
pétur	/pʰjɛːtʏr/
péturs	/pʰjɛːtʏr̥s/
pétursborg	/pʰjɛːtʏr̥spɔrk/
pétursborgar	/pʰjɛːtʏrspɔrkar/
pétursdóttir	/pʰjɛːtʏr̥stouhtɪr/
pétursdóttur	/pʰjɛːtʏr̥stouhtʏr/
pétursson	/pʰjɛːtʏr̥sɔːn/
péturssonar	/pʰjɛːtʏr̥sɔːnar/
péturssyni	/pʰjɛːtʏr̥sɪːnɪ/
pharmaco	/farmakou/
pi	/pʰiː/
pikkaði	/pʰɪhkaðɪ/
pikköpp	/pʰɪhkœhp/
pilla	/pʰɪla/
pillu	/pʰɪlʏ/
pillunnar	/pʰɪlʏnar/
pillunni	/pʰɪlʏnɪ/
pillurnar	/pʰɪlʏtnar/
pils	/pʰɪls/
pilsaþyt	/pʰɪlsaθɪːt/
pilsi	/pʰɪlsɪ/
pilsið	/pʰɪlsɪð/
pilsin	/pʰɪlsɪn/
pilsinu	/pʰɪlsɪnʏ/
pilsum	/pʰɪlsʏm/
pilsunum	/pʰɪlsɔnʏm/
pilt	/pʰɪl̥t/
pilta	/pʰɪl̥ta/
piltana	/pʰɪl̥tana/
piltanna	/pʰɪl̥tana/
piltar	/pʰɪl̥tar/
piltarnir	/pʰɪl̥tatnɪr/
pilti	/pʰɪl̥tɪ/
piltinn	/pʰɪl̥tɪn/
piltinum	/pʰɪl̥tɪnʏm/
piltsins	/pʰɪl̥tsɪns/
piltum	/pʰɪl̥tʏm/
piltunum	/pʰɪl̥tɔnʏm/
piltur	/pʰɪl̥tʏr/
pilturinn	/pʰɪl̥tʏrɪn/
pin	/pʰɪn/
pinkil	/pʰiɲ̊cɪl/
pinkilinn	/pʰiɲ̊cɪlɪn/
pinkla	/pʰɪŋ̊kla/
pipar	/pʰɪːpar/
piparkökur	/pʰɪːparkœːkʏr/
piparmey	/pʰɪːparmeiː/
piparnum	/pʰɪːpartnʏm/
piparsósu	/pʰɪːparsouːsʏ/
pipra	/pʰɪːpra/
pirr	/pʰɪr/
pirra	/pʰɪra/
pirraður	/pʰɪraðʏr/
pirrandi	/pʰɪrantɪ/
pirrar	/pʰɪrar/
pirring	/pʰɪriŋk/
pirringi	/pʰɪriɲcɪ/
pirruð	/pʰɪrʏð/
pirrurnar	/pʰɪrʏtnar/
pissa	/pʰɪsa/
pissað	/pʰɪsað/
pissar	/pʰɪsar/
pissið	/pʰɪsɪð/
pistil	/pʰɪstɪl/
pistilinn	/pʰɪstɪlɪn/
pistill	/pʰɪstɪtl̥/
pistla	/pʰɪstla/
pistlar	/pʰɪstlar/
pistlarnir	/pʰɪstlatnɪr/
pistli	/pʰɪstlɪ/
pistlum	/pʰɪstlʏm/
pitsur	/pʰɪtsʏr/
pizzu	/pʰitsʏ/
pizzur	/pʰistʏr/
pizzustillingu	/pʰɪtsʏstɪtliŋkʏ/
píanisti	/pʰiːjanɪstɪ/
píanistinn	/pʰiːjanɪstɪn/
píanó	/pʰiːjanou/
píanói	/pʰiːanouɪ/
píanóið	/pʰiːanouɪð/
píanóinu	/pʰiːjanouɪnʏ/
píanókonsert	/pʰiːjanoukɔnsɛr̥t/
píanóleik	/pʰiːjanouleiːk/
píanóleikara	/pʰiːjanouleiːkara/
píanóleikari	/pʰiːjanouleiːkarɪ/
píanóleikarinn	/pʰiːjanouleiːkarɪn/
píanóundirleik	/pʰiːanouʏntɪrleik/
pífulaki	/pʰiːvʏlaːcɪ/
pílagríma	/pʰiːlakriːma/
pílagrímar	/pʰiːlakriːmar/
pílagrímarnir	/pʰiːlakriːmatnɪr/
pílagrímsferð	/pʰiːlakrimsfɛrð/
pílukast	/pʰiːlʏkast/
pína	/pʰiːna/
píndi	/pʰintɪ/
pínt	/pʰin̥t/
pínu	/pʰiːnʏ/
pínulitla	/pʰiːnʏlɪhtla/
pínulitlir	/pʰiːnʏlɪhtlɪr/
pínulitlu	/pʰiːnʏlɪhtlʏ/
pínulítið	/pʰiːnʏliːtɪð/
pínulítil	/pʰiːnʏliːtɪl/
pínulítill	/pʰiːnʏliːtɪtl̥/
píp	/pʰiːp/
pípa	/pʰiːpa/
píparann	/pʰiːparan/
pípu	/pʰiːpʏ/
pípulagningamaðurinn	/pʰiːpʏlakniŋkamaːðʏrɪn/
pípunum	/pʰiːpɔnʏm/
pípur	/pʰiːpʏr/
píra	/pʰiːra/
pírði	/pʰirðɪ/
pírðu	/pʰirðʏ/
pírir	/pʰiːrɪr/
